Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002B-31R-1, 39.0 cm",NULL,751.39,751.39,751.39,751.39,"C0002B-31R-1, 40.0 cm",NULL,751.4,751.4,751.4,751.4,"C0002B-31R-1 W, 39.0--40.0 cm",CKY000000000000648500,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:35Z,NULL,116,glass beaker,6.065,2.703,10.571,4.986736,4.506,116,glass beaker,6.065,2.703,9.592,4.012,3.527,1.014508,0.9907302,1.293005,2.283736,1.309,0.0355078,0.0159945,3.491492,0.225146,0.2905657,1.973083,1.528851,2.700292,0.43382,0.7662227,iinot,2007-12-15T01:30:49Z
"C0002B-31R-1, 102.0 cm",NULL,752.02,752.02,752.02,752.02,"C0002B-31R-1, 104.0 cm",NULL,752.04,752.04,752.04,752.04,"C0002B-31R-1 W, 102.0--104.0 cm",CKY000000000000648600,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:36Z,NULL,2,glass beaker,4.542,2.06,10.514,4.9929,5.972,2,glass beaker,4.542,2.06,9.337,3.821,4.795,1.2197,1.1911,1.7418,2.9329,1.761,0.0427,0.0192,4.7523,0.2042,0.2567,2.0362,1.6203,2.7284,0.4061,0.6838,fujikit,2010-08-11T05:14:13Z
"C0002B-31R-1, 127.0 cm",NULL,752.27,752.27,752.27,752.27,"C0002B-31R-1, 128.0 cm",NULL,752.28,752.28,752.28,752.28,"C0002B-31R-1 WR, 127.0--128.0 cm",CKY000000000000638000,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T07:34:51Z,NULL,140,glass beaker,6.001,2.695,11.278,5.3825,5.277,140,glass beaker,6.001,2.695,10.257,4.366,4.256,1.058,1.0332,1.6543,2.6875,1.671,0.037,0.0167,4.219,0.2005,0.2508,1.9635,1.5699,2.5503,0.3844,0.6246,fujikit,2010-08-11T05:14:13Z
"C0002B-31R-2, 33.0 cm",NULL,752.74,752.74,752.74,752.74,"C0002B-31R-2, 34.0 cm",NULL,752.75,752.75,752.75,752.75,"C0002B-31R-2 W, 33.0--34.0 cm",CKY000000000000648700,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:36Z,CALCULATED VOLUME,132,glass beaker,6.078,2.705,12.705,6.076758,6.627,132,glass beaker,6.078,2.705,11.272,4.65,5.194,1.484974,1.45017,1.921588,3.371758,1.945,0.05197413,0.02341177,5.142026,0.2240794,0.2887917,1.965443,1.525028,2.675925,0.4300931,0.7546726,henry315,2007-12-17T05:36:04Z
"C0002B-31R-2, 108.0 cm",NULL,753.49,753.49,753.49,753.49,"C0002B-31R-2, 109.0 cm",NULL,753.5,753.5,753.5,753.5,"C0002B-31R-2 W, 108.0--109.0 cm",CKY000000000000648800,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:37Z,NULL,142,glass beaker,6.096,2.792,11.372,5.4041,5.276,142,glass beaker,6.096,2.792,10.249,4.286,4.153,1.1637,1.1364,1.4757,2.6121,1.494,0.0407,0.0183,4.1123,0.2206,0.283,2.0198,1.5743,2.7867,0.4351,0.7701,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-1, 5.0 cm",NULL,760.55,760.55,760.55,760.55,"C0002B-32R-1, 6.0 cm",NULL,760.56,760.56,760.56,760.56,"C0002B-32R-1 W, 5.0--6.0 cm",CKY000000000000648900,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:37Z,NULL,153,glass beaker,6.069,2.733,12.012,5.6694,5.943,153,glass beaker,6.069,2.733,10.964,4.626,4.895,1.086,1.0605,1.8759,2.9364,1.893,0.038,0.0171,4.857,0.1827,0.2236,2.0239,1.6541,2.5892,0.3612,0.5653,fujikit,2010-10-05T02:49:04Z
"C0002B-32R-1, 99.0 cm",NULL,761.49,761.49,761.49,761.49,"C0002B-32R-1, 100.0 cm",NULL,761.5,761.5,761.5,761.5,"C0002B-32R-1 W, 99.0--100.0 cm",CKY000000000000649000,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:37Z,NULL,182,glass beaker,6.113,2.799,11.601,5.6251,5.488,182,glass beaker,6.113,2.799,10.269,4.299,4.156,1.3803,1.3479,1.4782,2.8261,1.5,0.0483,0.0218,4.1077,0.2515,0.336,1.9419,1.4535,2.7789,0.4769,0.9119,fujikit,2010-10-05T02:49:04Z
"C0002B-32R-2, 26.0 cm",NULL,762.167,762.167,762.167,762.167,"C0002B-32R-2, 27.0 cm",NULL,762.177,762.177,762.177,762.177,"C0002B-32R-2 W, 26.0--27.0 cm",CKY000000000000649100,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:38Z,NULL,190,glass beaker,6.064,2.72,11.554,5.5399,5.49,190,glass beaker,6.064,2.72,10.386,4.377,4.322,1.2104,1.182,1.6379,2.8199,1.657,0.0424,0.0191,4.2796,0.2205,0.2828,1.9469,1.5176,2.6129,0.4192,0.7217,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-2, 67.0 cm",NULL,762.577,762.577,762.577,762.577,"C0002B-32R-2, 68.0 cm",NULL,762.587,762.587,762.587,762.587,"C0002B-32R-2 WR, 67.0--68.0 cm",CKY000000000000639400,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T09:30:06Z,CALCULATED VOLUME,144,glass beaker,6.092,2.717,11.629,5.527847,5.537,144,glass beaker,6.092,2.717,10.446,4.35,4.354,1.225907,1.197175,1.613673,2.810847,1.633,0.04290677,0.01932737,4.311093,0.2214027,0.284361,1.969869,1.533734,2.671603,0.4259124,0.7418943,henry315,2007-12-17T05:03:55Z
"C0002B-32R-2, 89.0 cm",NULL,762.797,762.797,762.797,762.797,"C0002B-32R-2, 90.0 cm",NULL,762.807,762.807,762.807,762.807,"C0002B-32R-2 WR, 89.0--90.0 cm",CKY000000000000640400,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T09:31:35Z,NULL,126,glass beaker,6.042,2.703,11.278,5.3375,5.236,126,glass beaker,6.042,2.703,10.257,4.321,4.215,1.058,1.0332,1.6013,2.6345,1.618,0.037,0.0167,4.178,0.2021,0.2532,1.9875,1.5859,2.6091,0.3922,0.6452,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-3, 40.0 cm",NULL,763.292,763.292,763.292,763.292,"C0002B-32R-3, 41.0 cm",NULL,763.302,763.302,763.302,763.302,"C0002B-32R-3 W, 40.0--41.0 cm",CKY000000000000661000,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:00Z,NULL,33,glass beaker,4.621,2.028,9.394,4.5078,4.773,33,glass beaker,4.621,2.028,8.432,3.55,3.811,0.9969,0.9735,1.5063,2.4798,1.522,0.0349,0.0157,3.7761,0.2089,0.264,1.9248,1.5227,2.5069,0.3926,0.6463,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-4, 17.0 cm",NULL,763.477,763.477,763.477,763.477,"C0002B-32R-4, 18.0 cm",NULL,763.487,763.487,763.487,763.487,"C0002B-32R-4 W, 17.0--18.0 cm",CKY000000000000649600,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:40Z,NULL,6,glass cell,4.527,2.039,9.629,4.710008,5.102,6,glass cell,4.527,2.039,8.483,3.569,3.956,1.187565,1.159731,1.511277,2.671008,1.53,0.0415648,0.01872288,3.914435,0.2327646,0.3033809,1.91014,1.465527,2.590151,0.4341923,0.7673849,nishimuram,2007-12-15T00:45:57Z
"C0002B-32R-4, 77.0 cm",NULL,764.077,764.077,764.077,764.077,"C0002B-32R-4, 78.0 cm",NULL,764.087,764.087,764.087,764.087,"C0002B-32R-4 W, 77.0--78.0 cm",CKY000000000000649500,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:40Z,NULL,202,glass beaker,6.017,2.685,12.048,5.7515,6.031,202,glass beaker,6.017,2.685,10.787,4.496,4.77,1.3067,1.2761,1.7904,3.0665,1.811,0.0457,0.0206,4.7243,0.2167,0.2766,1.9667,1.5406,2.6387,0.4161,0.7127,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-5, 0.0 cm",NULL,764.292,764.292,764.292,764.292,"C0002B-32R-5, 2.0 cm",NULL,764.312,764.312,764.312,764.312,"C0002B-32R-5 WR, 0.0--2.0 cm",CKY000000000000624600,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T22:10:23Z,NULL,19,glass beaker,4.588,2.053,10.746,5.0929,6.158,19,glass beaker,4.588,2.053,9.586,3.938,4.998,1.2021,1.1739,1.866,3.0399,1.885,0.0421,0.019,4.9559,0.1952,0.2426,2.0257,1.6303,2.6559,0.3862,0.6291,fujikit,2010-08-11T05:14:12Z
"C0002B-32R-6, 13.0 cm",NULL,764.837,764.837,764.837,764.837,"C0002B-32R-6, 14.0 cm",NULL,764.847,764.847,764.847,764.847,"C0002B-32R-6 W, 13.0--14.0 cm",CKY000000000000649400,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:39Z,NULL,8,glass beaker,4.56,2.079,10.835,5.2444,6.275,8,glass beaker,4.56,2.079,9.564,3.979,5.004,1.3171,1.2862,1.8792,3.1654,1.9,0.0461,0.0208,4.9579,0.2099,0.2657,1.9824,1.5663,2.6383,0.4063,0.6844,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-6, 120.0 cm",NULL,765.907,765.907,765.907,765.907,"C0002B-32R-6, 121.0 cm",NULL,765.917,765.917,765.917,765.917,"C0002B-32R-6 W, 120.0--121.0 cm",CKY000000000000660900,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:34:59Z,NULL,123,glass beaker,6.064,2.724,12.379,5.8704,6.315,123,glass beaker,6.064,2.724,11.094,4.591,5.03,1.3316,1.3004,1.846,3.1464,1.867,0.0466,0.021,4.9834,0.2109,0.2672,2.0071,1.5838,2.6996,0.4133,0.7044,fujikit,2010-08-11T05:14:13Z
"C0002B-32R-7, 23.0 cm",NULL,766.342,766.342,766.342,766.342,"C0002B-32R-7, 24.0 cm",NULL,766.352,766.352,766.352,766.352,"C0002B-32R-7 W, 23.0--24.0 cm",CKY000000000000649200,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:38Z,NULL,160,glass beaker,6.045,2.676,11.465,5.493895,5.42,160,glass beaker,6.045,2.676,10.293,4.327,4.248,1.214508,1.186043,1.631852,2.817895,1.651,0.04250781,0.01914766,4.205492,0.2240789,0.2887909,1.923421,1.492423,2.577128,0.4208967,0.7268076,nishimuram,2007-12-15T00:40:31Z
"C0002B-32R-7, 99.0 cm",NULL,767.102,767.102,767.102,767.102,"C0002B-32R-7, 100.0 cm",NULL,767.112,767.112,767.112,767.112,"C0002B-32R-7 W, 99.0--100.0 cm",CKY000000000000649300,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:39Z,NULL,35,glass cell,4.599,2.052,10.109,4.830008,5.51,35,glass cell,4.599,2.052,8.963,3.689,4.364,1.187565,1.159731,1.618277,2.778008,1.637,0.0415648,0.01872288,4.322435,0.215529,0.2747444,1.983435,1.555948,2.671011,0.4174686,0.7166456,iinot,2007-12-15T01:30:48Z
"C0002B-33R-1, 52.0 cm",NULL,770.52,770.52,770.52,770.52,"C0002B-33R-1, 53.0 cm",NULL,770.53,770.53,770.53,770.53,"C0002B-33R-1 W, 52.0--53.0 cm",CKY000000000000661100,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:00Z,NULL,171,glass beaker,5.985,2.681,11.775,5.612017,5.79,171,glass beaker,5.985,2.681,10.631,4.473,4.646,1.185492,1.157707,1.77331,2.931017,1.792,0.04149226,0.01869021,4.604508,0.2047482,0.2574634,1.975423,1.570959,2.596561,0.3949848,0.6528511,nishimuram,2007-12-15T00:22:38Z
"C0002B-33R-1, 85.0 cm",NULL,770.85,770.85,770.85,770.85,"C0002B-33R-1, 86.0 cm",NULL,770.86,770.86,770.86,770.86,"C0002B-33R-1 WR, 85.0--86.0 cm",CKY000000000000642000,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T11:02:19Z,NULL,134,glass beaker,6.038,2.73,11.927,5.6208,5.889,134,glass beaker,6.038,2.73,10.73,4.429,4.692,1.2404,1.2113,1.6795,2.8908,1.699,0.0434,0.0195,4.6486,0.2106,0.2668,2.0372,1.6081,2.7678,0.419,0.7212,fujikit,2010-08-11T05:14:13Z
"C0002B-33R-2, 40.0 cm",NULL,771.39,771.39,771.39,771.39,"C0002B-33R-2, 41.0 cm",NULL,771.4,771.4,771.4,771.4,"C0002B-33R-2 WR, 40.0--41.0 cm",CKY000000000000633100,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-12T02:20:58Z,NULL,34,glass beaker,4.693,2.067,11.01,5.2715,6.317,34,glass beaker,4.693,2.067,9.755,4.022,5.062,1.3005,1.27,1.9345,3.2045,1.955,0.0455,0.0205,5.0165,0.2059,0.2592,1.9713,1.5655,2.5932,0.3963,0.6565,fujikit,2010-08-11T05:14:13Z
"C0002B-33R-3, 26.0 cm",NULL,771.665,771.665,771.665,771.665,"C0002B-33R-3, 27.0 cm",NULL,771.675,771.675,771.675,771.675,"C0002B-33R-3 W, 26.0--27.0 cm",CKY000000000000661200,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:00Z,NULL,198,glass beaker,6.067,2.732,13.573,6.491662,7.506,198,glass beaker,6.067,2.732,12.118,5.043,6.051,1.507772,1.472434,2.287229,3.759662,2.311,0.05277206,0.0237712,5.998228,0.2008756,0.2513696,1.996456,1.595417,2.622487,0.3916398,0.6437631,nishimuram,2007-12-15T00:22:38Z
"C0002B-33R-3, 104.0 cm",NULL,772.445,772.445,772.445,772.445,"C0002B-33R-3, 105.0 cm",NULL,772.455,772.455,772.455,772.455,"C0002B-33R-3 W, 104.0--105.0 cm",CKY000000000000661300,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:01Z,NULL,115,glass beaker,6.019,2.682,11.43,5.5257,5.411,115,glass beaker,6.019,2.682,10.211,4.312,4.192,1.2632,1.2336,1.6101,2.8437,1.63,0.0442,0.0199,4.1478,0.2335,0.3045,1.9028,1.4586,2.5761,0.4338,0.7662,fujikit,2010-08-11T05:14:13Z
"C0002B-33R-4, 17.0 cm",NULL,772.98,772.98,772.98,772.98,"C0002B-33R-4, 18.0 cm",NULL,772.99,772.99,772.99,772.99,"C0002B-33R-4 W, 17.0--18.0 cm",CKY000000000000661400,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:01Z,NULL,169,glass beaker,6.051,2.751,9.929,4.664354,3.878,169,glass beaker,6.051,2.751,9.092,3.831,3.041,0.8673575,0.8470288,1.066325,1.913354,1.08,0.03035754,0.01367457,3.010642,0.2236611,0.2880972,2.026807,1.573489,2.82338,0.4426931,0.7943436,nishimuram,2007-12-15T00:40:31Z
"C0002B-36R-1, 19.0 cm",NULL,796.19,796.19,796.19,796.19,"C0002B-36R-1, 20.0 cm",NULL,796.2,796.2,796.2,796.2,"C0002B-36R-1 W, 19.0--20.0 cm",CKY000000000000661800,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:03Z,NULL,120,glass beaker,6.112,2.707,12.206,5.8442,6.094,120,glass beaker,6.112,2.707,10.88,4.524,4.768,1.3741,1.3419,1.7953,3.1372,1.817,0.0481,0.0217,4.7199,0.2255,0.2911,1.9425,1.5045,2.629,0.4277,0.7475,fujikit,2010-08-11T05:14:13Z
"C0002B-36R-1, 124.0 cm",NULL,797.24,797.24,797.24,797.24,"C0002B-36R-1, 125.0 cm",NULL,797.25,797.25,797.25,797.25,"C0002B-36R-1 W, 124.0--125.0 cm",CKY000000000000661700,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:02Z,NULL,164,glass beaker,6.118,2.757,12.678,5.947076,6.56,164,glass beaker,6.118,2.757,11.318,4.593,5.2,1.409326,1.376295,1.813781,3.190076,1.836,0.04932646,0.02221913,5.150674,0.2148364,0.2736198,2.056377,1.614593,2.839744,0.4314302,0.7587991,iinot,2007-12-15T01:41:54Z
"C0002B-36R-2, 15.0 cm",NULL,797.55,797.55,797.55,797.55,"C0002B-36R-2, 16.0 cm",NULL,797.56,797.56,797.56,797.56,"C0002B-36R-2 W, 15.0--16.0 cm",CKY000000000000661600,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:02Z,CALCULATED VOLUME,117,glass beaker,6.089,2.724,13.241,6.297885,7.152,117,glass beaker,6.089,2.724,11.837,4.9,5.748,1.454922,1.420823,2.153062,3.573885,2.176,0.05092232,0.02293798,5.697077,0.2034287,0.2553805,2.001184,1.594085,2.646035,0.3975569,0.6599078,henry315,2007-12-17T05:03:55Z
"C0002B-37R-1, 19.0 cm",NULL,805.69,805.69,805.69,805.69,"C0002B-37R-1, 20.0 cm",NULL,805.7,805.7,805.7,805.7,"C0002B-37R-1 W, 19.0--20.0 cm",CKY000000000000662000,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:04Z,NULL,185,glass beaker,5.859,2.618,10.552,4.8753,4.693,185,glass beaker,5.859,2.618,9.687,4.014,3.828,0.8964,0.8754,1.3819,2.2573,1.396,0.0314,0.0141,3.7966,0.191,0.2361,2.079,1.6819,2.7474,0.3878,0.6335,fujikit,2010-08-11T05:14:13Z
"C0002B-37R-1, 90.0 cm",NULL,806.4,806.4,806.4,806.4,"C0002B-37R-1, 91.0 cm",NULL,806.41,806.41,806.41,806.41,"C0002B-37R-1 W, 90.0--91.0 cm",CKY000000000000662100,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:04Z,NULL,143,glass beaker,5.963,2.679,11.592,5.4762,5.629,143,glass beaker,5.963,2.679,10.51,4.399,4.547,1.1212,1.0949,1.7023,2.7972,1.72,0.0392,0.0177,4.5078,0.1992,0.2487,2.0124,1.6115,2.6481,0.3914,0.6432,fujikit,2010-08-11T05:14:13Z
"C0002B-37R-2, 0.0 cm",NULL,806.91,806.91,806.91,806.91,"C0002B-37R-2, 1.0 cm",NULL,806.92,806.92,806.92,806.92,"C0002B-37R-2 WR, 0.0--1.0 cm",CKY000000000000638900,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T09:23:47Z,NULL,193,glass beaker,6.048,2.69,10.439,4.8943,4.391,193,glass beaker,6.048,2.69,9.591,4.05,3.543,0.8788,0.8582,1.3461,2.2043,1.36,0.0308,0.0139,3.5122,0.2001,0.2502,1.992,1.5933,2.6092,0.3893,0.6375,fujikit,2010-08-11T05:14:13Z
"C0002B-37R-2, 19.0 cm",NULL,807.1,807.1,807.1,807.1,"C0002B-37R-2, 20.0 cm",NULL,807.11,807.11,807.11,807.11,"C0002B-37R-2 W, 19.0--20.0 cm",CKY000000000000661900,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:03Z,NULL,159,glass beaker,6.088,2.772,12.898,5.928734,6.81,159,glass beaker,6.088,2.772,11.689,4.725,5.601,1.25285,1.223486,1.933248,3.156734,1.953,0.04384977,0.01975215,5.55715,0.1839721,0.2254482,2.157293,1.760411,2.874515,0.3875797,0.6328656,iinot,2007-12-15T01:41:54Z
"C0002B-38R-1, 27.0 cm",NULL,815.27,815.27,815.27,815.27,"C0002B-38R-1, 29.0 cm",NULL,815.29,815.29,815.29,815.29,"C0002B-38R-1 W, 27.0--29.0 cm",CKY000000000000678400,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:08:36Z,NULL,4,glass cell,4.67,2.076,10.883,5.101655,6.213,4,glass cell,4.67,2.076,9.656,3.88,4.986,1.271503,1.241702,1.783954,3.025655,1.804,0.04450263,0.02004623,4.941497,0.204652,0.2573112,2.053439,1.633199,2.769969,0.410391,0.6960392,nishimuram,2007-12-15T00:36:31Z
"C0002B-38R-1, 99.0 cm",NULL,815.99,815.99,815.99,815.99,"C0002B-38R-1, 102.0 cm",NULL,816.02,816.02,816.02,816.02,"C0002B-38R-1 W, 99.0--102.0 cm",CKY000000000000678500,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:26Z,CALCULATED VOLUME,137,glass beaker,6.089,2.707,13.549,6.306285,7.46,137,glass beaker,6.089,2.707,12.237,5,6.148,1.359586,1.32772,2.271565,3.599285,2.293,0.04758553,0.02143492,6.100414,0.1822501,0.2228677,2.072634,1.694896,2.685556,0.3688844,0.5844958,henry315,2007-12-17T05:03:55Z
"C0002B-38R-2, 23.0 cm",NULL,816.64,816.64,816.64,816.64,"C0002B-38R-2, 24.0 cm",NULL,816.65,816.65,816.65,816.65,"C0002B-38R-2 W, 23.0--24.0 cm",CKY000000000000678600,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:27Z,NULL,24,glass beaker,4.638,2.026,11.891,5.5671,7.253,24,glass beaker,4.638,2.026,10.559,4.241,5.921,1.3803,1.3479,2.1932,3.5411,2.215,0.0483,0.0218,5.8727,0.1903,0.235,2.0482,1.6584,2.6777,0.3806,0.6146,fujikit,2010-08-11T05:14:13Z
"C0002B-38R-2, 95.0 cm",NULL,817.36,817.36,817.36,817.36,"C0002B-38R-2, 96.0 cm",NULL,817.37,817.37,817.37,817.37,"C0002B-38R-2 W, 95.0--96.0 cm",CKY000000000000678700,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:27Z,NULL,178,glass beaker,6.07,2.773,12.597,5.6041,6.527,178,glass beaker,6.07,2.773,11.475,4.487,5.405,1.1627,1.1354,1.6957,2.8311,1.714,0.0407,0.0183,5.3643,0.1781,0.2167,2.3055,1.8948,3.1635,0.401,0.6696,fujikit,2010-08-11T05:14:13Z
"C0002B-38R-3, 0.0 cm",NULL,817.82,817.82,817.82,817.82,"C0002B-38R-3, 1.0 cm",NULL,817.83,817.83,817.83,817.83,"C0002B-38R-3 WR, 0.0--1.0 cm",CKY000000000000641200,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T10:43:21Z,NULL,26,glass beaker,4.589,2.068,9.926,4.5772,5.337,26,glass beaker,4.589,2.068,9.052,3.707,4.463,0.9057,0.8845,1.6247,2.5092,1.639,0.0317,0.0143,4.4313,0.1697,0.2044,2.127,1.766,2.7275,0.3525,0.5444,fujikit,2010-10-05T02:49:04Z
"C0002B-38R-4, 13.0 cm",NULL,818.365,818.365,818.365,818.365,"C0002B-38R-4, 14.0 cm",NULL,818.375,818.375,818.375,818.375,"C0002B-38R-4 W, 13.0--14.0 cm",CKY000000000000662500,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:05Z,NULL,127,glass beaker,5.997,2.7,9.734,4.479173,3.737,127,glass beaker,5.997,2.7,9.085,3.833,3.088,0.6725389,0.6567762,1.122397,1.779173,1.133,0.02353888,0.0106031,3.064461,0.1799676,0.219464,2.100414,1.722407,2.730283,0.3691469,0.5851551,nishimuram,2007-12-15T00:36:32Z
"C0002B-38R-4, 83.0 cm",NULL,819.065,819.065,819.065,819.065,"C0002B-38R-4, 87.0 cm",NULL,819.105,819.105,819.105,819.105,"C0002B-38R-4 W, 83.0--87.0 cm",CKY000000000000678800,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:28Z,NULL,194,glass beaker,6.04,2.751,10.498,4.9442,4.458,194,glass beaker,6.04,2.751,9.608,4.058,3.568,0.9223,0.9007,1.2925,2.1932,1.307,0.0323,0.0145,3.5357,0.2069,0.2609,2.0326,1.6121,2.7356,0.4107,0.6969,fujikit,2010-08-11T05:14:13Z
"C0002B-38R-5, 54.0 cm",NULL,819.765,819.765,819.765,819.765,"C0002B-38R-5, 56.0 cm",NULL,819.785,819.785,819.785,819.785,"C0002B-38R-5 W, 54.0--56.0 cm",CKY000000000000678900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:28Z,NULL,179,glass beaker,6.039,2.697,11.799,5.484934,5.76,179,glass beaker,6.039,2.697,10.636,4.327,4.597,1.205181,1.176935,1.611,2.787934,1.63,0.04218138,0.01900062,4.554819,0.2092329,0.2645948,2.066046,1.633761,2.827325,0.422153,0.7305619,hashimotoy,2007-12-15T11:36:50Z
"C0002B-39R-1, 19.0 cm",NULL,824.69,824.69,824.69,824.69,"C0002B-39R-1, 20.0 cm",NULL,824.7,824.7,824.7,824.7,"C0002B-39R-1 W, 19.0--20.0 cm",CKY000000000000662200,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:04Z,CALCULATED VOLUME,13,glass cell,4.522,2.05,11.693,5.658719,7.171,13,glass cell,4.522,2.05,10.251,4.223,5.729,1.494301,1.459278,2.149441,3.608719,2.173,0.05230056,0.02355881,5.6767,0.2083811,0.263234,1.987132,1.573051,2.641012,0.4043756,0.6789103,henry315,2007-12-17T05:03:55Z
"C0002B-39R-1, 125.0 cm",NULL,825.75,825.75,825.75,825.75,"C0002B-39R-1, 126.0 cm",NULL,825.76,825.76,825.76,825.76,"C0002B-39R-1 W, 125.0--126.0 cm",CKY000000000000662300,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:05Z,NULL,119,glass beaker,6.098,2.792,13.425,6.30781,7.327,119,glass beaker,6.098,2.792,12.004,4.893,5.906,1.472539,1.438026,2.077784,3.51581,2.101,0.0515389,0.02321572,5.854461,0.2009743,0.2515242,2.084014,1.665181,2.817646,0.409017,0.692096,nishimuram,2007-12-15T00:36:29Z
"C0002B-39R-2, 10.0 cm",NULL,826,826,826,826,"C0002B-39R-2, 11.0 cm",NULL,826.01,826.01,826.01,826.01,"C0002B-39R-2 W, 10.0--11.0 cm",CKY000000000000662400,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:05Z,NULL,37,glass cell,4.613,2.084,10.156,4.870494,5.543,37,glass cell,4.613,2.084,8.892,3.612,4.279,1.309845,1.279145,1.507349,2.786494,1.528,0.0458446,0.02065072,4.233155,0.2363061,0.3094251,1.989238,1.519169,2.808344,0.4590517,0.8486056,nishimuram,2007-12-15T00:22:38Z
