Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0009A-3R-4, 64.0 cm",NULL,NULL,NULL,1532.54,1532.685,1532.54,1532.685,"C0009A-3R-4, 68.0 cm",NULL,NULL,NULL,1532.578,1532.725,1532.578,1532.725,"C0009A-3R-4 W, 64.0--68.0 cm",CKY000000000001995000,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-10T13:12:58Z,460,glass beaker,19.154,8.629,32.5769,15.011,13.4229,460,glass beaker,19.154,8.629,30.2779,12.722,11.1239,2.3824,2.3266,4.0554,6.382,4.093,0.0834,0.0376,11.0405,0.1775,0.2158,2.1032,1.7299,2.7224,0.3646,0.5737,dboutt319,2009-07-12T01:39:52Z
NULL,NULL,C0009A;1532.700,NULL,1532.7,NULL,NULL,1532.7,NULL,NULL,C0009A;1537.700,NULL,1537.7,NULL,NULL,1537.7,C0009A-182SMW W,CKY000000000001992300,PP,NULL,35,ushiromurah,NULL,CKY,2009-07-09T08:44:56Z,481,glass beaker,18.86,8.505,44.7683,21.8456,25.9083,481,glass beaker,18.86,8.505,39.1993,16.3009,20.3393,5.771,5.6357,7.7049,13.3406,7.7959,0.202,0.091,20.1373,0.2227,0.2866,1.9421,1.5095,2.6136,0.4224,0.7314,dboutt319,2009-07-11T00:14:10Z
NULL,NULL,C0009A;1532.700,NULL,1532.7,NULL,NULL,1532.7,NULL,NULL,C0009A;1537.700,NULL,1537.7,NULL,NULL,1537.7,C0009A-201SMW W,CKY000000000002020700,PP,NULL,35,kames,NULL,CKY,2009-07-11T13:17:40Z,292,glass beaker,18.733,8.522,37.961,19.5402,19.228,292,glass beaker,18.733,8.522,31.9754,13.5807,13.2424,6.2027,6.0573,4.9609,11.0182,5.0587,0.2171,0.0978,13.0253,0.3226,0.4762,1.7451,1.1822,2.6256,0.5498,1.221,dboutt319,2009-07-14T06:03:50Z
"C0009A-3R-5, 10.0 cm",NULL,NULL,NULL,1533.402,1533.58,1533.402,1533.58,"C0009A-3R-5, 15.0 cm",NULL,NULL,NULL,1533.45,1533.63,1533.45,1533.63,"C0009A-3R-5 WR, 10.0--15.0 cm",CKY000000000001972400,PP,NULL,10,hiranos,Share w/DPW,CKY,2009-07-07T15:59:24Z,295,glass beaker,18.316,8.263,31.8836,14.8931,13.5676,31901,glass cell,18.316,8.193,29.3805,12.3309,11.0645,2.5939,2.5331,4.097,6.6301,4.1379,0.0908,0.0409,10.9737,0.1912,0.2364,2.0464,1.6551,2.6785,0.3821,0.6183,dboutt319,2009-07-12T07:26:56Z
"C0009A-3R-6, 52.0 cm",NULL,NULL,NULL,1535.17,1535.415,1535.17,1535.415,"C0009A-3R-6, 56.0 cm",NULL,NULL,NULL,1535.209,1535.455,1535.209,1535.455,"C0009A-3R-6 W, 52.0--56.0 cm",CKY000000000001995100,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-10T13:13:56Z,477,glass beaker,18.913,8.516,33.4298,15.2233,14.5168,477,glass beaker,18.913,8.516,31.377,13.1795,12.464,2.1273,2.0774,4.6299,6.7073,4.6635,0.0745,0.0336,12.3895,0.1465,0.1717,2.1643,1.8472,2.676,0.3097,0.4487,fujikit,2010-10-05T04:20:47Z
"C0009A-3R-7, 33.0 cm",NULL,NULL,NULL,1536.346,1536.635,1536.346,1536.635,"C0009A-3R-7, 37.0 cm",NULL,NULL,NULL,1536.384,1536.675,1536.384,1536.675,"C0009A-3R-7 W, 33.0--37.0 cm",CKY000000000001995200,PP,NULL,20,fujikit,Share w/DPW&HP-EWV,CKY,2009-07-10T13:13:56Z,268,glass beaker,18.701,8.492,35.6868,16.6943,16.9858,268,glass beaker,18.701,8.492,32.5981,13.6191,13.8971,3.2007,3.1257,5.0766,8.2023,5.1271,0.112,0.0505,13.7851,0.1884,0.2322,2.0709,1.6806,2.7154,0.3811,0.6157,dboutt319,2009-07-12T01:39:52Z
"C0009A-3R-CC, 17.0 cm",NULL,NULL,NULL,1536.847,1537.155,1536.847,1537.155,"C0009A-3R-CC, 21.0 cm",NULL,NULL,NULL,1536.886,1537.195,1536.886,1537.195,"C0009A-3R-CC W, 17.0--21.0 cm",CKY000000000001995300,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-10T13:13:56Z,271,glass beaker,18.794,8.557,33.9,15.5765,15.106,271,glass beaker,18.794,8.557,31.4733,13.1603,12.6793,2.5147,2.4558,4.5637,7.0195,4.6033,0.088,0.0396,12.5913,0.1665,0.1997,2.152,1.7938,2.759,0.3499,0.5381,dboutt319,2009-07-12T01:39:52Z
"C0009A-4R-1, 52.0 cm",NULL,NULL,NULL,1537.42,1537.42,1537.42,1537.42,"C0009A-4R-1, 56.0 cm",NULL,NULL,NULL,1537.46,1537.46,1537.46,1537.46,"C0009A-4R-1 W, 52.0--56.0 cm",CKY000000000002022400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:22Z,252,glass beaker,18.204,8.213,35.4461,16.447,17.2421,252,glass beaker,18.204,8.213,32.4759,13.4897,14.2719,3.0779,3.0058,5.2282,8.234,5.2767,0.1077,0.0485,14.1642,0.1785,0.2173,2.094,1.7202,2.7092,0.365,0.5749,dboutt319,2009-07-13T03:19:13Z
NULL,NULL,C0009A;1537.700,NULL,1537.7,NULL,NULL,1537.7,NULL,NULL,C0009A;1542.700,NULL,1542.7,NULL,NULL,1542.7,C0009A-183SMW W,CKY000000000001992400,PP,NULL,35,ushiromurah,NULL,CKY,2009-07-09T09:33:29Z,450,glass beaker,18.963,8.577,46.1514,22.7656,27.1884,450,glass beaker,18.963,8.577,39.9933,16.6343,21.0303,6.3815,6.2319,7.9567,14.1886,8.0573,0.2234,0.1006,20.8069,0.2347,0.3067,1.9162,1.4665,2.615,0.4392,0.7832,suzukit,2009-07-17T19:27:34Z
NULL,NULL,C0009A;1537.700,NULL,1537.7,NULL,NULL,1537.7,NULL,NULL,C0009A;1542.700,NULL,1542.7,NULL,NULL,1542.7,C0009A-202SMW W,CKY000000000002020800,PP,NULL,35,kames,NULL,CKY,2009-07-11T13:18:17Z,486,glass beaker,18.964,8.543,36.1851,18.4771,17.2211,486,glass beaker,18.964,8.543,30.8221,13.1375,11.8581,5.5575,5.4272,4.5069,9.9341,4.5945,0.1945,0.0876,11.6636,0.3227,0.4765,1.7335,1.1741,2.5879,0.5463,1.2042,dboutt319,2009-07-14T06:03:50Z
"C0009A-4R-2, 35.0 cm",NULL,NULL,NULL,1538.65,1538.65,1538.65,1538.65,"C0009A-4R-2, 39.0 cm",NULL,NULL,NULL,1538.69,1538.69,1538.69,1538.69,"C0009A-4R-2 W, 35.0--39.0 cm",CKY000000000002022500,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:23Z,236,glass beaker,18.832,8.509,42.6965,19.8543,23.8645,236,glass beaker,18.832,8.509,38.7093,15.8844,19.8773,4.1318,4.035,7.3103,11.3453,7.3754,0.1446,0.0651,19.7327,0.1731,0.2094,2.1035,1.7393,2.6993,0.3557,0.552,dboutt319,2009-07-13T03:19:13Z
"C0009A-4R-4, 103.0 cm",NULL,NULL,NULL,1540.78,1540.78,1540.78,1540.78,"C0009A-4R-4, 107.0 cm",NULL,NULL,NULL,1540.82,1540.82,1540.82,1540.82,"C0009A-4R-4 W, 103.0--107.0 cm",CKY000000000002022600,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:23Z,480,glass beaker,19.067,8.609,39.5111,18.0492,20.4441,480,glass beaker,19.067,8.609,36.57,15.1209,17.503,3.0478,2.9764,6.4638,9.4402,6.5119,0.1067,0.0481,17.3963,0.1491,0.1752,2.1656,1.8428,2.6913,0.3153,0.4605,dboutt319,2009-07-13T03:19:14Z
"C0009A-4R-5, 23.0 cm",NULL,NULL,NULL,1541.33,1541.33,1541.33,1541.33,"C0009A-4R-5, 27.0 cm",NULL,NULL,NULL,1541.37,1541.37,1541.37,1541.37,"C0009A-4R-5 W, 23.0--27.0 cm",CKY000000000002022700,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:23Z,74,glass cell,17.282,7.818,33.5829,15.3709,16.3009,74,glass cell,17.282,7.818,31.1585,12.9571,13.8765,2.5123,2.4534,5.0995,7.5529,5.1391,0.0879,0.0396,13.7886,0.1541,0.1822,2.1582,1.8256,2.7039,0.3248,0.4811,dboutt319,2009-07-13T03:19:14Z
"C0009A-4R-6, 40.0 cm",NULL,NULL,NULL,1541.79,1541.79,1541.79,1541.79,"C0009A-4R-6, 47.0 cm",NULL,NULL,NULL,1541.86,1541.86,1541.86,1541.86,"C0009A-4R-6 WR, 40.0--47.0 cm",CKY000000000001978600,PP,NULL,10,maedal,NULL,CKY,2009-07-08T00:50:10Z,238,glass beaker,18.184,8.265,37.6456,17.489,19.4616,238,glass beaker,18.184,8.265,34.4241,14.2815,16.2401,3.3383,3.2601,5.9639,9.224,6.0165,0.1168,0.0526,16.1233,0.1715,0.207,2.1099,1.748,2.7035,0.3534,0.5466,dboutt319,2009-07-09T01:30:47Z
"C0009A-4R-7, 42.0 cm",NULL,NULL,NULL,1542.28,1542.28,1542.28,1542.28,"C0009A-4R-7, 46.0 cm",NULL,NULL,NULL,1542.32,1542.32,1542.32,1542.32,"C0009A-4R-7 W, 42.0--46.0 cm",CKY000000000002022800,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:23Z,457,glass beaker,19.101,8.608,38.3314,17.692,19.2304,457,glass beaker,19.101,8.608,35.3299,14.7036,16.2289,3.1104,3.0375,6.0465,9.084,6.0956,0.1089,0.0491,16.12,0.1617,0.193,2.117,1.7745,2.666,0.3344,0.5024,dboutt319,2009-07-13T03:19:14Z
NULL,NULL,C0009A;1542.700,NULL,1542.7,NULL,NULL,1542.7,NULL,NULL,C0009A;1547.700,NULL,1547.7,NULL,NULL,1547.7,C0009A-184SMW W,CKY000000000001992600,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:31Z,228,glass beaker,18.77,8.547,41.2205,19.5276,22.4505,228,glass beaker,18.77,8.547,36.2143,14.5432,17.4443,5.1878,5.0662,5.9144,10.9806,5.9962,0.1816,0.0818,17.2627,0.2311,0.3005,2.0446,1.5721,2.9188,0.4614,0.8566,fujikit,2010-10-05T04:20:47Z
NULL,NULL,C0009A;1542.700,NULL,1542.7,NULL,NULL,1542.7,NULL,NULL,C0009A;1547.700,NULL,1547.7,NULL,NULL,1547.7,C0009A-203SMW W,CKY000000000002022100,PP,NULL,35,kames,NULL,CKY,2009-07-11T13:34:23Z,232,glass beaker,18.58,8.457,36.9165,18.6114,18.3365,232,glass beaker,18.58,8.457,31.8065,13.5237,13.2265,5.2953,5.1712,4.9832,10.1544,5.0667,0.1853,0.0835,13.0412,0.2888,0.406,1.8058,1.2843,2.617,0.5093,1.0377,dboutt319,2009-07-14T06:03:50Z
"C0009A-4R-8, 50.0 cm",NULL,NULL,NULL,1543.5,1543.5,1543.5,1543.5,"C0009A-4R-8, 54.0 cm",NULL,NULL,NULL,1543.54,1543.54,1543.54,1543.54,"C0009A-4R-8 W, 50.0--54.0 cm",CKY000000000002022900,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T14:24:23Z,216,glass beaker,18.701,8.455,36.6922,17.2001,17.9912,216,glass beaker,18.701,8.455,33.4391,13.9612,14.7381,3.3711,3.2921,5.453,8.7451,5.5062,0.118,0.0532,14.6201,0.1874,0.2306,2.0573,1.6718,2.6811,0.3765,0.6037,dboutt319,2009-07-13T03:19:14Z
"C0009A-5R-1, 68.0 cm",NULL,NULL,NULL,1547.064,1547.08,1547.064,1547.08,"C0009A-5R-1, 72.0 cm",NULL,NULL,NULL,1547.103,1547.12,1547.103,1547.12,"C0009A-5R-1 W, 68.0--72.0 cm",CKY000000000002040400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:53Z,283,glass beaker,18.151,8.227,34.6377,16.1031,16.4867,283,glass beaker,18.151,8.227,31.7799,13.2577,13.6289,2.9615,2.8921,4.984,7.8761,5.0307,0.1037,0.0467,13.5252,0.1796,0.219,2.0933,1.7172,2.7137,0.3672,0.5803,dboutt319,2009-07-15T06:03:43Z
NULL,NULL,C0009A;1547.700,NULL,1547.7,NULL,NULL,1547.7,NULL,NULL,C0009A;1552.700,NULL,1552.7,NULL,NULL,1552.7,C0009A-185SMW W,CKY000000000001992700,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,229,glass beaker,18.291,8.312,43.219,21.1436,24.928,229,glass beaker,18.291,8.312,37.8724,15.8203,19.5814,5.5405,5.4106,7.421,12.8316,7.5083,0.1939,0.0873,19.3875,0.2223,0.2858,1.9427,1.5109,2.6125,0.4217,0.7291,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1547.700,NULL,1547.7,NULL,NULL,1547.7,NULL,NULL,C0009A;1552.700,NULL,1552.7,NULL,NULL,1552.7,C0009A-204SMW W,CKY000000000002022200,PP,NULL,35,kames,NULL,CKY,2009-07-11T13:53:33Z,474,glass beaker,19.003,8.554,36.4656,18.1476,17.4626,474,glass beaker,19.003,8.554,31.6437,13.3467,12.6407,4.9968,4.8797,4.7139,9.5936,4.7927,0.1749,0.0788,12.4658,0.2861,0.4008,1.8202,1.2994,2.6445,0.5086,1.0352,dboutt319,2009-07-14T06:03:50Z
"C0009A-5R-2, 59.0 cm",NULL,NULL,NULL,1548.343,1548.39,1548.343,1548.39,"C0009A-5R-2, 63.0 cm",NULL,NULL,NULL,1548.382,1548.43,1548.382,1548.43,"C0009A-5R-2 W, 59.0--63.0 cm",CKY000000000002040500,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:53Z,262,glass beaker,18.363,8.27,42.4644,19.9346,24.1014,262,glass beaker,18.363,8.27,38.2328,15.7214,19.8698,4.3851,4.2823,7.3823,11.6646,7.4514,0.1535,0.0691,19.7163,0.1819,0.2224,2.0662,1.6903,2.6708,0.3671,0.5801,fuway,2010-08-17T01:38:26Z
"C0009A-5R-3, 85.0 cm",NULL,NULL,NULL,1549.905,1549.99,1549.905,1549.99,"C0009A-5R-3, 89.0 cm",NULL,NULL,NULL,1549.944,1550.03,1549.944,1550.03,"C0009A-5R-3 W, 85.0--89.0 cm",CKY000000000002040600,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:53Z,285,glass beaker,18.215,8.207,31.6803,14.3798,13.4653,285,glass beaker,18.215,8.207,29.9265,12.6336,11.7115,1.8174,1.7748,4.398,6.1728,4.4266,0.0636,0.0286,11.6479,0.135,0.156,2.1814,1.887,2.6485,0.2875,0.4035,dboutt319,2009-07-15T06:03:43Z
"C0009A-5R-5, 26.0 cm",NULL,NULL,NULL,1551.106,1551.22,1551.106,1551.22,"C0009A-5R-5, 30.0 cm",NULL,NULL,NULL,1551.145,1551.26,1551.145,1551.26,"C0009A-5R-5 W, 26.0--30.0 cm",CKY000000000002040800,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:54Z,244,glass beaker,18.1,8.177,38.6705,17.1914,20.5705,244,glass beaker,18.1,8.177,35.3923,13.9275,17.2923,3.3971,3.3175,5.6969,9.0144,5.7505,0.1189,0.0536,17.1734,0.1651,0.1978,2.282,1.9051,3.0145,0.368,0.5823,dboutt319,2009-07-15T06:03:43Z
NULL,NULL,C0009A;1552.700,NULL,1552.7,NULL,NULL,1552.7,NULL,NULL,C0009A;1557.700,NULL,1557.7,NULL,NULL,1557.7,C0009A-186SMW W,CKY000000000001992800,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,455,glass beaker,18.828,8.467,42.681,20.7728,23.853,455,glass beaker,18.828,8.467,37.5681,15.6822,18.7401,5.2983,5.1741,7.1317,12.3058,7.2152,0.1854,0.0835,18.5547,0.2221,0.2856,1.9384,1.5078,2.6017,0.4205,0.7255,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1552.700,NULL,1552.7,NULL,NULL,1552.7,NULL,NULL,C0009A;1557.700,NULL,1557.7,NULL,NULL,1557.7,C0009A-205SMW W,CKY000000000002022300,PP,NULL,35,kames,NULL,CKY,2009-07-11T14:10:52Z,487,glass beaker,19.127,8.629,41.0147,21.49,21.8877,487,glass beaker,19.127,8.629,33.7904,14.2972,14.6634,7.4863,7.3108,5.5502,12.861,5.6682,0.262,0.118,14.4014,0.342,0.5198,1.7019,1.1198,2.5948,0.5684,1.3172,dboutt319,2009-07-14T06:03:50Z
"C0009A-5R-6, 102.0 cm",NULL,NULL,NULL,1552.717,1552.87,1552.717,1552.87,"C0009A-5R-6, 106.0 cm",NULL,NULL,NULL,1552.756,1552.91,1552.756,1552.91,"C0009A-5R-6 W, 102.0--106.0 cm",CKY000000000002040900,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:54Z,229,glass beaker,18.291,8.312,32.8509,15.1422,14.5599,229,glass beaker,18.291,8.312,30.4051,12.7071,12.1141,2.5345,2.4751,4.3551,6.8302,4.3951,0.0887,0.04,12.0254,0.1741,0.2108,2.1317,1.7606,2.7612,0.3624,0.5683,dboutt319,2009-07-15T06:03:43Z
"C0009A-5R-7, 117.0 cm",NULL,NULL,NULL,1554.221,1554.41,1554.221,1554.41,"C0009A-5R-7, 121.0 cm",NULL,NULL,NULL,1554.26,1554.45,1554.26,1554.45,"C0009A-5R-7 W, 117.0--121.0 cm",CKY000000000002041000,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:54Z,481,glass beaker,18.86,8.505,39.0637,18.1276,20.2037,481,glass beaker,18.86,8.505,35.7794,14.8576,16.9194,3.4034,3.3236,6.299,9.6226,6.3526,0.1191,0.0536,16.8003,0.1685,0.2026,2.0996,1.7459,2.6671,0.3454,0.5276,dboutt319,2009-07-15T06:03:43Z
"C0009A-5R-8, 13.0 cm",NULL,NULL,NULL,1554.582,1554.78,1554.582,1554.78,"C0009A-5R-8, 17.0 cm",NULL,NULL,NULL,1554.621,1554.82,1554.621,1554.82,"C0009A-5R-8 W, 13.0--17.0 cm",CKY000000000002041100,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-13T14:32:54Z,484,glass beaker,18.948,8.507,40.1196,18.7188,21.1716,484,glass beaker,18.948,8.507,36.4652,15.0804,17.5172,3.7869,3.6981,6.5137,10.2118,6.5734,0.1325,0.0597,17.3847,0.1789,0.2178,2.0732,1.7024,2.6689,0.3621,0.5677,dboutt319,2009-07-15T06:03:43Z
"C0009A-6R-1, 20.0 cm",NULL,NULL,NULL,1556.1,1556.1,1556.1,1556.1,"C0009A-6R-1, 24.0 cm",NULL,NULL,NULL,1556.14,1556.14,1556.14,1556.14,"C0009A-6R-1 W, 20.0--24.0 cm",CKY000000000002016400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:07:33Z,478,glass beaker,18.977,8.554,40.4047,18.6621,21.4277,478,glass beaker,18.977,8.554,37.0557,15.3276,18.0787,3.4705,3.3892,6.7189,10.1081,6.7736,0.1215,0.0547,17.9572,0.162,0.1933,2.1199,1.7765,2.6726,0.3353,0.5044,dboutt319,2009-07-13T03:19:14Z
NULL,NULL,C0009A;1557.700,NULL,1557.7,NULL,NULL,1557.7,NULL,NULL,C0009A;1562.700,NULL,1562.7,NULL,NULL,1562.7,C0009A-187SMW W,CKY000000000001992900,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,484,glass beaker,18.948,8.507,42.2523,20.6726,23.3043,484,glass beaker,18.948,8.507,37.0678,15.5107,18.1198,5.3725,5.2466,6.919,12.1656,7.0037,0.188,0.0847,17.9318,0.2305,0.2996,1.9156,1.474,2.5917,0.4313,0.7583,dboutt319,2009-07-11T04:50:04Z
NULL,NULL,C0009A;1557.700,NULL,1557.7,NULL,NULL,1557.7,NULL,NULL,C0009A;1562.700,NULL,1562.7,NULL,NULL,1562.7,C0009A-206SMW W,CKY000000000002024800,PP,NULL,35,kames,NULL,CKY,2009-07-11T15:00:25Z,212,glass beaker,18.691,8.477,31.4952,15.3795,12.8042,212,glass beaker,18.691,8.477,27.9822,11.8818,9.2912,3.6404,3.5551,3.3474,6.9025,3.4048,0.1274,0.0574,9.1638,0.2843,0.3973,1.855,1.3276,2.7376,0.515,1.062,dboutt319,2009-07-14T06:03:50Z
"C0009A-6R-2, 48.0 cm",NULL,NULL,NULL,1557.79,1557.79,1557.79,1557.79,"C0009A-6R-2, 52.0 cm",NULL,NULL,NULL,1557.83,1557.83,1557.83,1557.83,"C0009A-6R-2 W, 48.0--52.0 cm",CKY000000000002017200,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:10:56Z,485,glass beaker,18.996,8.569,35.4356,16.4957,16.4396,485,glass beaker,18.996,8.569,32.6122,13.6846,13.6162,2.9258,2.8572,5.0695,7.9267,5.1156,0.1024,0.0461,13.5138,0.178,0.2165,2.074,1.7048,2.6657,0.3605,0.5636,dboutt319,2009-07-13T03:19:14Z
"C0009A-6R-3, 5.0 cm",NULL,NULL,NULL,1557.895,1557.895,1557.895,1557.895,"C0009A-6R-3, 9.0 cm",NULL,NULL,NULL,1557.935,1557.935,1557.935,1557.935,"C0009A-6R-3 W, 5.0--9.0 cm",CKY000000000002017700,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:15:27Z,227,glass beaker,18.078,8.28,34.5678,15.9846,16.4898,227,glass beaker,18.078,8.28,31.9231,13.3514,13.8451,2.7406,2.6764,5.0282,7.7046,5.0714,0.0959,0.0432,13.7492,0.1662,0.1993,2.1403,1.7845,2.7344,0.3474,0.5323,dboutt319,2009-07-13T03:19:14Z
"C0009A-6R-4, 61.5 cm",NULL,NULL,NULL,1558.91,1558.91,1558.91,1558.91,"C0009A-6R-4, 64.5 cm",NULL,NULL,NULL,1558.94,1558.94,1558.94,1558.94,"C0009A-6R-4 W, 61.5--64.5 cm",CKY000000000002017900,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:17:47Z,217,glass beaker,18.152,8.283,38.3169,17.6984,20.1649,217,glass beaker,18.152,8.283,35.0631,14.4588,16.9111,3.3718,3.2928,6.1226,9.4154,6.1758,0.118,0.0532,16.7931,0.1672,0.2008,2.1417,1.7836,2.7428,0.3497,0.5378,dboutt319,2009-07-13T03:19:14Z
"C0009A-6R-5, 93.0 cm",NULL,NULL,NULL,1560.64,1560.64,1560.64,1560.64,"C0009A-6R-5, 98.0 cm",NULL,NULL,NULL,1560.69,1560.69,1560.69,1560.69,"C0009A-6R-5 WR, 93.0--98.0 cm",CKY000000000001986500,PP,NULL,10,arakaway,no residue,CKY,2009-07-08T21:42:02Z,223,glass beaker,18.599,8.426,32.2959,14.946,13.6969,223,glass beaker,18.599,8.426,29.9094,12.5699,11.3104,2.4731,2.4151,4.1049,6.52,4.1439,0.0866,0.039,11.2238,0.1806,0.2203,2.1008,1.7214,2.7342,0.3704,0.5883,suzukit,2009-07-17T19:27:34Z
"C0009A-6R-6, 81.0 cm",NULL,NULL,NULL,1561.925,1561.925,1561.925,1561.925,"C0009A-6R-6, 85.0 cm",NULL,NULL,NULL,1561.965,1561.965,1561.965,1561.965,"C0009A-6R-6 W, 81.0--85.0 cm",CKY000000000002018400,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:20:59Z,482,glass beaker,18.945,8.546,36.2542,16.8641,17.3092,482,glass beaker,18.945,8.546,33.23,13.8531,14.285,3.1339,3.0604,5.2577,8.3181,5.3071,0.1097,0.0494,14.1753,0.1811,0.2211,2.0809,1.7042,2.6961,0.3679,0.5821,dboutt319,2009-07-13T03:19:14Z
NULL,NULL,C0009A;1562.700,NULL,1562.7,NULL,NULL,1562.7,NULL,NULL,C0009A;1567.700,NULL,1567.7,NULL,NULL,1567.7,C0009A-188SMW W,CKY000000000001993000,PP,NULL,35,kawait,NULL,CKY,2009-07-09T20:54:32Z,459,glass beaker,19.08,8.596,38.4352,18.9123,19.3552,459,glass beaker,19.08,8.596,33.7442,14.2417,14.6642,4.8611,4.7472,5.5691,10.3163,5.6457,0.1701,0.0766,14.4941,0.2512,0.3354,1.8762,1.405,2.6026,0.4602,0.8524,dboutt319,2009-07-11T04:50:05Z
NULL,NULL,C0009A;1562.700,NULL,1562.7,NULL,NULL,1562.7,NULL,NULL,C0009A;1567.700,NULL,1567.7,NULL,NULL,1567.7,C0009A-207SMW W,CKY000000000002029100,PP,NULL,35,kames,NULL,CKY,2009-07-11T15:22:09Z,453,glass beaker,18.952,8.555,40.9803,20.632,22.0283,453,glass beaker,18.952,8.555,34.9079,14.5861,15.9559,6.2926,6.1451,5.9319,12.077,6.0311,0.2202,0.0992,15.7357,0.2857,0.3999,1.824,1.3029,2.6527,0.5088,1.0359,dboutt319,2009-07-14T06:03:50Z
"C0009A-6R-7, 73.0 cm",NULL,NULL,NULL,1563.27,1563.27,1563.27,1563.27,"C0009A-6R-7, 77.0 cm",NULL,NULL,NULL,1563.31,1563.31,1563.31,1563.31,"C0009A-6R-7 W, 73.0--77.0 cm",CKY000000000002018700,PP,NULL,20,hiranos,Share w/DPW,CKY,2009-07-11T11:23:13Z,488,glass beaker,18.85,8.475,36.8012,16.841,17.9512,488,glass beaker,18.85,8.475,34.1495,14.2008,15.2995,2.7479,2.6835,5.6825,8.366,5.7258,0.0962,0.0433,15.2033,0.1531,0.1807,2.1457,1.8173,2.6755,0.3208,0.4722,dboutt319,2009-07-13T03:19:14Z
