Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0004D-37R-1, 100.0 cm",NULL,311,311,311,311,"C0004D-37R-1, 102.0 cm",NULL,311.02,311.02,311.02,311.02,"C0004D-37R-1 W, 100.0--102.0 cm",CKY000000000001067100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T12:33:00Z,"Measured by ""3"" runs average, instead of ""5."" ",151,glass beaker,5.999,2.718,10.431,4.945927,4.432,151,glass beaker,5.999,2.718,9.496,4.015,3.497,0.9689119,0.946203,1.281724,2.227927,1.297,0.03391194,0.01527565,3.463088,0.2186173,0.2797827,1.989293,1.554399,2.701898,0.424701,0.7382266,david_goldsby316,2008-01-04T03:17:11Z
"C0004D-37R-2, 18.0 cm",NULL,311.59,311.59,311.59,311.59,"C0004D-37R-2, 20.0 cm",NULL,311.61,311.61,311.61,311.61,"C0004D-37R-2 W, 18.0--20.0 cm",CKY000000000001067200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T12:33:00Z,NULL,119,glass beaker,6.098,2.792,11.152,5.245361,5.054,119,glass beaker,6.098,2.792,10.087,4.185,3.989,1.103627,1.077761,1.3756,2.453361,1.393,0.03862697,0.01739954,3.950373,0.218367,0.2793729,2.060031,1.610188,2.871744,0.4392996,0.7834838,david_goldsby316,2008-01-04T03:17:11Z
"C0004D-37R-2, 100.0 cm",NULL,312.41,312.41,312.41,312.41,"C0004D-37R-2, 102.0 cm",NULL,312.43,312.43,312.43,312.43,"C0004D-37R-2 W, 100.0--102.0 cm",CKY000000000001067300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T12:33:01Z,NULL,27,glass cell,4.648,2.08,8.025,3.817951,3.377,27,glass cell,4.648,2.08,7.279,3.0752001,2.631,0.773057,0.7549385,0.9830122,1.737951,0.9952001,0.02705702,0.01218784,2.603943,0.2289183,0.2968794,1.943093,1.498284,2.648943,0.4343843,0.7679848,david_goldsby316,2008-01-04T03:17:11Z
"C0004D-38R-1, 30.0 cm",NULL,314.8,314.8,314.8,314.8,"C0004D-38R-1, 33.0 cm",NULL,314.83,314.83,314.83,314.83,"C0004D-38R-1 W, 30.0--33.0 cm",CKY000000000000938400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T11:01:00Z,NULL,27,glass cell,4.648,2.08,10.054,4.884486,5.406,27,glass cell,4.648,2.08,8.788,3.624,4.14,1.311917,1.281169,1.523317,2.804486,1.544,0.04591713,0.02068339,4.094083,0.242678,0.3204422,1.927626,1.459834,2.687611,0.4568285,0.8410392,david_goldsby316,2008-01-03T03:39:20Z
"C0004D-39R-1, 17.0 cm",NULL,319.17,319.17,319.17,319.17,"C0004D-39R-1, 19.0 cm",NULL,319.19,319.19,319.19,319.19,"C0004D-39R-1 W, 17.0--19.0 cm",CKY000000000000915200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T11:24:00Z,NULL,3,glass cell,4.512,2.03,11.306,5.546266,6.794,3,glass cell,4.512,2.03,9.76,4.007,5.248,1.602073,1.564524,1.951742,3.516266,1.977,0.05607258,0.02525792,5.191927,0.235807,0.3085699,1.932163,1.476546,2.66015,0.444939,0.8016038,david_goldsby316,2008-01-03T03:28:50Z
"C0004D-39R-1, 100.0 cm",NULL,320,320,320,320,"C0004D-39R-1, 102.0 cm",NULL,320.02,320.02,320.02,320.02,"C0004D-39R-1 W, 100.0--102.0 cm",CKY000000000000915300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T11:24:01Z,NULL,16,glass cell,4.613,2.072,9.589,4.562361,4.976,16,glass cell,4.613,2.072,8.524,3.502,3.911,1.103627,1.077761,1.4126,2.490361,1.43,0.03862697,0.01739954,3.872373,0.22179,0.2850002,1.998104,1.554944,2.741308,0.4327728,0.7629621,david_goldsby316,2008-01-03T03:28:49Z
"C0004D-39R-2, 8.0 cm",NULL,320.175,320.175,320.175,320.175,"C0004D-39R-2, 9.5 cm",NULL,320.19,320.19,320.19,320.19,"C0004D-39R-2 WR, 8.0--9.5 cm",CKY000000000000864200,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T07:22:58Z,NULL,142,glass beaker,6.096,2.792,12.723,6.151209,6.627,142,glass beaker,6.096,2.792,11.164,4.599,5.068,1.615544,1.57768,1.78153,3.359209,1.807,0.05654409,0.02547031,5.011456,0.2437821,0.3223702,1.972786,1.491856,2.813007,0.469658,0.8855759,david_goldsby316,2007-12-28T11:35:36Z
"C0004D-39R-3, 45.0 cm",NULL,320.86,320.86,320.86,320.86,"C0004D-39R-3, 47.0 cm",NULL,320.88,320.88,320.88,320.88,"C0004D-39R-3 W, 45.0--47.0 cm",CKY000000000000915500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T12:09:23Z,NULL,158,glass beaker,6.019,2.709,11.723,5.587608,5.704,158,glass beaker,6.019,2.709,10.485,4.355,4.466,1.282902,1.252834,1.625774,2.878608,1.646,0.04490159,0.02022594,4.421098,0.2249126,0.2901771,1.981514,1.535846,2.719381,0.4352221,0.7706074,david_goldsby316,2008-01-03T03:28:50Z
"C0004D-40R-1, 25.0 cm",NULL,323.75,323.75,323.75,323.75,"C0004D-40R-1, 27.0 cm",NULL,323.77,323.77,323.77,323.77,"C0004D-40R-1 W, 25.0--27.0 cm",CKY000000000000914700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T10:18:36Z,NULL,9,glass cell,4.585,2.063,12.114,5.962669,7.529,9,glass cell,4.585,2.063,10.431,4.287,5.846,1.744041,1.703165,2.196504,3.899669,2.224,0.0610415,0.02749617,5.784958,0.2316432,0.3014787,1.930677,1.483448,2.633712,0.4367461,0.7753983,david_goldsby316,2008-01-03T03:21:53Z
"C0004D-40R-1, 111.0 cm",NULL,324.61,324.61,324.61,324.61,"C0004D-40R-1, 113.0 cm",NULL,324.63,324.63,324.63,324.63,"C0004D-40R-1 W, 111.0--113.0 cm",CKY000000000000914800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T10:18:37Z,NULL,194,glass beaker,6.04,2.751,13.042,6.188919,7.002,194,glass beaker,6.04,2.751,11.646,4.799,5.606,1.446632,1.412727,2.025193,3.437919,2.048,0.05063216,0.02280728,5.555368,0.2066027,0.2604026,2.036697,1.61591,2.74313,0.4109249,0.6975764,david_goldsby316,2008-01-03T03:21:54Z
"C0004D-40R-2, 24.0 cm",NULL,325.14,325.14,325.14,325.14,"C0004D-40R-2, 26.0 cm",NULL,325.16,325.16,325.16,325.16,"C0004D-40R-2 W, 24.0--26.0 cm",CKY000000000000914900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T10:18:37Z,NULL,182,glass beaker,6.113,2.799,13.146,6.241867,7.033,182,glass beaker,6.113,2.799,11.738,4.84,5.625,1.459067,1.42487,2.017997,3.442867,2.041,0.0510674,0.02300333,5.573933,0.2074602,0.2617662,2.042774,1.61898,2.762112,0.4138616,0.7060816,david_goldsby316,2008-01-03T03:22:58Z
"C0004D-41R-1, 20.0 cm",NULL,328.2,328.2,328.2,328.2,"C0004D-41R-1, 21.5 cm",NULL,328.215,328.215,328.215,328.215,"C0004D-41R-1 W, 20.0--21.5 cm",CKY000000000000914300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T09:09:01Z,NULL,107,glass beaker,6.084,2.677,12.278,5.851407,6.194,107,glass beaker,6.084,2.677,10.994,4.573,4.91,1.33057,1.299385,1.875023,3.174407,1.896,0.04656998,0.02097747,4.86343,0.214816,0.2735868,1.95123,1.532075,2.593798,0.4093314,0.6929968,david_goldsby316,2008-01-03T03:21:52Z
"C0004D-41R-1, 110.0 cm",NULL,329.1,329.1,329.1,329.1,"C0004D-41R-1, 112.0 cm",NULL,329.12,329.12,329.12,329.12,"C0004D-41R-1 W, 110.0--112.0 cm",CKY000000000000914400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T09:09:02Z,NULL,179,glass beaker,6.039,2.697,10.941,5.278878,4.902,179,glass beaker,6.039,2.697,9.765,4.108,3.726,1.218653,1.190091,1.391787,2.581878,1.411,0.04265288,0.01921301,3.683347,0.2486032,0.3308548,1.898618,1.426616,2.646488,0.46094,0.855081,david_goldsby316,2008-01-03T03:21:53Z
"C0004D-41R-2, 20.0 cm",NULL,329.6,329.6,329.6,329.6,"C0004D-41R-2, 21.5 cm",NULL,329.615,329.615,329.615,329.615,"C0004D-41R-2 WR, 20.0--21.5 cm",CKY000000000000863600,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T06:58:40Z,NULL,20,glass cell,4.62,2.048,14.427,7.7173,9.807,20,glass cell,4.62,2.048,11.295,4.599,6.675,3.2456,3.1695,2.4998,5.6693,2.551,0.1136,0.0512,6.5614,0.3309,0.4947,1.7298,1.1574,2.6248,0.5591,1.2679,fujikit,2010-08-10T11:47:43Z
"C0004D-41R-3, 38.0 cm",NULL,329.995,329.995,329.995,329.995,"C0004D-41R-3, 40.0 cm",NULL,330.015,330.015,330.015,330.015,"C0004D-41R-3 W, 38.0--40.0 cm",CKY000000000000914500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T09:11:46Z,NULL,153,glass beaker,6.069,2.733,12.437,6.009601,6.368,153,glass beaker,6.069,2.733,10.968,4.547,4.899,1.52228,1.486601,1.79,3.276601,1.814,0.05327983,0.02399992,4.84572,0.2390515,0.3141493,1.943477,1.478886,2.707106,0.4537022,0.8305035,david_goldsby316,2008-01-03T03:21:53Z
"C0004D-42R-1, 25.0 cm",NULL,332.75,332.75,332.75,332.75,"C0004D-42R-1, 27.0 cm",NULL,332.77,332.77,332.77,332.77,"C0004D-42R-1 W, 25.0--27.0 cm",CKY000000000000878600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:40Z,NULL,27,glass cell,4.648,2.08,10.824,5.401996,6.176,27,glass cell,4.648,2.08,9.216,3.801,4.568,1.666321,1.627267,1.694729,3.321996,1.721,0.05832129,0.02627085,4.509679,0.2698059,0.3694989,1.859123,1.357521,2.661003,0.4898461,0.9601928,tsutsumi316,2007-12-27T01:55:55Z
"C0004D-42R-2, 24.0 cm",NULL,334.14,334.14,334.14,334.14,"C0004D-42R-2, 26.0 cm",NULL,334.16,334.16,334.16,334.16,"C0004D-42R-2 W, 24.0--26.0 cm",CKY000000000000878700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:40Z,NULL,190,glass beaker,6.064,2.72,12.227,5.858067,6.163,190,glass beaker,6.064,2.72,10.865,4.502,4.801,1.411399,1.378319,1.759748,3.138067,1.782,0.049399,0.0222518,4.751601,0.2290117,0.2970365,1.963948,1.514181,2.70016,0.4392255,0.783248,tsutsumi316,2007-12-27T01:55:55Z
"C0004D-42R-3, 23.0 cm",NULL,335.135,335.135,335.135,335.135,"C0004D-42R-3, 25.0 cm",NULL,335.155,335.155,335.155,335.155,"C0004D-42R-3 W, 23.0--25.0 cm",CKY000000000000878800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:41Z,NULL,3,glass cell,4.512,2.03,9.894,5.213417,5.382,3,glass cell,4.512,2.03,8.153,3.48,3.641,1.804145,1.76186,1.421556,3.183417,1.45,0.06314513,0.02844375,3.577855,0.3352183,0.5042533,1.690636,1.123904,2.516858,0.5534495,1.239388,tsutsumi316,2007-12-27T01:55:56Z
"C0004D-42R-4, 24.0 cm",NULL,335.925,335.925,335.925,335.925,"C0004D-42R-4, 26.0 cm",NULL,335.945,335.945,335.945,335.945,"C0004D-42R-4 W, 24.0--26.0 cm",CKY000000000000878900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:41Z,NULL,143,glass beaker,5.963,2.679,10.686,5.220499,4.723,143,glass beaker,5.963,2.679,9.423,3.963,3.46,1.308808,1.278133,1.263366,2.541499,1.284,0.04580833,0.02063438,3.414192,0.2771138,0.3833435,1.858352,1.343377,2.702457,0.5029053,1.011689,tsutsumi316,2007-12-27T01:55:56Z
"C0004D-42R-5, 22.0 cm",NULL,336.165,336.165,336.165,336.165,"C0004D-42R-5, 24.0 cm",NULL,336.185,336.185,336.185,336.185,"C0004D-42R-5 W, 22.0--24.0 cm",CKY000000000000879000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:41Z,NULL,23,glass cell,4.622,2.06,10.034,4.962085,5.412,23,glass cell,4.622,2.06,8.676,3.61,4.054,1.407254,1.374271,1.527814,2.902085,1.55,0.04925392,0.02218645,4.004746,0.2600248,0.3513966,1.864866,1.379955,2.621227,0.4735462,0.899502,tsutsumi316,2007-12-27T01:55:56Z
"C0004D-43R-1, 25.0 cm",NULL,337.25,337.25,337.25,337.25,"C0004D-43R-1, 27.0 cm",NULL,337.27,337.27,337.27,337.27,"C0004D-43R-1 W, 25.0--27.0 cm",CKY000000000000879100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:42Z,NULL,206,glass beaker,6.02,2.646,11.256,5.542976,5.236,206,glass beaker,6.02,2.646,9.873,4.166,3.853,1.433161,1.399571,1.497405,2.896976,1.52,0.05016066,0.02259489,3.802839,0.2737129,0.3768659,1.807402,1.312693,2.53962,0.4831144,0.9346642,tsutsumi316,2007-12-27T01:55:57Z
"C0004D-43R-1, 99.0 cm",NULL,337.99,337.99,337.99,337.99,"C0004D-43R-1, 100.0 cm",NULL,338,338,338,338,"C0004D-43R-1 W, 99.0--100.0 cm",CKY000000000000879200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:42Z,NULL,156,glass beaker,5.934,2.659,10.611,5.099912,4.677,156,glass beaker,5.934,2.659,9.443,3.937,3.509,1.210363,1.181995,1.258918,2.440912,1.278,0.04236273,0.01908231,3.466637,0.2587904,0.3491461,1.916087,1.420222,2.753665,0.484243,0.9388976,tsutsumi316,2007-12-27T01:55:57Z
"C0004D-43R-2, 23.0 cm",NULL,338.64,338.64,338.64,338.64,"C0004D-43R-2, 25.0 cm",NULL,338.66,338.66,338.66,338.66,"C0004D-43R-2 W, 23.0--25.0 cm",CKY000000000000879300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:43Z,NULL,15,glass cell,4.558,2.072,10.575,5.251992,6.017,15,glass cell,4.558,2.072,8.966,3.65,4.408,1.667358,1.628279,1.551713,3.179992,1.578,0.05835756,0.02628719,4.349642,0.2771078,0.3833321,1.892143,1.367816,2.803123,0.5120387,1.049343,tsutsumi316,2007-12-27T01:55:57Z
"C0004D-43R-3, 22.9 cm",NULL,339.644,339.644,339.644,339.644,"C0004D-43R-3, 25.0 cm",NULL,339.665,339.665,339.665,339.665,"C0004D-43R-3 W, 22.9--25.0 cm",CKY000000000000879400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-25T22:47:43Z,NULL,180,glass beaker,6.067,2.748,11.788,5.653377,5.721,180,glass beaker,6.067,2.748,10.497,4.368,4.43,1.337824,1.306469,1.598908,2.905377,1.62,0.04682387,0.02109183,4.383176,0.2338444,0.3052179,1.969108,1.508643,2.741356,0.4496727,0.8171004,tsutsumi316,2007-12-27T22:27:33Z
"C0004D-44R-1, 23.0 cm",NULL,341.73,341.73,341.73,341.73,"C0004D-44R-1, 25.0 cm",NULL,341.75,341.75,341.75,341.75,"C0004D-44R-1 W, 23.0--25.0 cm",CKY000000000000923100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:27Z,NULL,26,glass cell,4.589,2.068,10.627,5.314157,6.038,26,glass cell,4.589,2.068,9.056,3.75,4.467,1.627979,1.589823,1.656334,3.246157,1.682,0.05697932,0.02566636,4.41002,0.2696223,0.3691546,1.860045,1.358536,2.662519,0.4897556,0.9598449,tsutsumi316,2007-12-27T22:27:34Z
"C0004D-44R-1, 100.0 cm",NULL,342.5,342.5,342.5,342.5,"C0004D-44R-1, 102.0 cm",NULL,342.52,342.52,342.52,342.52,"C0004D-44R-1 W, 100.0--102.0 cm",CKY000000000000923200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:27Z,NULL,186,glass beaker,5.941,2.659,11.333,5.503176,5.392,186,glass beaker,5.941,2.659,9.996,4.172,4.055,1.385492,1.35302,1.491157,2.844176,1.513,0.04849227,0.02184336,4.006508,0.2569533,0.3458105,1.895804,1.408671,2.686846,0.4757158,0.9073626,tsutsumi316,2007-12-27T22:27:35Z
"C0004D-44R-2, 19.0 cm",NULL,343.085,343.085,343.085,343.085,"C0004D-44R-2, 21.0 cm",NULL,343.105,343.105,343.105,343.105,"C0004D-44R-2 W, 19.0--21.0 cm",CKY000000000000923300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:27Z,NULL,8,glass cell,4.56,2.079,10.022,4.915255,5.462,8,glass cell,4.56,2.079,8.703,3.602,4.143,1.366839,1.334804,1.501451,2.836255,1.523,0.04783942,0.02154929,4.095161,0.2502452,0.3337694,1.925779,1.443862,2.727469,0.4706221,0.8890096,tsutsumi316,2007-12-27T22:27:35Z
"C0004D-44R-2, 71.0 cm",NULL,343.605,343.605,343.605,343.605,"C0004D-44R-2, 72.5 cm",NULL,343.62,343.62,343.62,343.62,"C0004D-44R-2 WR, 71.0--72.5 cm",CKY000000000000871200,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T13:39:20Z,NULL,198,glass beaker,6.067,2.732,11.403,5.490442,5.336,198,glass beaker,6.067,2.732,10.127,4.22,4.06,1.32228,1.291289,1.467153,2.758442,1.488,0.04627983,0.02084677,4.01372,0.2478036,0.32944,1.934425,1.455068,2.73572,0.4681225,0.8801322,david_goldsby316,2007-12-28T11:35:36Z
"C0004D-44R-2, 99.0 cm",NULL,343.885,343.885,343.885,343.885,"C0004D-44R-2, 100.0 cm",NULL,343.895,343.895,343.895,343.895,"C0004D-44R-2 W, 99.0--100.0 cm",CKY000000000000923400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:28Z,NULL,152,glass beaker,6.064,2.776,11.331,5.592671,5.267,152,glass beaker,6.064,2.776,9.878,4.146,3.814,1.5057,1.47041,1.346261,2.816671,1.37,0.05269952,0.02373852,3.7613,0.2858742,0.4003136,1.869938,1.335371,2.793885,0.5220381,1.092217,tsutsumi316,2007-12-27T22:27:35Z
"C0004D-44R-3, 0.0 cm",NULL,344.09,344.09,344.09,344.09,"C0004D-44R-3, 21.5 cm",NULL,344.305,344.305,344.305,344.305,"C0004D-44R-3 WR, 0.0--21.5 cm",CKY000000000000867500,316HIRO,87IODP,100,inagaki316,subsampled from IW residue,CKY,2007-12-25T08:51:20Z,NULL,21,glass cell,4.561,2.041,10.046,4.842285,5.485,21,glass cell,4.561,2.041,8.734,3.536,4.173,1.359586,1.32772,1.473565,2.801285,1.495,0.04758553,0.02143492,4.125415,0.2478734,0.3295634,1.95803,1.472686,2.799615,0.4739682,0.9010258,david_goldsby316,2008-01-03T03:57:03Z
"C0004D-44R-3, 0.0 cm",NULL,344.09,344.09,344.09,344.09,"C0004D-44R-3, 1.5 cm",NULL,344.105,344.105,344.105,344.105,"C0004D-44R-3 WR, 0.0--1.5 cm",CKY000000000000862800,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T06:39:56Z,NULL,120,glass beaker,6.112,2.707,11.027,5.2351,4.915,120,glass beaker,6.112,2.707,9.902,4.115,3.79,1.165803,1.13848,1.38962,2.5281,1.408,0.04080314,0.01837979,3.749197,0.2371929,0.3109474,1.944148,1.48301,2.698001,0.4503302,0.8192739,david_goldsby316,2007-12-28T11:48:56Z
"C0004D-44R-4, 30.0 cm",NULL,344.605,344.605,344.605,344.605,"C0004D-44R-4, 31.0 cm",NULL,344.615,344.615,344.615,344.615,"C0004D-44R-4 W, 30.0--31.0 cm",CKY000000000000923500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:28Z,NULL,188,glass beaker,6.014,2.74,10.656,5.105283,4.642,188,glass beaker,6.014,2.74,9.573,4.027,3.559,1.12228,1.095976,1.269306,2.365283,1.287,0.03927982,0.01769361,3.51972,0.2417664,0.3188548,1.962556,1.488076,2.772948,0.4633595,0.8634451,tsutsumi316,2007-12-27T22:27:36Z
"C0004D-45R-1, 21.0 cm",NULL,346.21,346.21,346.21,346.21,"C0004D-45R-1, 23.0 cm",NULL,346.23,346.23,346.23,346.23,"C0004D-45R-1 W, 21.0--23.0 cm",CKY000000000000923600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:29Z,NULL,193,glass beaker,6.048,2.69,12.132,5.981667,6.084,193,glass beaker,6.048,2.69,10.678,4.534,4.63,1.506736,1.471422,1.820245,3.291667,1.844,0.05273579,0.02375486,4.577264,0.2476554,0.3291782,1.848304,1.390561,2.514642,0.4470141,0.8083645,tsutsumi316,2007-12-27T22:27:36Z
"C0004D-45R-2, 23.0 cm",NULL,347.64,347.64,347.64,347.64,"C0004D-45R-2, 25.0 cm",NULL,347.66,347.66,347.66,347.66,"C0004D-45R-2 W, 23.0--25.0 cm",CKY000000000000923700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:29Z,NULL,176,glass beaker,5.97,2.665,11.338,5.445721,5.368,176,glass beaker,5.97,2.665,10.126,4.239,4.156,1.255959,1.226522,1.554199,2.780721,1.574,0.04395858,0.01980116,4.112042,0.2339714,0.3054343,1.930435,1.478768,2.645763,0.4410806,0.7891667,tsutsumi316,2007-12-27T22:27:37Z
"C0004D-46R-1, 19.0 cm",NULL,350.69,350.69,350.69,350.69,"C0004D-46R-1, 20.0 cm",NULL,350.7,350.7,350.7,350.7,"C0004D-46R-1 W, 19.0--20.0 cm",CKY000000000000923800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:29Z,NULL,146,glass beaker,6.07,2.781,11.73,5.62839,5.66,146,glass beaker,6.07,2.781,10.442,4.346,4.372,1.334715,1.303433,1.543957,2.84739,1.565,0.04671506,0.02104282,4.325285,0.2358154,0.3085843,1.987785,1.519035,2.801428,0.457764,0.8442155,tsutsumi316,2007-12-27T22:27:37Z
"C0004D-46R-1, 103.0 cm",NULL,351.53,351.53,351.53,351.53,"C0004D-46R-1, 105.0 cm",NULL,351.55,351.55,351.55,351.55,"C0004D-46R-1 W, 103.0--105.0 cm",CKY000000000000923900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:30Z,NULL,162,glass beaker,5.999,2.708,11.425,5.648536,5.426,162,glass beaker,5.999,2.708,9.941,4.171,3.942,1.537824,1.501781,1.438755,2.940536,1.463,0.05382388,0.02424499,3.888176,0.2834176,0.3955129,1.845242,1.322268,2.702459,0.5107168,1.043806,tsutsumi316,2007-12-27T22:27:37Z
"C0004D-46R-2, 28.5 cm",NULL,352.195,352.195,352.195,352.195,"C0004D-46R-2, 30.0 cm",NULL,352.21,352.21,352.21,352.21,"C0004D-46R-2 WR, 28.5--30.0 cm",CKY000000000000862200,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T06:20:20Z,NULL,148,glass beaker,6.08,2.753,11.546,5.53849,5.466,148,glass beaker,6.08,2.753,10.281,4.279,4.201,1.310881,1.280157,1.505333,2.78549,1.526,0.04588086,0.02066706,4.155119,0.2398245,0.3154857,1.962312,1.491701,2.760266,0.4595806,0.8504145,david_goldsby316,2007-12-28T11:48:56Z
"C0004D-47R-1, 21.0 cm",NULL,355.21,355.21,355.21,355.21,"C0004D-47R-1, 23.0 cm",NULL,355.23,355.23,355.23,355.23,"C0004D-47R-1 W, 21.0--23.0 cm",CKY000000000000885800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T03:53:08Z,NULL,11,glass cell,4.56,2.025,11.047,5.476048,6.487,11,glass cell,4.56,2.025,9.451,3.887,4.891,1.653886,1.615123,1.835925,3.451048,1.862,0.05788606,0.0260748,4.833114,0.2549539,0.3421989,1.879719,1.400477,2.632522,0.4680094,0.8797325,david_goldsby316,2007-12-28T11:42:28Z
"C0004D-47R-1, 100.0 cm",NULL,356,356,356,356,"C0004D-47R-1, 102.0 cm",NULL,356.02,356.02,356.02,356.02,"C0004D-47R-1 W, 100.0--102.0 cm",CKY000000000000885900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T03:53:08Z,NULL,184,glass beaker,6.06,2.729,11.344,5.577993,5.284,184,glass beaker,6.06,2.729,9.965,4.205,3.905,1.429016,1.395523,1.45347,2.848993,1.476,0.05001558,0.02252954,3.854984,0.270442,0.370693,1.85469,1.353104,2.652262,0.4898302,0.9601316,david_goldsby316,2007-12-28T11:42:28Z
"C0004D-47R-2, 21.0 cm",NULL,356.622,356.622,356.622,356.622,"C0004D-47R-2, 23.0 cm",NULL,356.642,356.642,356.642,356.642,"C0004D-47R-2 W, 21.0--23.0 cm",CKY000000000000886000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T03:53:09Z,NULL,124,glass beaker,5.982,2.656,11.816,5.833558,5.834,124,glass beaker,5.982,2.656,10.337,4.361,4.355,1.532643,1.496721,1.680837,3.177558,1.705,0.05364253,0.0241633,4.301358,0.2627087,0.356316,1.836001,1.353668,2.559057,0.4710288,0.890462,david_goldsby316,2007-12-28T11:42:28Z
"C0004D-47R-2, 100.0 cm",NULL,357.412,357.412,357.412,357.412,"C0004D-47R-2, 102.0 cm",NULL,357.432,357.432,357.432,357.432,"C0004D-47R-2 W, 100.0--102.0 cm",CKY000000000000886100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T03:53:09Z,NULL,133,glass beaker,6.022,2.692,11.782,5.741641,5.76,133,glass beaker,6.022,2.692,10.322,4.288,4.3,1.512953,1.477493,1.572147,3.049641,1.596,0.05295341,0.02385289,4.247047,0.2626655,0.3562366,1.888747,1.392638,2.701431,0.4844812,0.9397934,david_goldsby316,2007-12-28T11:42:29Z
