Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0008A-3H-9, 22.0 cm",NULL,22.652,23.435,22.652,23.435,"C0008A-3H-9, 24.0 cm",NULL,22.67,23.455,22.67,23.455,"C0008A-3H-9 W, 22.0--24.0 cm",CKY000000000001627100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:15Z,NULL,26,glass cell,4.589,2.068,12.972,7.104632,8.383,26,glass cell,4.589,2.068,9.903,4.049,5.314,3.180311,3.105772,1.93086,5.036632,1.981,0.111311,0.05014007,5.202689,0.3793762,0.6112822,1.664406,1.03297,2.694493,0.6166367,1.608492,tsutsumi316,2008-01-31T16:49:24Z
"C0008A-3H-9, 99.0 cm",NULL,23.346,24.205,23.346,24.205,"C0008A-3H-9, 101.0 cm",NULL,23.364,24.225,23.364,24.225,"C0008A-3H-9 W, 99.0--101.0 cm",CKY000000000001627200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:15Z,NULL,118,glass beaker,5.99,2.716,14.08,7.50566,8.09,118,glass beaker,5.99,2.716,11.247,4.685,5.257,2.935751,2.866945,1.922716,4.78966,1.969,0.1027514,0.0462844,5.154249,0.3628864,0.5695789,1.689055,1.07612,2.680713,0.5985695,1.491091,tsutsumi316,2008-01-31T16:49:25Z
"C0008A-3H-10, 23.0 cm",NULL,23.743,24.645,23.743,24.645,"C0008A-3H-10, 25.0 cm",NULL,23.761,24.665,23.761,24.665,"C0008A-3H-10 W, 23.0--25.0 cm",CKY000000000001627300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:16Z,NULL,156,glass beaker,5.934,2.659,15.477,8.200992,9.543,156,glass beaker,5.934,2.659,12.261,4.999,6.327,3.332643,3.254534,2.287458,5.541992,2.34,0.1166426,0.0525417,6.210357,0.3492238,0.5366265,1.721944,1.1206,2.71496,0.5872498,1.422773,tsutsumi316,2008-01-31T16:49:25Z
"C0008A-3H-10, 92.0 cm",NULL,24.365,25.335,24.365,25.335,"C0008A-3H-10, 94.0 cm",NULL,24.383,25.355,24.383,25.355,"C0008A-3H-10 W, 92.0--94.0 cm",CKY000000000001627400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:16Z,NULL,187,glass beaker,6.12,2.752,14.331,7.475126,8.211,187,glass beaker,6.12,2.752,11.605,4.761,5.485,2.824871,2.758663,1.964464,4.723126,2.009,0.09887054,0.04453628,5.38613,0.3440349,0.5244713,1.738467,1.140374,2.741781,0.5840755,1.404283,tsutsumi316,2008-01-31T16:49:25Z
"C0008A-3H-10, 98.5 cm",NULL,24.423,25.4,24.423,25.4,"C0008A-3H-10, 100.0 cm",NULL,24.437,25.415,24.437,25.415,"C0008A-3H-10 WR, 98.5--100.0 cm",CKY000000000001558400,PP,NULL,8,chesterf316,NULL,CKY,2008-01-27T12:45:32Z,NULL,141,glass beaker,6.013,2.714,13.352,6.913642,7.339,141,glass beaker,6.013,2.714,10.974,4.546,4.961,2.464249,2.406493,1.793149,4.199642,1.832,0.08624877,0.0388508,4.874751,0.3357745,0.5055127,1.74753,1.160754,2.718542,0.5730233,1.342048,tsutsumi316,2008-01-31T16:49:28Z
"C0008A-4H-1, 24.5 cm",NULL,25.215,25.245,25.215,25.245,"C0008A-4H-1, 26.5 cm",NULL,25.233,25.265,25.233,25.265,"C0008A-4H-1 W, 24.5--26.5 cm",CKY000000000001627500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:16Z,NULL,9,glass cell,4.585,2.063,12.211,6.619061,7.626,9,glass cell,4.585,2.063,9.47,3.89,4.885,2.840415,2.773842,1.782219,4.556061,1.827,0.09941458,0.04478134,4.785585,0.3724645,0.5935355,1.673814,1.050378,2.685184,0.6088247,1.556398,tsutsumi316,2008-01-31T16:49:27Z
"C0008A-4H-1, 99.0 cm",NULL,25.869,25.99,25.869,25.99,"C0008A-4H-1, 101.0 cm",NULL,25.886,26.01,25.886,26.01,"C0008A-4H-1 W, 99.0--101.0 cm",CKY000000000001627600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:17Z,NULL,165,glass beaker,5.978,2.651,13.877,7.327274,7.899,165,glass beaker,5.978,2.651,11.185,4.647,5.207,2.789637,2.724255,1.952019,4.676274,1.996,0.09763738,0.0439808,5.109362,0.3531634,0.5459854,1.689165,1.092614,2.617476,0.5825696,1.395609,tsutsumi316,2008-01-31T16:49:28Z
"C0008A-4H-2, 23.5 cm",NULL,26.378,26.57,26.378,26.57,"C0008A-4H-2, 25.5 cm",NULL,26.395,26.59,26.395,26.59,"C0008A-4H-2 W, 23.5--25.5 cm",CKY000000000001627700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:17Z,NULL,16,glass cell,4.613,2.072,12.362,6.684096,7.749,16,glass cell,4.613,2.072,9.629,3.963,5.016,2.832124,2.765746,1.846349,4.612096,1.891,0.09912443,0.04465064,4.916876,0.3654826,0.5760008,1.680147,1.066083,2.663026,0.5996724,1.497954,tsutsumi316,2008-01-31T16:49:29Z
"C0008A-4H-2, 99.0 cm",NULL,27.04,27.325,27.04,27.325,"C0008A-4H-2, 101.0 cm",NULL,27.058,27.345,27.058,27.345,"C0008A-4H-2 W, 99.0--101.0 cm",CKY000000000001627800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:17Z,NULL,111,glass beaker,6.065,2.702,15.056,8.110996,8.991,111,glass beaker,6.065,2.702,11.841,4.91,5.776,3.331606,3.253522,2.155475,5.408996,2.208,0.1166063,0.05252536,5.659394,0.370549,0.5886861,1.662231,1.046293,2.62559,0.6015019,1.509422,tsutsumi316,2008-01-31T16:49:29Z
"C0008A-4H-3, 25.0 cm",NULL,27.541,27.895,27.541,27.895,"C0008A-4H-3, 27.0 cm",NULL,27.558,27.915,27.558,27.915,"C0008A-4H-3 W, 25.0--27.0 cm",CKY000000000001627900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:17Z,NULL,126,glass beaker,6.042,2.703,14.296,7.505725,8.254,126,glass beaker,6.042,2.703,11.478,4.7,5.436,2.920207,2.851765,1.950961,4.802725,1.997,0.1022073,0.04603934,5.333793,0.353793,0.5474917,1.718608,1.110576,2.733932,0.5937805,1.461723,tsutsumi316,2008-01-31T18:56:24Z
"C0008A-4H-3, 101.0 cm",NULL,28.208,28.655,28.208,28.655,"C0008A-4H-3, 103.0 cm",NULL,28.225,28.675,28.225,28.675,"C0008A-4H-3 W, 101.0--103.0 cm",CKY000000000001628000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:18Z,NULL,147,glass beaker,6.026,2.675,14.29,7.384296,8.264,147,glass beaker,6.026,2.675,11.603,4.709,5.577,2.784456,2.719195,1.990101,4.709296,2.034,0.09745603,0.04389911,5.479544,0.336938,0.5081547,1.754827,1.163559,2.7534,0.5774101,1.36636,tsutsumi316,2008-01-31T18:56:24Z
"C0008A-4H-4, 0.0 cm",NULL,28.668,29.18,28.668,29.18,"C0008A-4H-4, 1.5 cm",NULL,28.682,29.195,28.682,29.195,"C0008A-4H-4 WR, 0.0--1.5 cm",CKY000000000001534500,PP,NULL,8,arito316,NULL,CKY,2008-01-27T01:06:29Z,NULL,21,glass beaker,4.561,2.041,11.028,5.9541,6.467,21,glass beaker,4.561,2.041,8.527,3.464,3.966,2.5917,2.531,1.3821,3.9131,1.423,0.0907,0.0409,3.8753,0.4008,0.6688,1.6527,0.9903,2.8039,0.6468,1.8313,fujikit,2010-08-10T11:47:48Z
"C0008A-4H-5, 23.0 cm",NULL,29.072,29.64,29.072,29.64,"C0008A-4H-5, 25.0 cm",NULL,29.09,29.66,29.09,29.66,"C0008A-4H-5 W, 23.0--25.0 cm",CKY000000000001628100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:18Z,NULL,171,glass beaker,5.985,2.681,14.798,8.108907,8.813,171,glass beaker,5.985,2.681,11.333,4.659,5.348,3.590674,3.506517,1.92139,5.427907,1.978,0.1256737,0.05660976,5.222326,0.4074292,0.6875621,1.623646,0.9621252,2.717994,0.6460164,1.82499,tsutsumi316,2008-01-31T18:56:24Z
"C0008A-4H-5, 99.0 cm",NULL,29.739,30.4,29.739,30.4,"C0008A-4H-5, 101.0 cm",NULL,29.757,30.42,29.757,30.42,"C0008A-4H-5 W, 99.0--101.0 cm",CKY000000000001628200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:18Z,NULL,180,glass beaker,6.067,2.748,12.637,6.714888,6.57,180,glass beaker,6.067,2.748,10.086,4.175,4.019,2.643523,2.581566,1.385323,3.966888,1.427,0.09252339,0.0416772,3.926477,0.4023628,0.6732558,1.65621,0.9898127,2.834341,0.6507785,1.863512,tsutsumi316,2008-01-31T18:56:25Z
"C0008A-4H-6, 23.0 cm",NULL,30.081,30.79,30.081,30.79,"C0008A-4H-6, 25.0 cm",NULL,30.099,30.81,30.099,30.81,"C0008A-4H-6 W, 23.0--25.0 cm",CKY000000000001628300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:19Z,NULL,179,glass beaker,6.039,2.697,13.876,7.378434,7.837,179,glass beaker,6.039,2.697,10.991,4.506,4.952,2.989637,2.919568,1.761866,4.681434,1.809,0.1046374,0.04713396,4.847363,0.3814773,0.6167555,1.67406,1.035444,2.751266,0.6236482,1.657088,tsutsumi316,2008-01-31T18:56:25Z
"C0008A-4H-6, 32.5 cm",NULL,30.165,30.885,30.165,30.885,"C0008A-4H-6, 34.0 cm",NULL,30.178,30.9,30.178,30.9,"C0008A-4H-6 WR, 32.5--34.0 cm",CKY000000000001562800,PP,NULL,8,chesterf316,NULL,CKY,2008-01-27T15:01:42Z,NULL,176,glass beaker,5.97,2.665,13.071,6.971753,7.101,176,glass beaker,5.97,2.665,10.489,4.401,4.519,2.675648,2.612937,1.693816,4.306753,1.736,0.09364774,0.04218367,4.425352,0.3767987,0.604618,1.648806,1.027538,2.612652,0.6067069,1.542633,tsutsumi316,2008-01-31T16:49:26Z
"C0008A-4H-6, 99.0 cm",NULL,30.748,31.55,30.748,31.55,"C0008A-4H-6, 101.0 cm",NULL,30.766,31.57,30.766,31.57,"C0008A-4H-6 W, 99.0--101.0 cm",CKY000000000001628400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:19Z,NULL,168,glass beaker,6.088,2.784,13.969,7.502124,7.881,168,glass beaker,6.088,2.784,11.013,4.559,4.925,3.063213,2.991418,1.726706,4.718124,1.775,0.1072125,0.04829393,4.817788,0.3886832,0.6358131,1.670367,1.021123,2.790161,0.634027,1.732442,tsutsumi316,2008-01-31T18:56:25Z
"C0008A-4H-7, 23.0 cm",NULL,31.292,32.17,31.292,32.17,"C0008A-4H-7, 25.0 cm",NULL,31.31,32.19,31.31,32.19,"C0008A-4H-7 W, 23.0--25.0 cm",CKY000000000001628500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:19Z,NULL,200,glass beaker,6.013,2.72,14.016,7.620676,8.003,200,glass beaker,6.013,2.72,10.957,4.575,4.944,3.169948,3.095652,1.805023,4.900676,1.855,0.1109483,0.0499767,4.833052,0.396095,0.6558896,1.63304,0.9862011,2.677556,0.6316787,1.715021,tsutsumi316,2008-01-31T18:56:26Z
"C0008A-4H-7, 99.0 cm",NULL,31.959,32.93,31.959,32.93,"C0008A-4H-7, 101.0 cm",NULL,31.977,32.95,31.977,32.95,"C0008A-4H-7 W, 99.0--101.0 cm",CKY000000000001628600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:20Z,NULL,114,glass beaker,6.061,2.735,13.442,7.19783,7.381,114,glass beaker,6.061,2.735,10.648,4.416,4.587,2.895337,2.827477,1.635353,4.46283,1.681,0.1013369,0.04564724,4.485663,0.3922689,0.6454646,1.653883,1.005116,2.742933,0.6335615,1.728971,tsutsumi316,2008-01-31T18:56:26Z
"C0008A-4H-8, 23.0 cm",NULL,32.477,33.52,32.477,33.52,"C0008A-4H-8, 25.0 cm",NULL,32.495,33.54,32.495,33.54,"C0008A-4H-8 W, 23.0--25.0 cm",CKY000000000001628700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:20Z,NULL,162,glass beaker,5.999,2.708,14.9,7.935301,8.901,162,glass beaker,5.999,2.708,11.755,4.804,5.756,3.259067,3.182683,2.044618,5.227301,2.096,0.1140674,0.05138173,5.641932,0.3661462,0.5776509,1.702791,1.07932,2.759406,0.6088578,1.556615,tsutsumi316,2008-01-31T18:56:26Z
"C0008A-4H-8, 99.0 cm",NULL,33.144,34.28,33.144,34.28,"C0008A-4H-8, 101.0 cm",NULL,33.162,34.3,33.162,34.3,"C0008A-4H-8 W, 99.0--101.0 cm",CKY000000000001628800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:20Z,NULL,202,glass beaker,6.017,2.685,15.224,8.151709,9.207,202,glass beaker,6.017,2.685,11.943,4.885,5.926,3.4,3.320312,2.146396,5.466709,2.2,0.1190001,0.05360364,5.807,0.3692843,0.5855003,1.684194,1.062248,2.705465,0.6073695,1.546924,tsutsumi316,2008-01-31T18:56:27Z
"C0008A-4H-9, 19.0 cm",NULL,33.596,34.795,33.596,34.795,"C0008A-4H-9, 21.0 cm",NULL,33.614,34.815,33.614,34.815,"C0008A-4H-9 W, 19.0--21.0 cm",CKY000000000001628900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:20Z,NULL,112,glass beaker,6.02,2.652,15.232,8.037011,9.212,112,glass beaker,6.02,2.652,12.25,5.068,6.23,3.090156,3.01773,2.367281,5.385011,2.416,0.1081555,0.0487187,6.121844,0.3354489,0.5047752,1.710674,1.13683,2.586023,0.5603944,1.274766,tsutsumi316,2008-01-31T18:56:27Z
"C0008A-4H-9, 59.0 cm",NULL,33.947,35.195,33.947,35.195,"C0008A-4H-9, 60.5 cm",NULL,33.96,35.21,33.96,35.21,"C0008A-4H-9 WR, 59.0--60.5 cm",CKY000000000001563400,PP,NULL,8,chesterf316,NULL,CKY,2008-01-27T15:12:04Z,NULL,178,glass beaker,6.07,2.773,12.888,6.754673,6.818,178,glass beaker,6.07,2.773,10.517,4.394,4.447,2.456995,2.399409,1.582264,3.981673,1.621,0.08599489,0.03873643,4.361005,0.3603689,0.5634011,1.712346,1.09527,2.756181,0.6026133,1.516441,tsutsumi316,2008-01-31T16:49:26Z
"C0008A-4H-CC, 2.0 cm",NULL,34.175,35.455,34.175,35.455,"C0008A-4H-CC, 4.0 cm",NULL,34.193,35.475,34.193,35.475,"C0008A-4H-CC W, 2.0--4.0 cm",CKY000000000001629000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:21Z,NULL,188,glass beaker,6.014,2.74,14.215,7.453109,8.201,188,glass beaker,6.014,2.74,11.485,4.735,5.471,2.829016,2.76271,1.950398,4.713109,1.995,0.09901562,0.04460163,5.371984,0.3449598,0.5266239,1.74004,1.139796,2.754301,0.5861758,1.416485,tsutsumi316,2008-01-31T18:56:27Z
"C0008A-5H-1, 23.0 cm",NULL,34.707,34.73,34.707,34.73,"C0008A-5H-1, 25.0 cm",NULL,34.725,34.75,34.725,34.75,"C0008A-5H-1 W, 23.0--25.0 cm",CKY000000000001629100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:21Z,NULL,135,glass beaker,6.058,2.7,14.27,7.62712,8.212,135,glass beaker,6.058,2.7,11.313,4.683,5.255,3.064249,2.99243,1.93469,4.92712,1.983,0.1072488,0.04831026,5.147751,0.3731428,0.5952597,1.666694,1.044779,2.660763,0.6073386,1.546724,tsutsumi316,2008-01-31T18:56:28Z
"C0008A-5H-2, 23.0 cm",NULL,35.896,36.055,35.896,36.055,"C0008A-5H-2, 25.0 cm",NULL,35.914,36.075,35.914,36.075,"C0008A-5H-2 W, 23.0--25.0 cm",CKY000000000001629200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:22Z,NULL,107,glass beaker,6.084,2.677,13.735,7.246096,7.651,107,glass beaker,6.084,2.677,11.002,4.525,4.918,2.832124,2.765746,1.803349,4.569096,1.848,0.09912443,0.04465064,4.818875,0.370164,0.5877148,1.674511,1.054667,2.672181,0.6053159,1.533672,tsutsumi316,2008-01-31T18:56:28Z
"C0008A-5H-2, 99.5 cm",NULL,36.583,36.82,36.583,36.82,"C0008A-5H-2, 101.5 cm",NULL,36.601,36.84,36.601,36.84,"C0008A-5H-2 W, 99.5--101.5 cm",CKY000000000001629300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:22Z,NULL,184,glass beaker,6.06,2.729,13.92,7.197749,7.86,184,glass beaker,6.06,2.729,11.337,4.626,5.277,2.676684,2.613949,1.8548,4.468749,1.897,0.09368401,0.0422,5.183316,0.340545,0.5164038,1.758881,1.159903,2.794542,0.5849398,1.409289,tsutsumi316,2008-01-31T18:56:29Z
"C0008A-5H-3, 22.5 cm",NULL,37.153,37.455,37.153,37.455,"C0008A-5H-3, 24.5 cm",NULL,37.171,37.475,37.171,37.475,"C0008A-5H-3 W, 22.5--24.5 cm",CKY000000000001629400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:22Z,NULL,205,glass beaker,6.087,2.728,14.18,7.620536,8.093,205,glass beaker,6.087,2.728,11.089,4.543,5.002,3.203109,3.128036,1.7645,4.892536,1.815,0.1121089,0.0504995,4.889891,0.3957876,0.6550471,1.654152,0.9994593,2.771261,0.6393485,1.77276,tsutsumi316,2008-01-31T18:56:29Z
"C0008A-5H-3, 93.0 cm",NULL,37.786,38.16,37.786,38.16,"C0008A-5H-3, 95.0 cm",NULL,37.804,38.18,37.804,38.18,"C0008A-5H-3 W, 93.0--95.0 cm",CKY000000000001629500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:22Z,NULL,132,glass beaker,6.078,2.705,13.372,7.085945,7.294,132,glass beaker,6.078,2.705,10.834,4.559,4.756,2.630052,2.56841,1.812535,4.380945,1.854,0.09205188,0.04146481,4.663948,0.3605774,0.5639111,1.664938,1.064599,2.573163,0.5862685,1.417026,tsutsumi316,2008-01-31T18:56:29Z
"C0008A-5H-4, 0.0 cm",NULL,38.289,38.72,38.289,38.72,"C0008A-5H-4, 1.5 cm",NULL,38.303,38.735,38.303,38.735,"C0008A-5H-4 WR, 0.0--1.5 cm",CKY000000000001536900,PP,NULL,8,arito316,NULL,CKY,2008-01-27T03:04:47Z,NULL,127,glass beaker,5.997,2.7,12.5993,6.6182,6.6023,127,glass beaker,5.997,2.7,10.2528,4.2819,4.2558,2.4316,2.3746,1.5436,3.9182,1.5819,0.0851,0.0383,4.1707,0.3683,0.583,1.685,1.0644,2.7019,0.606,1.5384,fujikit,2010-08-10T11:47:48Z
"C0008A-5H-5, 25.0 cm",NULL,38.707,39.185,38.707,39.185,"C0008A-5H-5, 27.0 cm",NULL,38.725,39.205,38.725,39.205,"C0008A-5H-5 W, 25.0--27.0 cm",CKY000000000001629600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:23Z,NULL,116,glass beaker,6.065,2.703,12.935,6.911828,6.87,116,glass beaker,6.065,2.703,10.37,4.358,4.305,2.658031,2.595733,1.613094,4.208828,1.655,0.09303116,0.04190593,4.211969,0.3869041,0.6310662,1.632284,1.000746,2.611112,0.6167355,1.609164,tsutsumi316,2008-01-31T18:56:30Z
"C0008A-5H-5, 103.0 cm",NULL,39.407,39.965,39.407,39.965,"C0008A-5H-5, 105.0 cm",NULL,39.425,39.985,39.425,39.985,"C0008A-5H-5 W, 103.0--105.0 cm",CKY000000000001629700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:23Z,NULL,198,glass beaker,6.067,2.732,13.216,7.045104,7.149,198,glass beaker,6.067,2.732,10.485,4.326,4.418,2.830052,2.763722,1.549382,4.313104,1.594,0.09905189,0.04461797,4.318948,0.3958668,0.6552641,1.657507,1.001355,2.78753,0.6407734,1.783758,tsutsumi316,2008-01-31T18:56:30Z
"C0008A-5H-6, 72.0 cm",NULL,40.117,40.755,40.117,40.755,"C0008A-5H-6, 73.5 cm",NULL,40.13,40.77,40.13,40.77,"C0008A-5H-6 WR, 72.0--73.5 cm",CKY000000000001575100,PP,NULL,8,arito316,NULL,CKY,2008-01-27T20:12:28Z,NULL,139,glass beaker,6.097,2.688,12.639,6.733159,6.542,139,glass beaker,6.097,2.688,10.15,4.255,4.053,2.579275,2.518823,1.526336,4.045159,1.567,0.09027468,0.04066427,3.962725,0.3942639,0.6508841,1.617242,0.9796217,2.596234,0.6226759,1.650242,tsutsumi316,2008-01-31T19:26:00Z
"C0008A-5H-6, 99.5 cm",NULL,40.363,41.03,40.363,41.03,"C0008A-5H-6, 101.5 cm",NULL,40.381,41.05,40.381,41.05,"C0008A-5H-6 W, 99.5--101.5 cm",CKY000000000001629800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:23Z,NULL,131,glass beaker,6.067,2.717,13.619,7.34422,7.552,131,glass beaker,6.067,2.717,10.685,4.423,4.618,3.040415,2.969155,1.658066,4.62722,1.706,0.1064146,0.0479345,4.511585,0.4025973,0.6739127,1.632081,0.9750099,2.720994,0.6416714,1.790734,tsutsumi316,2008-01-31T19:08:54Z
"C0008A-5H-7, 23.0 cm",NULL,40.875,41.6,40.875,41.6,"C0008A-5H-7, 25.0 cm",NULL,40.893,41.62,40.893,41.62,"C0008A-5H-7 W, 23.0--25.0 cm",CKY000000000001629900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:24Z,NULL,159,glass beaker,6.088,2.772,13.26,7.055588,7.172,159,glass beaker,6.088,2.772,10.64,4.447,4.552,2.715026,2.651392,1.632196,4.283588,1.675,0.09502598,0.0428045,4.456974,0.3785591,0.6091635,1.674297,1.040477,2.730662,0.6189653,1.624433,tsutsumi316,2008-01-31T19:08:54Z
"C0008A-5H-7, 99.0 cm",NULL,41.558,42.36,41.558,42.36,"C0008A-5H-7, 101.0 cm",NULL,41.576,42.38,41.576,42.38,"C0008A-5H-7 W, 99.0--101.0 cm",CKY000000000001630000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:24Z,NULL,154,glass beaker,6.043,2.67,14.553,7.710098,8.51,154,glass beaker,6.043,2.67,11.591,4.761,5.548,3.06943,2.99749,2.042608,5.040098,2.091,0.1074301,0.04839195,5.44057,0.3606851,0.5641744,1.688459,1.079457,2.663541,0.5947285,1.467482,tsutsumi316,2008-01-31T19:08:55Z
"C0008A-5H-8, 23.5 cm",NULL,42.061,42.92,42.061,42.92,"C0008A-5H-8, 25.5 cm",NULL,42.079,42.94,42.079,42.94,"C0008A-5H-8 W, 23.5--25.5 cm",CKY000000000001630100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:24Z,NULL,172,glass beaker,6.038,2.688,14.085,7.447595,8.047,172,glass beaker,6.038,2.688,11.237,4.612,5.199,2.951295,2.882124,1.877471,4.759595,1.924,0.1032954,0.04652947,5.095704,0.3667572,0.5791732,1.69069,1.070617,2.714133,0.6055398,1.53511,tsutsumi316,2008-01-31T19:08:55Z
"C0008A-5H-8, 100.0 cm",NULL,42.747,43.685,42.747,43.685,"C0008A-5H-8, 102.0 cm",NULL,42.765,43.705,42.765,43.705,"C0008A-5H-8 W, 100.0--102.0 cm",CKY000000000001630200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:25Z,NULL,146,glass beaker,6.07,2.781,13.137,6.796829,7.067,146,glass beaker,6.07,2.781,10.802,4.472,4.732,2.419689,2.362978,1.652852,4.015829,1.691,0.08468918,0.03814828,4.647311,0.3423927,0.5206644,1.759786,1.157248,2.811692,0.5884158,1.429637,tsutsumi316,2008-01-31T19:08:55Z
"C0008A-5H-9, 24.0 cm",NULL,43.241,44.235,43.241,44.235,"C0008A-5H-9, 26.0 cm",NULL,43.259,44.255,43.259,44.255,"C0008A-5H-9 W, 24.0--26.0 cm",CKY000000000001630300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:25Z,NULL,203,glass beaker,6.041,2.699,12.102,6.097234,6.061,203,glass beaker,6.041,2.699,10.319,4.322,4.278,1.847668,1.804364,1.59387,3.398234,1.623,0.06466844,0.02912993,4.213332,0.3048455,0.4385291,1.783574,1.239859,2.64346,0.530971,1.132064,tsutsumi316,2008-01-31T19:08:55Z
"C0008A-6H-1, 24.0 cm",NULL,44.21,44.24,44.21,44.24,"C0008A-6H-1, 26.0 cm",NULL,44.228,44.26,44.228,44.26,"C0008A-6H-1 W, 24.0--26.0 cm",CKY000000000001630400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:25Z,NULL,36,glass cell,4.536,2.006,12.855,6.710819,8.319,36,glass cell,4.536,2.006,10.288,4.155,5.752,2.660104,2.597757,2.107061,4.704819,2.149,0.0931037,0.0419386,5.658897,0.3197624,0.4700746,1.768187,1.202787,2.685682,0.5521482,1.232882,tsutsumi316,2008-01-31T19:08:56Z
"C0008A-6H-1, 101.0 cm",NULL,44.885,45.01,44.885,45.01,"C0008A-6H-1, 103.0 cm",NULL,44.903,45.03,44.903,45.03,"C0008A-6H-1 W, 101.0--103.0 cm",CKY000000000001630500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:26Z,NULL,33,glass cell,4.621,2.028,13.684,7.314011,9.063,33,glass cell,4.621,2.028,10.702,4.345,6.081,3.090156,3.01773,2.268281,5.286011,2.317,0.1081555,0.0487187,5.972845,0.3409639,0.5173675,1.714525,1.129934,2.633203,0.5708898,1.330404,tsutsumi316,2008-01-31T19:08:56Z
