Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0002P;2665.500,NULL,2665.5,NULL,NULL,2665.5,NULL,NULL,C0002P;2675.500,NULL,2675.5,NULL,NULL,2675.5,C0002P-391SMW W,CKY000000000006544700,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T22:50:51Z,NULL,18.8285,8.482,56.7489,37.9204,53.4751,21.3118,34.6466,3.3925,3.313,12.7758,16.0888,12.8298,0.1187,0.054,34.5279,0.0895,0.0983,2.3569,2.1461,2.7026,0.2059,0.2593,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2670.500,NULL,2670.5,NULL,NULL,2670.5,NULL,NULL,C0002P;2675.500,NULL,2675.5,NULL,NULL,2675.5,C0002P-213SMW W,CKY000000000006353800,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T11:23:49Z,NULL,19.3454,8.6707,47.6627,28.3173,41.2975,16.8123,21.9521,6.5961,6.4415,8.0366,14.4781,8.1416,0.2309,0.105,21.7212,0.2329,0.3037,1.9559,1.5003,2.7028,0.4449,0.8015,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2670.500,NULL,2670.5,NULL,NULL,2670.5,NULL,NULL,C0002P;2675.500,NULL,2675.5,NULL,NULL,2675.5,C0002P-213SMW W,CKY000000000006353900,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T11:23:49Z,NULL,18.7112,8.3779,46.7625,28.0513,41.309,16.8022,22.5978,5.6513,5.5188,8.3344,13.8532,8.4243,0.1978,0.0899,22.4,0.2015,0.2523,2.0249,1.617,2.6877,0.3984,0.6622,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2680.500,NULL,2680.5,NULL,NULL,2680.5,NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,C0002P-215SMW W,CKY000000000006356800,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-30T12:07:25Z,NULL,19.0435,8.5903,51.5833,32.5398,44.2586,17.9218,25.2151,7.5904,7.4125,9.2107,16.6232,9.3315,0.2657,0.1208,24.9494,0.2333,0.3042,1.9575,1.5009,2.7087,0.4459,0.8048,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2680.500,NULL,2680.5,NULL,NULL,2680.5,NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,C0002P-215SMW W,CKY000000000006357000,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-30T12:08:26Z,NULL,18.7918,8.5026,50.0315,31.2397,44.8925,18.1197,26.1007,5.3254,5.2006,9.5324,14.733,9.6171,0.1864,0.0847,25.9143,0.1705,0.2055,2.1204,1.7589,2.7185,0.353,0.5456,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2680.500,NULL,2680.5,NULL,NULL,2680.5,NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,C0002P-215SMW W,CKY000000000006380600,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:28:38Z,NULL,18.7966,8.451,51.5705,32.7739,49.1192,19.7026,30.3226,2.5402,2.4807,11.2112,13.6919,11.2516,0.0889,0.0404,30.2337,0.0775,0.084,2.3937,2.2081,2.6967,0.1812,0.2213,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-393SMW W,CKY000000000006544800,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-07T22:50:51Z,NULL,19.3328,8.7243,62.2394,42.9066,59.3206,23.4618,39.9878,3.0247,2.9538,14.6894,17.6432,14.7375,0.1059,0.0481,39.8819,0.0705,0.0758,2.4319,2.2605,2.715,0.1674,0.2011,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-393SMW W,CKY000000000006544900,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-07T22:50:51Z,NULL,18.7918,8.5026,60.3774,41.5856,57.507,22.7522,38.7152,2.9745,2.9048,14.2023,17.1071,14.2496,0.1041,0.0473,38.6111,0.0715,0.077,2.4309,2.257,2.7187,0.1698,0.2045,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-393SMW W,CKY000000000006545000,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T22:50:51Z,NULL,18.8707,8.5018,50.0858,31.2151,47.5913,19.1367,28.7206,2.585,2.5244,10.5938,13.1182,10.6349,0.0905,0.0411,28.6301,0.0828,0.0903,2.3795,2.1825,2.7025,0.1924,0.2383,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2690.500,NULL,2690.5,NULL,NULL,2690.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-217SMW W,CKY000000000006357100,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-30T12:45:19Z,NULL,19.0833,8.7067,45.1008,26.0175,38.9676,15.9558,19.8843,6.3556,6.2066,7.148,13.3546,7.2491,0.2224,0.1011,19.6619,0.2443,0.3232,1.9482,1.4723,2.7507,0.4648,0.8683,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2690.500,NULL,2690.5,NULL,NULL,2690.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-217SMW W,CKY000000000006357300,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-30T12:46:11Z,NULL,18.1338,8.1425,47.7771,29.6433,41.9384,17.0118,23.8046,6.0505,5.9087,8.773,14.6817,8.8693,0.2118,0.0963,23.5928,0.2041,0.2565,2.0191,1.607,2.6893,0.4025,0.6735,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2700.500,NULL,2700.5,NULL,NULL,2700.5,NULL,NULL,C0002P;2705.500,NULL,2705.5,NULL,NULL,2705.5,C0002P-219SMW W,CKY000000000006357500,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-30T13:23:35Z,NULL,18.8554,8.4495,47.9915,29.1361,40.6407,16.565,21.7853,7.6174,7.4389,7.9943,15.4332,8.1155,0.2666,0.1212,21.5187,0.2614,0.354,1.8879,1.3943,2.6918,0.482,0.9305,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2700.500,NULL,2700.5,NULL,NULL,2700.5,NULL,NULL,C0002P;2705.500,NULL,2705.5,NULL,NULL,2705.5,C0002P-219SMW W,CKY000000000006357700,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-30T13:24:22Z,NULL,19.0355,8.5682,49.9092,30.8737,43.9042,17.7731,24.8687,6.2228,6.077,9.1059,15.1829,9.2049,0.2178,0.099,24.6509,0.2016,0.2524,2.0335,1.6236,2.7071,0.4003,0.6674,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2710.500,NULL,2710.5,NULL,NULL,2710.5,NULL,NULL,C0002P;2715.500,NULL,2715.5,NULL,NULL,2715.5,C0002P-221SMW W,CKY000000000006359100,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-30T14:19:16Z,NULL,18.6027,8.3673,45.1871,26.5844,38.0987,15.5775,19.496,7.3455,7.1733,7.0933,14.2666,7.2102,0.2571,0.1169,19.2389,0.2763,0.3818,1.8634,1.3485,2.7123,0.5028,1.0113,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2710.500,NULL,2710.5,NULL,NULL,2710.5,NULL,NULL,C0002P;2715.500,NULL,2715.5,NULL,NULL,2715.5,C0002P-221SMW W,CKY000000000006359300,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-30T14:19:55Z,NULL,19.1293,8.6558,46.3366,27.2073,41.1801,16.7523,22.0508,5.3435,5.2183,8.0115,13.2298,8.0965,0.187,0.085,21.8638,0.1964,0.2444,2.0565,1.6526,2.7291,0.3944,0.6514,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2720.500,NULL,2720.5,NULL,NULL,2720.5,NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,C0002P-224SMW W,CKY000000000006360200,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T15:06:30Z,NULL,18.8241,8.493,43.6279,24.8038,37.1941,15.2524,18.37,6.6672,6.5109,6.6533,13.1642,6.7594,0.2334,0.1061,18.1366,0.2688,0.3676,1.8842,1.3777,2.726,0.4946,0.9786,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2720.500,NULL,2720.5,NULL,NULL,2720.5,NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,C0002P-224SMW W,CKY000000000006360300,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T15:06:30Z,NULL,18.9765,8.5534,44.8614,25.8849,39.7653,16.2197,20.7888,5.2809,5.1571,7.5823,12.7394,7.6663,0.1848,0.084,20.604,0.204,0.2563,2.0319,1.6173,2.7174,0.4048,0.6801,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2720.500,NULL,2720.5,NULL,NULL,2720.5,NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,C0002P-224SMW W,CKY000000000006429700,PP,NULL,30,henry348,>4mm handpicked (siltstone) shared w 348PHCT,CKY,2014-01-07T10:29:50Z,siltstone,19.0355,8.5682,40.689,21.6535,39.0325,15.8763,19.997,1.7166,1.6764,7.2808,8.9572,7.3081,0.0601,0.0273,19.9369,0.0793,0.0861,2.4174,2.2258,2.7383,0.1872,0.2302,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-399SMW W,CKY000000000006545100,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-07T22:50:51Z,NULL,18.291,8.2278,54.387,36.096,52.0317,20.747,33.7407,2.4407,2.3835,12.4804,14.8639,12.5192,0.0854,0.0388,33.6553,0.0676,0.0725,2.4284,2.2642,2.6967,0.1604,0.191,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-399SMW W,CKY000000000006545200,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-07T22:50:51Z,NULL,18.8911,8.5298,54.439,35.5479,52.1307,20.8373,33.2396,2.392,2.3359,12.2695,14.6054,12.3075,0.0837,0.038,33.1559,0.0673,0.0721,2.4339,2.2701,2.7023,0.1599,0.1904,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-399SMW W,CKY000000000006545300,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T22:50:51Z,NULL,19.358,8.6803,53.3195,33.9615,50.5149,20.2764,31.1569,2.9063,2.8382,11.5499,14.3881,11.5961,0.1017,0.0462,31.0552,0.0856,0.0936,2.3604,2.1584,2.6888,0.1973,0.2457,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2730.500,NULL,2730.5,NULL,NULL,2730.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-226SMW W,CKY000000000006360800,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T15:46:26Z,NULL,18.2406,8.241,45.3887,27.1481,38.5256,15.5653,20.285,7.112,6.9453,7.2112,14.1565,7.3243,0.2489,0.1131,20.0361,0.262,0.355,1.9177,1.4153,2.7785,0.4906,0.9631,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2730.500,NULL,2730.5,NULL,NULL,2730.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-226SMW W,CKY000000000006360900,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T15:46:26Z,NULL,18.8796,8.491,47.8598,28.9802,41.5192,16.9177,22.6396,6.5706,6.4166,8.3222,14.7388,8.4267,0.23,0.1045,22.4096,0.2267,0.2932,1.9663,1.5204,2.6927,0.4354,0.771,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2740.500,NULL,2740.5,NULL,NULL,2740.5,NULL,NULL,C0002P;2745.500,NULL,2745.5,NULL,NULL,2745.5,C0002P-229SMW W,CKY000000000006365800,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T17:19:11Z,NULL,19.196,8.6486,46.0678,26.8718,38.3803,15.6495,19.1843,7.9663,7.7796,6.8742,14.6538,7.0009,0.2788,0.1267,18.9055,0.2965,0.4214,1.8338,1.2901,2.7502,0.5309,1.1317,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2740.500,NULL,2740.5,NULL,NULL,2740.5,NULL,NULL,C0002P;2745.500,NULL,2745.5,NULL,NULL,2745.5,C0002P-229SMW W,CKY000000000006365900,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T17:19:11Z,NULL,18.9057,8.5532,44.796,25.8903,39.6505,16.1963,20.7448,5.3321,5.2071,7.5583,12.7654,7.6431,0.1866,0.0848,20.5582,0.2059,0.2594,2.0282,1.6105,2.72,0.4079,0.6889,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2750.500,NULL,2750.5,NULL,NULL,2750.5,NULL,NULL,C0002P;2755.500,NULL,2755.5,NULL,NULL,2755.5,C0002P-231SMW W,CKY000000000006367700,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T18:44:42Z,NULL,19.3305,8.7777,48.5848,29.2543,41.4212,16.869,22.0907,7.4234,7.2494,7.9732,15.2226,8.0913,0.2598,0.1181,21.8309,0.2538,0.34,1.9218,1.4341,2.738,0.4762,0.9092,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2750.500,NULL,2750.5,NULL,NULL,2750.5,NULL,NULL,C0002P;2755.500,NULL,2755.5,NULL,NULL,2755.5,C0002P-231SMW W,CKY000000000006367800,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T18:44:42Z,NULL,18.8474,8.4534,50.2682,31.4208,44.3284,17.8026,25.481,6.1552,6.0109,9.2513,15.2622,9.3492,0.2154,0.0979,25.2656,0.1959,0.2436,2.0587,1.6554,2.731,0.3938,0.6497,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2750.500,NULL,2750.5,NULL,NULL,2750.5,NULL,NULL,C0002P;2755.500,NULL,2755.5,NULL,NULL,2755.5,C0002P-231SMW W,CKY000000000006429800,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:30:23Z,NULL,18.8241,8.493,48.3259,29.5018,45.9638,18.4779,27.1397,2.4478,2.3904,9.9459,12.3363,9.9849,0.0857,0.039,27.054,0.083,0.0905,2.3915,2.193,2.7201,0.1938,0.2403,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2760.500,NULL,2760.5,NULL,NULL,2760.5,NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,C0002P-233SMW W,CKY000000000006368200,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T19:04:45Z,NULL,19.2116,8.6673,48.0726,28.861,41.1288,16.7867,21.9172,7.1956,7.027,8.0049,15.0319,8.1194,0.2518,0.1145,21.6654,0.2493,0.3321,1.92,1.4413,2.7065,0.4675,0.8778,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2760.500,NULL,2760.5,NULL,NULL,2760.5,NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,C0002P-233SMW W,CKY000000000006368300,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T19:04:45Z,NULL,18.1856,8.1867,49.5954,31.4098,43.3558,17.5612,25.1702,6.4659,6.3144,9.2716,15.586,9.3745,0.2263,0.1029,24.9439,0.2059,0.2592,2.0153,1.6004,2.6904,0.4051,0.681,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-403SMW W,CKY000000000006549500,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-08T23:04:11Z,NULL,18.2406,8.241,56.0549,37.8143,53.6793,21.3842,35.4387,2.4618,2.4041,13.104,15.5081,13.1432,0.0862,0.0392,35.3525,0.0651,0.0696,2.4384,2.2796,2.6978,0.155,0.1835,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-403SMW W,CKY000000000006549600,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-08T23:04:11Z,NULL,18.8472,8.4649,59.7511,40.9039,57.1189,22.7069,38.2717,2.7277,2.6638,14.1986,16.8624,14.242,0.0955,0.0434,38.1762,0.0667,0.0715,2.4257,2.264,2.6887,0.158,0.1876,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-403SMW W,CKY000000000006549700,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-08T23:04:11Z,NULL,19.341,8.7231,56.4301,37.0891,53.6553,21.461,34.3143,2.8754,2.808,12.6922,15.5002,12.7379,0.1006,0.0457,34.2137,0.0775,0.084,2.3928,2.2073,2.6956,0.1812,0.2212,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2770.500,NULL,2770.5,NULL,NULL,2770.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-235SMW W,CKY000000000006368500,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T19:24:14Z,NULL,19.1181,8.5792,44.936,25.8179,38.2572,15.701,19.1391,6.921,6.7588,7.0117,13.7705,7.1218,0.2422,0.1101,18.8969,0.2681,0.3663,1.8749,1.3723,2.6951,0.4908,0.9639,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2770.500,NULL,2770.5,NULL,NULL,2770.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-235SMW W,CKY000000000006368600,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T19:24:14Z,NULL,18.8658,8.4878,48.8475,29.9817,42.5916,17.2773,23.7258,6.4828,6.3309,8.6864,15.0173,8.7895,0.2269,0.1031,23.4989,0.2162,0.2759,1.9965,1.5648,2.7053,0.4216,0.7288,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2770.500,NULL,2770.5,NULL,NULL,2770.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-235SMW W,CKY000000000006429900,PP,NULL,30,valdez348,>4mm handpicked (mud),CKY,2014-01-01T06:02:48Z,mud,18.8472,8.4649,48.2363,29.3891,45.8518,18.4052,27.0046,2.471,2.4131,9.901,12.3141,9.9403,0.0865,0.0393,26.9181,0.0841,0.0918,2.3866,2.186,2.7187,0.196,0.2437,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2780.500,NULL,2780.5,NULL,NULL,2780.5,NULL,NULL,C0002P;2785.500,NULL,2785.5,NULL,NULL,2785.5,C0002P-237SMW W,CKY000000000006369100,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-30T20:04:27Z,NULL,18.7819,8.4541,48.1449,29.363,41.2833,16.7072,22.5014,7.1105,6.9438,8.14,15.0838,8.2531,0.2489,0.1131,22.2525,0.2422,0.3195,1.9467,1.4753,2.7337,0.4603,0.853,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2780.500,NULL,2780.5,NULL,NULL,2780.5,NULL,NULL,C0002P;2785.500,NULL,2785.5,NULL,NULL,2785.5,C0002P-237SMW W,CKY000000000006369200,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-30T20:04:27Z,NULL,18.3104,8.2805,53.8454,35.535,46.5471,18.7138,28.2367,7.563,7.3857,10.313,17.6987,10.4333,0.2647,0.1203,27.972,0.2128,0.2704,2.0078,1.5805,2.7123,0.4173,0.7162,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2790.500,NULL,2790.5,NULL,NULL,2790.5,NULL,NULL,C0002P;2795.500,NULL,2795.5,NULL,NULL,2795.5,C0002P-240SMW W,CKY000000000006370100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-30T23:00:27Z,NULL,18.7054,8.4181,46.9435,28.2381,40.0314,16.3391,21.326,7.1628,6.9949,7.807,14.8019,7.921,0.2507,0.114,21.0753,0.2537,0.3399,1.9077,1.4238,2.6995,0.4726,0.896,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2790.500,NULL,2790.5,NULL,NULL,2790.5,NULL,NULL,C0002P;2795.500,NULL,2795.5,NULL,NULL,2795.5,C0002P-240SMW W,CKY000000000006370200,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-30T23:00:27Z,NULL,19.3622,8.7481,46.2421,26.8799,40.6078,16.4775,21.2456,5.8387,5.7019,7.6365,13.3384,7.7294,0.2044,0.0929,21.0412,0.2172,0.2775,2.0152,1.5775,2.7553,0.4275,0.7467,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2790.500,NULL,2790.5,NULL,NULL,2790.5,NULL,NULL,C0002P;2795.500,NULL,2795.5,NULL,NULL,2795.5,C0002P-240SMW W,CKY000000000006430000,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:31:06Z,NULL,19.358,8.6803,51.5731,32.2151,49.1809,19.663,29.8229,2.479,2.4209,10.9432,13.3641,10.9827,0.0868,0.0395,29.7361,0.077,0.0834,2.4106,2.2251,2.7173,0.1811,0.2212,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2800.500,NULL,2800.5,NULL,NULL,2800.5,NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,C0002P-242SMW W,CKY000000000006370900,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-31T00:29:59Z,NULL,19.3092,8.6872,48.4188,29.1096,41.5924,17.0133,22.2832,7.074,6.9082,8.2136,15.1218,8.3261,0.2476,0.1125,22.0356,0.243,0.321,1.925,1.4572,2.6828,0.4568,0.8411,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2800.500,NULL,2800.5,NULL,NULL,2800.5,NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,C0002P-242SMW W,CKY000000000006371000,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-31T00:29:59Z,NULL,19.1451,8.6511,46.8285,27.6834,40.8752,16.6906,21.7301,6.1692,6.0246,7.9414,13.966,8.0395,0.2159,0.0981,21.5142,0.2228,0.2868,1.9822,1.5405,2.7091,0.4314,0.7586,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-407SMW W,CKY000000000006549800,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-08T23:04:11Z,NULL,18.6214,8.3738,54.6154,35.994,52.2027,20.7945,33.5813,2.5002,2.4416,12.3809,14.8225,12.4207,0.0875,0.0398,33.4938,0.0695,0.0746,2.4283,2.2597,2.7053,0.1647,0.1972,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-407SMW W,CKY000000000006549900,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-08T23:04:11Z,NULL,19.3305,8.7777,54.6422,35.3117,52.2339,20.8901,32.9034,2.4956,2.4371,12.0727,14.5098,12.1124,0.0873,0.0397,32.8161,0.0707,0.076,2.4336,2.2617,2.7182,0.168,0.2019,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-407SMW W,CKY000000000006550000,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-08T23:04:11Z,NULL,18.8241,8.493,52.6336,33.8095,50.1168,20.062,31.2927,2.6081,2.547,11.5275,14.0745,11.569,0.0913,0.0415,31.2014,0.0771,0.0836,2.4022,2.2169,2.7067,0.181,0.2209,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2810.500,NULL,2810.5,NULL,NULL,2810.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-244SMW W,CKY000000000006370500,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-31T00:11:07Z,NULL,19.3748,8.7899,49.2428,29.868,42.2126,17.2226,22.8378,7.2852,7.1145,8.3168,15.4313,8.4327,0.255,0.1159,22.5828,0.2439,0.3226,1.9355,1.4634,2.7153,0.461,0.8554,takahashik,2014-01-13T11:07:22Z
