Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
330,U1375,B,33 41.7860 S,171 27.0753 W,1258.02,8.5,8.5,0.57,7,NULL,0,1,0,0,0,1,0,1/25/2011 22:30,1/26/2011 13:45,0.64,,
330,U1376,A,32 13.0429 S,171 52.8396 W,1503.29,182.8,182.8,136.17,74,NULL,0,23,0,0,0,23,0,1/26/2011 23:00,2/3/2011 22:00,7.96,1503.3 mbsl or -11 m offset from mbrf.,
330,U1377,A,38 10.9808 S,168 38.2620 W,1250.75,53.3,53.3,8.76,16,NULL,0,6,0,0,0,6,0,2/5/2011 9:30,2/5/2011 18:15,0.36,1250.8 mbsl or 11.2 m offset from DES.,
330,U1377,B,38 11.2500 S,168 38.2587 W,1250.75,37,37,14.47,39,NULL,0,4,0,0,0,4,1,2/5/2011 18:15,2/8/2011 7:30,2.55,1250.8 mbsl,
334,U1378,A,08 35.5415 N,084 04.6313 W,525.45,456.9,NULL,NULL,0,456.9,1,0,0,0,0,0,0,3/17/2011 10:00,3/20/2011 2:30,2.69,LWD (logging while drilling hole),
334,U1378,B,08 35.5408 N,084 04.6415 W,521.86,523.9,523.9,526.39,100,NULL,0,63,16,0,47,0,0,4/2/2011 11:00,4/6/2011 20:45,4.41,,
334,U1379,A,08 40.8501 N,084 02.0166 W,125.85,962.8,NULL,NULL,0,962.8,1,0,0,0,0,0,0,3/20/2011 3:45,3/23/2011 23:00,3.8,LWD Hole,
334,U1379,B,08 40.8502 N,084 02.0277 W,127.28,10.5,10.5,8.72,83,NULL,0,2,2,0,0,0,0,3/25/2011 5:30,3/25/2011 10:30,0.21,,
334,U1379,C,08 40.8605 N,084 02.0274 W,128.36,939.3,939.3,805.65,86,NULL,0,117,17,0,100,0,0,3/25/2011 10:30,4/2/2011 9:45,7.97,,
334,U1380,A,08 35.9976 N,084 04.4032 W,503.57,482.4,85.4,52.37,61,397,1,9,0,0,0,9,0,4/6/2011 21:30,4/8/2011 20:00,1.94,Drill down with C/B to ~400 mbsf,
334,U1381,A,08 25.7150 N,084 09.4690 W,2068.71,164.1,164.1,73.86,45,NULL,0,26,0,0,0,26,0,4/8/2011 21:30,4/12/2011 2:15,3.2,,
334,U1381,B,08 25.7149 N,084 09.4805 W,2068.67,90,29,15.98,55,61,3,3,0,0,0,3,0,4/12/2011 2:15,4/12/2011 19:00,0.7,,
335,NULL,NULL,06 44.1631 N,091 56.0612 W,NULL,14.5,14.5,1.64,11,NULL,0,5,0,0,0,5,7,4/19/2011 1:15,5/30/2011 11:50,41.44,,
336,U1382,A,22 45.3531 N,046 04.8911 W,4482.89,210,100,31.79,32,110,2,11,0,0,0,11,0,10/1/2011 12:30,10/12/2011 11:45,10.97,Shallow Cork,
336,U1382,B,22 45.3528 N,046 04.8748 W,4482.54,98.8,98.8,84.28,85,NULL,0,12,10,0,2,0,0,11/8/2011 15:15,11/9/2011 10:00,0.78,APC/XCB to basement,
336,U1383,A,22 48.1229 N,046 03.1661 W,4413.92,36,NULL,NULL,0,36,1,0,0,0,0,0,0,10/12/2011 11:45,10/13/2011 9:30,0.91,Jet-in Test,
336,U1383,B,22 48.1328 N,046 03.1556 W,4413.92,89.8,NULL,NULL,0,89.8,3,0,0,0,0,0,0,10/13/2011 9:30,10/19/2011 17:45,6.34,"Re-entry system, 20"," 16"" 10 3/4"" & RCB """
336,U1383,C,22 48.1241 N,046 03.1662 W,4413.82,331.5,262,50.31,19,69.5,2,31,0,0,0,31,0,10/19/2011 17:45,11/7/2011 3:15,18.4,Re-entry system 16," 10 3/4"" & RCB"""
336,U1383,D,22 48.1316 N,046 03.1628 W,4413.76,44.3,44.3,48.65,110,NULL,0,7,6,0,1,0,0,11/7/2011 3:15,11/7/2011 23:45,0.85,APC/XCB to basment,
336,U1383,E,22 48.1283 N,046 03.1582 W,4413.76,44.2,44.2,50.28,114,NULL,0,7,6,0,1,0,0,11/7/2011 23:45,11/8/2011 10:00,0.43,APC/XCB to basment,
336,U1384,A,22 48.7086 N,046 05.3464 W,4464.43,96.2,96.2,94.09,98,NULL,0,12,11,0,1,0,0,11/9/2011 18:15,11/11/2011 0:45,1.27,APC/XCB to basement,
336,U395,A,22 45.3519 N,046 04.8609 W,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,9/21/2011 0:15,9/29/2011 2:15,8.08,"Existing hole, no drilling, no bit info",
339,U1385,A,37 34.2894 N,010 07.5708 W,2577.74,151.5,151.5,155.87,103,NULL,0,17,17,0,0,0,0,NULL,NULL,NULL,SHACK-04A,
339,U1385,B,37 34.2892 N,010 07.5561 W,2586.64,146.3,146.3,150.73,103,NULL,0,16,16,0,0,0,0,NULL,NULL,NULL,SHACK-04A,
339,U1385,C,37 34.2892 N,010 07.5561 W,2586.2,9.5,9.5,9.87,104,NULL,0,1,1,0,0,0,0,NULL,NULL,NULL,SHACK-04A,
339,U1385,D,37 34.2784 N,010 07.5559 W,2583.8,146.4,146.4,153.95,105,NULL,0,16,16,0,0,0,0,NULL,NULL,NULL,SHACK-04A,
339,U1385,E,37 34.2785 N,010 07.5692 W,2588.7,148.7,148.7,151.32,102,NULL,0,17,17,0,0,0,0,NULL,NULL,NULL,SHACK-04A,
339,U1386,A,36 49.6885 N,007 45.3309 W,560.45,349.3,349.3,347.04,99,NULL,0,39,21,0,18,0,0,NULL,NULL,NULL,GC-01A,
339,U1386,B,36 49.6880 N,007 45.3168 W,561.9,464.9,464.9,421.6,91,NULL,0,50,18,0,32,0,0,NULL,NULL,NULL,,
339,U1386,C,36 49.6773 N,007 45.3165 W,561.85,140.2,140.2,82,58,NULL,0,15,0,0,0,15,3,NULL,NULL,NULL,,
339,U1387,A,36 48.3246 N,007 43.1408 W,558.69,352.4,352.4,347.84,99,NULL,0,38,6,0,32,0,0,NULL,NULL,NULL,Site GC-09A (Portugal),
339,U1387,B,36 48.3246 N,007 43.1278 W,558.18,338.3,338.3,327.61,97,NULL,0,36,5,0,31,0,0,NULL,NULL,NULL,,
339,U1387,C,36 48.3139 N,007 43.1277 W,558.41,580,580,409.5,71,NULL,0,61,0,0,0,61,1,NULL,NULL,NULL,,
339,U1388,A,36 16.1378 N,006 47.6602 W,663.65,3.4,3.4,3.64,107,NULL,0,1,1,0,0,0,0,NULL,NULL,NULL,GC-04D,
339,U1388,B,36 16.1383 N,006 47.6413 W,658.46,225.7,225.7,107,47,NULL,0,24,0,0,24,0,0,NULL,NULL,NULL,XCB spud,
339,U1388,C,36 16.1495 N,006 47.6411 W,662.51,24,24,10.36,43,NULL,0,3,0,0,0,3,1,NULL,NULL,NULL,Unstable hole-abandoned,
339,U1389,A,36 25.5183 N,007 16.6907 W,644.68,354.9,354.9,335.6,95,NULL,0,39,11,0,28,0,0,NULL,NULL,NULL,Site GC-11A,
339,U1389,B,36 25.5199 N,007 16.6772 W,643.98,9.5,9.5,9.72,102,NULL,0,1,1,0,0,0,0,NULL,NULL,NULL,,
339,U1389,C,36 25.5199 N,007 16.6772 W,642.95,350,350,328.48,94,NULL,0,38,10,0,28,0,0,NULL,NULL,NULL,,
339,U1389,D,36 25.5092 N,007 16.6772 W,NULL,94,94,97.41,104,NULL,0,11,11,0,0,0,0,NULL,NULL,NULL,,
339,U1389,E,36 25.5084 N,007 16.6906 W,643.45,655,655,352.28,54,NULL,0,69,0,0,0,69,1,NULL,NULL,NULL,,
339,U1390,A,36 19.0387 N,007 43.0812 W,993.44,350,350,326.26,93,NULL,0,38,9,0,29,0,0,NULL,NULL,NULL,Site GC-02B,
339,U1390,B,36 19.1460 N,007 43.0815 W,990.74,194.1,194.1,189.93,98,NULL,0,21,21,0,0,0,0,NULL,NULL,NULL,Stuck cbbl required round trip of pipe,
339,U1390,C,36 19.1466 N,007 43.0674 W,992.44,175.4,175.4,170.08,97,NULL,0,19,19,0,0,0,0,NULL,NULL,NULL,,
339,U1391,A,37 21.5392 N,009 24.6601 W,1073.68,353.1,353.1,342.62,97,NULL,0,38,19,0,19,0,0,NULL,NULL,NULL,Site WI-01B,
339,U1391,B,37 21.5288 N,009 24.6604 W,1073.28,353.5,353.5,346.93,98,NULL,0,38,18,0,20,0,0,NULL,NULL,NULL,,
339,U1391,C,37 21.5286 N,009 24.6468 W,1073.28,331.5,331.5,269.02,81,NULL,0,35,0,0,0,35,1,NULL,NULL,NULL,,
340,U1393,A,16 43.1316 N,062 05.0594 W,925.94,47.5,47.5,5.42,11,NULL,0,7,2,0,5,0,0,3/6/2012 14:30,3/8/2012 6:30,1.67,,
340,U1394,A,16 38.4259 N,062 02.2822 W,NULL,244.5,244.5,57.37,23,NULL,0,27,4,0,23,0,0,3/8/2012 8:30,3/10/2012 14:45,2.26,,
340,U1394,B,16 38.4375 N,062 02.2819 W,1114.16,181.4,181.4,141.15,78,NULL,0,21,16,0,5,0,0,3/10/2012 14:45,3/12/2012 21:45,2.29,,
340,U1395,A,16 29.5988 N,061 57.0858 W,1200.95,231.3,231.3,144.18,62,NULL,0,28,15,0,13,0,0,3/12/2012 23:00,3/14/2012 14:00,1.63,,
340,U1395,B,16 29.5985 N,061 57.0751 W,1200.18,203.3,203.3,140.21,69,NULL,0,25,15,0,10,0,0,3/14/2012 14:00,3/16/2012 16:00,2.08,,
340,U1396,A,16 30.4841 N,062 27.1017 W,787.45,134.9,134.9,140.51,104,NULL,0,15,15,0,0,0,0,3/16/2012 18:45,3/17/2012 12:15,0.73,,
340,U1396,B,16 30.4847 N,062 27.0912 W,787.45,14.5,9.5,10,105,5,1,1,1,0,0,0,0,3/17/2012 12:15,3/17/2012 13:30,0.05,Drill down 5m and take one APC core,
340,U1396,C,16 30.4729 N,062 27.0905 W,786.65,139.4,139.4,145.92,105,NULL,0,15,15,0,0,0,0,3/17/2012 13:30,3/18/2012 5:30,0.67,,
340,U1397,A,14 54.4081 N,061 25.3530 W,2482.24,265.5,261.1,144.2,55,4.4,1,34,19,0,15,0,0,3/18/2012 15:45,3/20/2012 21:00,2.22,,
340,U1397,B,14 54.4075 N,061 25.3421 W,2481.41,253.5,248.7,131.46,53,4.8,1,32,16,0,16,0,0,3/20/2012 21:00,3/23/2012 22:45,3.07,,
340,U1398,A,14 16.6984 N,061 53.3422 W,2935.3,268.6,268.6,115.09,43,NULL,0,30,11,0,19,0,0,3/24/2012 3:00,3/26/2012 1:45,1.95,,
340,U1398,B,14 16.6987 N,061 53.3309 W,2935.08,263.4,263.4,186.75,71,NULL,0,34,24,0,10,0,0,3/26/2012 1:45,3/28/2012 10:30,2.36,,
340,U1399,A,14 23.2419 N,061 42.6883 W,2900.84,274.7,274.7,219.88,80,NULL,0,36,29,0,7,0,0,3/28/2012 18:15,3/30/2012 17:15,1.96,,
340,U1399,B,14 23.3639 N,061 42.5380 W,2900.22,183,180.5,183.04,101,2.5,1,26,26,0,0,0,0,3/30/2012 17:15,4/1/2012 5:00,1.49,,
340,U1399,C,14 23.2593 N,061 42.6665 W,2900.81,240,NULL,NULL,0,240,1,0,0,0,0,0,0,4/1/2012 5:00,4/4/2012 10:15,3.22,Logging Hole,
340,U1400,A,14 32.5831 N,061 27.5492 W,2744.35,51.3,51.3,51.8,101,NULL,0,9,9,0,0,0,0,4/4/2012 12:30,4/5/2012 10:45,0.93,,
340,U1400,B,14 32.2023 N,061 27.4065 W,2743.05,212.5,212.5,215.19,101,NULL,0,28,28,0,0,0,0,4/5/2012 10:45,4/7/2012 6:30,1.82,,
340,U1400,C,14 32.1935 N,061 27.4028 W,2743.03,436,421,304.49,72,15,1,48,21,0,27,0,0,4/7/2012 6:30,4/13/2012 3:30,5.88,,
340,U1401,A,14 39.0991 N,061 25.0797 W,2596.73,81.5,81.5,15.61,19,NULL,0,11,4,0,7,0,0,4/13/2012 3:30,4/14/2012 10:15,1.28,,
340,U1401,B,14 39.0237 N,061 25.2273 W,2606.22,12.9,12.9,12.42,96,NULL,0,3,3,0,0,0,0,4/14/2012 10:15,4/14/2012 15:45,0.23,,
340,U1401,C,14 39.1744 N,061 24.9323 W,2578.82,10.3,10.3,10.44,101,NULL,0,3,3,0,0,0,0,4/14/2012 15:45,4/14/2012 20:00,0.18,,
340,U1401,D,14 38.9463 N,061 25.3743 W,2618.61,9.2,9.2,9.12,99,NULL,0,1,1,0,0,0,0,4/14/2012 20:00,4/15/2012 8:30,0.52,,
340T,U1392,A,30 10.1195 N,042 07.1131 W,1644.55,0.01,0.01,0.01,100,NULL,0,1,0,0,0,0,1,NULL,NULL,NULL,Single gravity core with apc barrel,
341,U1417,A,56 57.5996 N,147 06.5985 W,4187.7,168,168,167.74,100,NULL,0,22,22,0,0,0,0,6/4/2013 19:00,6/6/2013 17:35,1.94,,
341,U1417,B,56 57.5999 N,147 06.5781 W,4189.81,358.8,358.8,262.96,73,NULL,0,47,33,0,14,0,0,6/6/2013 17:35,6/10/2013 0:45,3.3,,
341,U1417,C,56 57.5888 N,147 06.5769 W,4188.08,226,225,216.83,96,1,1,28,28,0,0,0,0,6/10/2013 0:45,6/11/2013 15:25,1.61,,
341,U1417,D,56 57.5896 N,147 06.5973 W,4187.08,470.3,466.5,304.42,65,3.8,1,64,36,0,28,0,0,6/11/2013 15:25,6/16/2013 22:30,5.3,,
341,U1417,E,56 57.5888 N,147 06.5983 W,4188.56,709.5,348.7,146.92,42,360.8,2,37,0,0,0,37,0,6/16/2013 22:30,6/23/2013 9:45,6.47,"Offset depth to Hole U1417D, tide corrected",
341,U1418,A,58 46.6095 N,144 29.5777 W,3668.17,209.9,209.9,216.85,103,NULL,0,33,33,0,0,0,0,6/23/2013 23:00,6/25/2013 19:55,1.87,,
341,U1418,B,58 46.6100 N,144 29.5559 W,3667.48,17,17,17.08,100,NULL,0,2,2,0,0,0,0,6/25/2013 19:55,6/25/2013 23:25,0.15,,
341,U1418,C,58 46.5991 N,144 29.5570 W,3665.98,230.7,228.2,229.48,101,2.5,1,32,32,0,0,0,0,6/25/2013 23:25,6/27/2013 15:10,1.66,,
341,U1418,D,58 46.5993 N,144 29.5779 W,3666.47,305.8,302.8,279.77,92,3,1,36,31,0,5,0,0,6/27/2013 15:10,6/29/2013 17:00,2.08,OFFSET tide corrected from average of the first 3 holes,
341,U1418,E,58 46.5890 N,144 29.5771 W,NULL,181.6,100.6,98.7,98,81,2,11,11,0,0,0,0,6/29/2013 17:00,7/1/2013 3:00,1.42,,
341,U1418,F,58 46.5883 N,144 29.5986 W,3666.98,948.7,688.7,495.2,72,260,1,71,0,0,0,71,0,7/1/2013 3:00,7/10/2013 0:30,8.9,,
