"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Comments",
"342","U1403","A","25","X","5","W","67.0","68.0","216.370","213.401","2.449","20.400","7.3100","0.00","0.0500","0.00","","4.86","","",
"342","U1403","A","26","X","2","W","83.0","84.0","216.830","216.827","5.026","41.867","15.4200","0.00","0.0400","0.00","","10.39","","",
"342","U1403","A","25","X","6","W","10.0","11.0","217.300","213.917","0.190","1.583","6.6700","0.00","0.0500","0.00","","6.48","","",
"342","U1403","A","26","X","3","","5.0","6.0","217.550","217.547","6.264","52.179","22.3200","0.00","0.1000","0.00","","16.06","","",
"342","U1403","A","26","X","3","","25.0","26.0","217.750","217.747","8.246","68.689","27.9900","0.00","0.0700","0.00","","19.74","","",
"342","U1403","A","26","X","3","","45.0","46.0","217.950","217.947","5.412","45.082","17.6100","0.00","0.0600","0.00","","12.20","","",
"342","U1403","A","26","X","3","","65.0","66.0","218.150","218.146","6.799","56.636","21.7600","0.00","0.0500","0.00","","14.96","","",
"342","U1403","A","26","X","3","W","81.0","82.0","218.310","218.306","8.034","66.923","24.3000","0.00","0.0200","0.00","","16.27","","",
"342","U1403","A","26","X","3","","85.0","86.0","218.350","218.346","8.219","68.464","26.1700","0.00","0.0500","0.00","","17.95","","",
"342","U1403","A","26","X","3","","105.0","106.0","218.550","218.546","8.186","68.189","27.5000","0.00","0.0500","0.00","","19.31","","",
"342","U1403","A","26","X","3","","125.0","126.0","218.750","218.746","7.953","66.248","26.1300","0.00","0.0500","0.00","","18.18","","",
"342","U1403","A","26","X","3","","145.0","146.0","218.950","218.946","8.396","69.939","27.1300","0.00","0.0400","0.00","","18.73","","",
"342","U1403","A","26","X","4","","5.0","6.0","219.050","219.046","7.906","65.857","26.1500","0.00","0.0500","0.00","","18.24","","",
"342","U1403","A","26","X","4","","25.0","26.0","219.250","219.246","8.364","69.672","24.9100","0.00","0.0300","0.00","","16.55","","",
"342","U1403","A","26","X","4","W","41.0","42.0","219.410","219.406","7.497","62.450","22.7800","0.00","0.0300","0.00","","15.28","","",
"342","U1403","A","26","X","4","","44.0","45.0","219.440","219.436","7.182","59.826","23.6400","0.00","0.0500","0.00","","16.46","","",
"342","U1403","A","26","X","4","","65.0","66.0","219.650","219.645","5.184","43.183","17.2600","0.00","0.0700","0.00","","12.08","","",
"342","U1403","A","26","X","4","","85.0","86.0","219.850","219.845","6.513","54.253","21.7900","0.00","0.0600","0.00","","15.28","","",
"342","U1403","A","26","X","4","","105.0","106.0","220.050","220.045","6.159","51.304","20.5500","0.00","0.0600","0.00","","14.39","","",
"342","U1403","A","26","X","4","","125.0","126.0","220.250","220.245","6.707","55.869","22.1300","0.00","0.0500","0.00","","15.42","","",
"342","U1403","A","26","X","4","","135.0","136.0","220.350","220.345","6.191","51.571","24.7600","0.00","0.0600","0.00","","18.57","","",
"342","U1403","A","26","X","4","","135.0","136.0","220.350","220.345","7.464","62.175","","","","","","","","",
"342","U1403","A","26","X","4","","145.0","146.0","220.450","220.445","5.018","41.800","25.2100","0.00","0.0500","0.00","","20.19","","",
"342","U1403","A","26","X","5","","5.0","6.0","220.550","220.544","7.854","65.424","17.2900","0.00","0.0600","0.00","","9.44","","",
"342","U1403","A","26","X","5","","25.0","26.0","220.750","220.744","7.998","66.623","25.9600","0.00","0.0300","0.00","","17.96","","",
"342","U1403","A","26","X","5","","45.0","46.0","220.950","220.944","6.237","51.954","19.9600","0.00","0.0400","0.00","","13.72","","",
"342","U1403","A","26","X","5","","65.0","66.0","221.150","221.143","6.493","54.087","20.4600","0.00","0.0400","0.00","","13.97","","",
"342","U1403","A","26","X","5","W","74.0","75.0","221.240","221.233","6.169","51.388","7.4000","0.00","2.9000","0.00","","1.23","","",
"342","U1403","A","26","X","5","W","74.0","75.0","221.240","221.233","","","18.670","0.00","0.0500","0.00","","","","",
"342","U1403","A","26","X","5","","85.0","86.0","221.350","221.343","7.153","59.584","22.6400","0.00","0.0300","0.00","","15.49","","",
"342","U1403","A","26","X","5","","105.0","106.0","221.550","221.543","","","19.2500","0.00","0.0400","0.00","","","","",
"342","U1403","A","26","X","5","","115.0","116.0","221.650","221.643","4.815","40.109","15.6500","0.00","0.0600","0.00","","10.84","","",
"342","U1403","A","26","X","5","","135.0","136.0","221.850","221.843","3.658","30.471","11.6300","0.00","0.0500","0.00","","7.97","","",
"342","U1403","A","26","X","6","W","10.0","11.0","222.100","222.092","6.928","57.710","21.4900","0.00","0.0200","0.00","","14.56","","",
"342","U1403","A","26","X","7","W","26.0","27.0","223.520","223.511","8.009","66.715","26.0900","0.00","0.0100","0.00","","18.08","","",
"342","U1403","A","27","X","1","W","22.0","23.0","224.420","224.420","8.059","67.131","23.6200","0.00","0.0500","0.00","","15.56","","",
"342","U1403","A","27","X","2","W","130.0","131.0","227.000","227.000","8.960","74.637","26.3400","0.00","0.0100","0.00","","17.38","","",
"342","U1403","A","27","X","3","W","60.0","61.0","227.800","227.800","9.121","75.978","27.6400","0.00","0.0100","0.00","","18.52","","",
"342","U1403","A","27","X","4","W","96.0","97.0","229.655","229.655","8.420","70.139","24.9500","0.00","-0.00","0.00","","16.53","","",
"342","U1403","A","27","X","5","W","92.0","93.0","231.120","231.120","8.320","69.306","24.6600","0.00","0.0200","0.00","","16.34","","",
"342","U1403","A","27","X","6","W","9.0","10.0","231.785","231.785","7.556","62.941","8.9700","0.00","1.4700","0.00","","1.41","","",
"342","U1403","A","27","X","6","W","9.0","10.0","231.785","231.785","","","26.820","0.00","0.0100","0.00","","","","",
"342","U1403","A","28","X","1","W","110.0","111.0","235.000","235.000","10.348","86.199","10.3200","0.00","0.4800","0.00","","-0.03","","",
"342","U1403","A","28","X","1","W","110.0","111.0","235.000","235.000","","","31.390","0.00","0.0100","0.00","","","","",
"342","U1403","A","28","X","2","W","84.0","85.0","236.240","236.240","9.999","83.292","29.5500","0.00","0.0100","0.00","","19.55","","",
"342","U1403","A","28","X","3","W","63.0","64.0","237.530","237.530","9.261","77.144","27.3200","0.00","0.0100","0.00","","18.06","","",
"342","U1403","A","28","X","4","W","95.0","96.0","239.350","239.350","9.473","78.910","32.2000","0.00","0.5600","0.00","","22.73","","",
"342","U1403","A","28","X","4","W","95.0","96.0","239.350","239.350","","","28.410","0.00","-0.00","0.00","","","","",
"342","U1403","A","28","X","5","W","93.0","94.0","240.830","240.830","8.424","70.172","25.1100","0.00","0.00","0.00","","16.69","","",
"342","U1403","A","28","X","6","W","13.0","14.0","241.530","241.530","8.478","70.622","25.3200","0.00","0.0100","0.00","","16.84","","",
"342","U1403","B","26","X","3","W","92.0","93.0","201.120","201.120","2.120","17.660","6.7500","0.00","0.0500","0.00","","4.63","","",
"342","U1403","B","26","X","3","W","100.0","101.0","201.200","201.200","2.287","19.051","7.6900","0.00","0.0500","0.00","","5.40","","",
"342","U1403","B","26","X","4","W","9.0","10.0","201.790","201.790","0.551","4.590","2.2500","0.00","0.0500","0.00","","1.70","","",
"342","U1403","B","26","X","4","W","17.0","18.0","201.870","201.870","1.875","15.619","6.1700","0.00","0.0500","0.00","","4.29","","",
"342","U1403","B","26","X","4","W","66.0","67.0","202.360","202.360","0.001","0.008","3.9500","0.00","0.0500","0.00","","3.95","","",
"342","U1403","B","26","X","4","W","85.0","86.0","202.550","202.550","1.390","11.579","6.4800","0.00","0.0500","0.00","","5.09","","",
"342","U1404","A","1","H","1","W","38.0","39.0","0.380","0.378","0.433","3.607","1.5600","0.00","0.0800","0.00","","1.13","","",
"342","U1404","A","1","H","2","W","26.0","27.0","1.760","1.753","0.051","0.425","0.3900","0.00","0.1900","0.00","","0.34","","",
"342","U1404","A","1","H","3","W","20.0","21.0","2.910","2.898","0.065","0.541","0.3900","0.00","0.0800","0.00","","0.33","","",
"342","U1404","A","1","H","4","W","29.0","30.0","3.990","3.973","0.053","0.441","0.4000","0.00","0.1000","0.00","","0.35","","",
"342","U1404","A","2","H","1","W","100.0","101.0","5.700","5.697","0.035","0.292","0.2000","0.00","0.0800","0.00","","0.17","","",
"342","U1404","A","2","H","2","W","27.0","28.0","6.470","6.464","0.052","0.433","0.2100","0.00","0.0800","0.00","","0.16","","",
"342","U1404","A","2","H","3","W","27.0","28.0","7.420","7.411","0.047","0.392","0.2200","0.00","0.0800","0.00","","0.17","","",
"342","U1404","A","2","H","4","W","38.0","39.0","9.030","9.017","0.054","0.450","0.2900","0.00","0.1000","0.00","","0.24","","",
"342","U1404","A","2","H","5","W","38.0","39.0","10.530","10.512","0.048","0.400","0.3100","0.00","0.0900","0.00","","0.26","","",
"342","U1404","A","2","H","6","W","27.0","28.0","11.920","11.897","0.044","0.367","0.2800","0.00","0.0900","0.00","","0.24","","",
"342","U1404","A","2","H","7","W","27.0","28.0","13.010","12.984","0.052","0.433","1.0500","0.00","0.1500","0.00","","1.00","","",
"342","U1404","A","3","H","1","W","86.0","87.0","15.060","15.060","0.053","0.441","0.7400","0.00","0.1900","0.00","","0.69","","",
"342","U1404","A","3","H","2","W","38.0","39.0","16.080","16.080","0.051","0.425","1.3700","0.00","0.1500","0.00","","1.32","","",
"342","U1404","A","3","H","3","W","38.0","39.0","17.580","17.580","0.093","0.775","1.6700","0.00","0.1600","0.00","","1.58","","",
"342","U1404","A","3","H","4","W","38.0","39.0","19.080","19.080","0.052","0.433","0.9700","0.00","0.1200","0.00","","0.92","","",
"342","U1404","A","3","H","5","W","27.0","28.0","20.470","20.470","0.060","0.500","0.5200","0.00","0.1000","0.00","","0.46","","",
"342","U1404","A","3","H","6","W","20.0","21.0","21.600","21.600","0.050","0.417","0.5000","0.00","0.1000","0.00","","0.45","","",
"342","U1404","A","5","H","1","W","38.0","39.0","33.580","33.580","0.048","0.400","1.9800","0.00","0.1900","0.00","","1.93","","",
"342","U1404","A","5","H","2","W","38.0","39.0","35.080","35.080","0.041","0.342","1.8500","0.00","0.1800","0.00","","1.81","","",
"342","U1404","A","5","H","3","W","38.0","39.0","36.580","36.580","0.052","0.433","1.5000","0.00","0.1600","0.00","","1.45","","",
"342","U1404","A","5","H","4","W","38.0","39.0","38.080","38.080","0.048","0.400","0.8400","0.00","0.1300","0.00","","0.79","","",
"342","U1404","A","5","H","5","W","38.0","39.0","39.580","39.580","0.060","0.500","1.5400","0.00","0.1700","0.00","","1.48","","",
"342","U1404","A","6","H","1","W","39.0","40.0","43.090","43.090","0.022","0.183","1.6100","0.00","-0.0100","0.00","","1.59","","",
"342","U1404","A","6","H","2","W","39.0","40.0","44.590","44.590","0.023","0.192","1.4200","0.00","0.0900","0.00","","1.40","","",
"342","U1404","A","6","H","3","W","39.0","40.0","46.090","46.090","0.025","0.208","0.8900","0.00","0.1000","0.00","","0.86","","",
"342","U1404","A","6","H","4","W","39.0","40.0","47.590","47.590","0.026","0.217","0.8700","0.00","0.0400","0.00","","0.84","","",
"342","U1404","A","6","H","5","W","39.0","40.0","48.790","48.790","0.064","0.533","1.3800","0.00","0.0800","0.00","","1.32","","",
"342","U1404","A","7","H","1","W","48.0","49.0","52.680","52.680","0.485","4.040","3.4400","0.00","0.1600","0.00","","2.96","","",
"342","U1404","A","7","H","2","W","53.0","54.0","54.230","54.230","","","2.5000","0.00","0.1500","0.00","","","","",
"342","U1404","A","7","H","2","W","53.0","54.0","54.230","54.230","","","0.830","0.00","0.7200","0.00","","","","",
"342","U1404","A","7","H","3","W","45.0","46.0","55.650","55.650","0.243","2.024","2.2100","0.00","0.1500","0.00","","1.97","","",
"342","U1404","A","7","H","4","W","49.0","50.0","57.190","57.190","0.306","2.549","2.0500","0.00","0.0700","0.00","","1.74","","",
"342","U1404","A","7","H","5","W","29.0","30.0","58.490","58.490","0.059","0.491","1.3300","0.00","0.1300","0.00","","1.27","","",
"342","U1404","A","8","H","1","W","38.0","39.0","62.080","62.076","0.095","0.791","1.4600","0.00","0.0700","0.00","","1.36","","",
"342","U1404","A","8","H","2","W","38.0","39.0","63.580","63.560","0.401","3.340","0.9000","0.00","0.0800","0.00","","0.50","","",
"342","U1404","A","8","H","2","W","38.0","39.0","63.580","63.560","","","2.510","0.00","0.0700","0.00","","","","",
"342","U1404","A","8","H","3","W","38.0","39.0","65.080","65.045","0.869","7.239","1.4500","0.00","0.1900","0.00","","0.58","","",
"342","U1404","A","8","H","3","W","38.0","39.0","65.080","65.045","","","4.200","0.00","0.1700","0.00","","","","",
"342","U1404","A","8","H","4","W","38.0","39.0","66.580","66.529","0.022","0.183","1.4900","0.00","0.1200","0.00","","1.47","","",
"342","U1404","A","8","H","5","W","38.0","39.0","68.080","68.014","0.028","0.233","1.4500","0.00","0.0900","0.00","","1.42","","",
"342","U1404","A","8","H","6","W","38.0","39.0","69.580","69.498","","","2.7100","0.00","0.1900","0.00","","","","",
"342","U1404","A","8","H","7","W","29.0","30.0","70.790","70.695","0.505","4.207","2.9400","0.00","0.0800","0.00","","2.44","","",
"342","U1404","A","9","H","1","W","38.0","39.0","71.580","71.565","0.565","4.706","3.1700","0.00","0.1200","0.00","","2.60","","",
"342","U1404","A","9","H","2","W","38.0","39.0","73.080","73.007","0.438","3.649","3.5600","0.00","0.1700","0.00","","3.12","","",
"342","U1404","A","9","H","3","W","38.0","39.0","74.580","74.449","0.646","5.381","3.8900","0.00","0.2100","0.00","","3.24","","",
"342","U1404","A","9","H","4","W","38.0","39.0","76.080","75.892","1.047","8.722","1.5800","0.00","0.2300","0.00","","0.53","","",
"342","U1404","A","9","H","4","W","38.0","39.0","76.080","75.892","","","4.950","0.00","0.1300","0.00","","","","",
"342","U1404","A","9","H","5","W","38.0","39.0","77.580","77.334","1.182","9.846","4.9300","0.00","0.1400","0.00","","3.75","","",
"342","U1404","A","9","H","6","W","38.0","39.0","79.080","78.776","0.027","0.225","0.7200","0.00","0.0500","0.00","","0.69","","",
"342","U1404","A","9","H","7","W","17.0","18.0","80.370","80.017","0.026","0.217","1.4500","0.00","0.1100","0.00","","1.42","","",
"342","U1404","A","10","H","1","W","38.0","39.0","81.080","81.065","0.060","0.500","1.8000","0.00","0.1400","0.00","","1.74","","",
"342","U1404","A","10","H","2","W","39.0","40.0","82.590","82.516","0.055","0.458","1.7300","0.00","0.1500","0.00","","1.68","","",
"342","U1404","A","10","H","3","W","39.0","40.0","84.090","83.957","0.077","0.641","1.4800","0.00","0.1300","0.00","","1.40","","",
"342","U1404","A","10","H","4","W","39.0","40.0","85.590","85.398","0.071","0.591","0.9800","0.00","0.1100","0.00","","0.91","","",
"342","U1404","A","10","H","5","W","39.0","40.0","87.090","86.839","0.296","2.466","1.7600","0.00","0.1100","0.00","","1.46","","",
"342","U1404","A","10","H","6","W","39.0","40.0","88.590","88.279","0.178","1.483","1.6400","0.00","0.1000","0.00","","1.46","","",
"342","U1404","A","10","H","7","W","16.0","17.0","89.860","89.499","0.581","4.840","3.4200","0.00","0.1400","0.00","","2.84","","",
"342","U1404","A","11","H","1","W","20.0","21.0","90.400","90.398","0.039","0.325","1.0000","0.00","0.0500","0.00","","0.96","","",
"342","U1404","A","11","H","2","W","38.0","39.0","91.910","91.893","0.027","0.225","1.1300","0.00","0.1400","0.00","","1.10","","",
"342","U1404","A","11","H","3","W","38.0","39.0","93.440","93.408","0.854","7.114","3.7900","0.00","0.1500","0.00","","2.94","","",
"342","U1404","A","11","H","4","W","31.0","32.0","94.830","94.784","0.936","7.797","3.8200","0.00","0.1000","0.00","","2.88","","",
"342","U1404","A","12","H","1","W","38.0","39.0","96.580","96.565","0.543","4.523","2.3400","0.00","0.1200","0.00","","1.80","","",
"342","U1404","A","12","H","2","W","38.0","39.0","98.030","97.959","1.268","10.562","5.1000","0.00","0.1300","0.00","","3.83","","",
"342","U1404","A","12","H","3","W","38.0","39.0","99.480","99.353","0.029","0.242","1.2200","0.00","0.1400","0.00","","1.19","","",
"342","U1404","A","12","H","4","W","38.0","39.0","100.930","100.748","0.539","4.490","1.1600","0.00","0.7100","0.00","","0.62","","",
"342","U1404","A","12","H","4","W","38.0","39.0","100.930","100.748","","","3.450","0.00","0.1700","0.00","","","","",
"342","U1404","A","12","H","5","W","38.0","39.0","102.380","102.142","0.031","0.258","1.0100","0.00","0.1100","0.00","","0.98","","",
"342","U1404","A","12","H","6","W","38.0","39.0","103.880","103.584","0.026","0.217","0.9700","0.00","0.1300","0.00","","0.94","","",
"342","U1404","A","12","H","7","W","29.0","30.0","105.290","104.940","0.024","0.200","0.5600","0.00","0.1300","0.00","","0.54","","",
"342","U1404","A","13","H","1","W","51.0","52.0","106.210","106.210","0.074","0.616","0.6900","0.00","0.0800","0.00","","0.62","","",
"342","U1404","A","13","H","2","W","51.0","52.0","106.730","106.730","0.349","2.907","2.6900","0.00","0.1600","0.00","","2.34","","",
"342","U1404","A","13","H","3","W","38.0","39.0","108.110","108.110","0.110","0.916","1.5600","0.00","0.1200","0.00","","1.45","","",
"342","U1404","A","13","H","4","W","38.0","39.0","109.610","109.610","0.031","0.258","1.3600","0.00","0.1300","0.00","","1.33","","",
"342","U1404","A","13","H","5","W","38.0","39.0","111.110","111.110","0.024","0.200","1.4000","0.00","0.1500","0.00","","1.38","","",
"342","U1404","A","13","H","6","W","75.0","76.0","112.980","112.980","0.029","0.242","1.0400","0.00","0.1200","0.00","","1.01","","",
"342","U1404","A","13","H","7","W","22.0","23.0","113.950","113.950","0.025","0.208","1.3400","0.00","0.2200","0.00","","1.32","","",
"342","U1404","A","14","H","1","W","38.0","39.0","115.580","115.573","0.041","0.342","0.7600","0.00","0.1000","0.00","","0.72","","",
"342","U1404","A","14","H","2","W","38.0","39.0","117.080","117.044","0.415","3.457","3.2900","0.00","0.1600","0.00","","2.88","","",
"342","U1404","A","14","H","3","W","38.0","39.0","118.580","118.514","0.413","3.440","2.4600","0.00","0.1800","0.00","","2.05","","",
"342","U1404","A","14","H","4","W","38.0","39.0","120.080","119.985","0.229","1.908","0.6800","0.00","0.1700","0.00","","0.45","","",
"342","U1404","A","14","H","4","W","38.0","39.0","120.080","119.985","","","2.060","0.00","0.1700","0.00","","","","",
"342","U1404","A","14","H","5","W","38.0","39.0","121.580","121.455","0.025","0.208","1.4300","0.00","0.1500","0.00","","1.41","","",
"342","U1404","A","14","H","6","W","22.0","23.0","122.920","122.769","0.292","2.432","1.4900","0.00","0.6000","0.00","","1.20","","",
"342","U1404","A","14","H","6","W","22.0","23.0","122.920","122.769","0.095","0.791","","","","","","","","",
"342","U1404","A","14","H","7","W","22.0","23.0","123.920","123.749","0.286","2.382","1.9900","0.00","0.1300","0.00","","1.70","","",
"342","U1404","A","15","H","1","W","38.0","39.0","125.080","125.060","0.575","4.790","3.7700","0.00","0.1900","0.00","","3.20","","",
"342","U1404","A","15","H","1","W","38.0","39.0","125.080","125.060","","","1.280","0.00","0.3500","0.00","","","","",
"342","U1404","A","15","H","2","W","38.0","39.0","126.540","126.443","0.332","2.766","2.6100","0.00","0.1700","0.00","","2.28","","",
"342","U1404","A","15","H","3","W","38.0","39.0","128.010","127.835","0.051","0.425","1.5000","0.00","0.1400","0.00","","1.45","","",
"342","U1404","A","15","H","3","W","38.0","39.0","128.010","127.835","","","0.500","0.00","0.0900","0.00","","","","",
"342","U1404","A","15","H","4","W","38.0","39.0","129.470","129.218","0.436","3.632","2.6400","0.00","0.1500","0.00","","2.20","","",
"342","U1404","A","15","H","5","W","38.0","39.0","130.930","130.601","0.025","0.208","1.2500","0.00","0.1400","0.00","","1.23","","",
"342","U1404","A","15","H","6","W","38.0","39.0","132.400","131.994","0.036","0.300","1.4100","0.00","0.1700","0.00","","1.37","","",
"342","U1404","A","15","H","7","W","20.0","21.0","133.730","133.253","0.037","0.308","1.1900","0.00","0.1200","0.00","","1.15","","",
"342","U1404","A","16","H","1","W","38.0","39.0","134.580","134.568","0.052","0.433","1.6300","0.00","0.1600","0.00","","1.58","","",
"342","U1404","A","16","H","2","W","38.0","39.0","136.080","136.019","0.030","0.250","1.6500","0.00","0.1200","0.00","","1.62","","",
"342","U1404","A","16","H","3","W","38.0","39.0","137.580","137.470","0.088","0.733","1.8600","0.00","0.1400","0.00","","1.77","","",
"342","U1404","A","16","H","4","W","38.0","39.0","139.080","138.921","0.387","3.224","2.9800","0.00","0.1900","0.00","","2.59","","",
"342","U1404","A","16","H","4","W","38.0","39.0","139.080","138.921","","","1.000","0.00","0.0900","0.00","","","","",
"342","U1404","A","16","H","5","W","38.0","39.0","140.580","140.372","0.022","0.183","1.4600","0.00","0.1600","0.00","","1.44","","",
"342","U1404","A","16","H","6","W","30.0","31.0","142.000","141.746","0.028","0.233","1.2700","0.00","0.1900","0.00","","1.24","","",
"342","U1404","A","16","H","7","W","20.0","21.0","143.100","142.809","0.015","0.125","1.7900","0.00","0.2300","0.00","","1.78","","",
"342","U1404","A","17","H","1","W","38.0","39.0","144.080","144.060","0.033","0.275","1.4000","0.00","0.1500","0.00","","1.37","","",
"342","U1404","A","17","H","2","W","38.0","39.0","145.590","145.489","0.056","0.466","2.0800","0.00","0.1800","0.00","","2.02","","",
"342","U1404","A","17","H","3","W","38.0","39.0","147.040","146.861","0.208","1.733","1.9300","0.00","0.1300","0.00","","1.72","","",
"342","U1404","A","17","H","4","W","38.0","39.0","148.500","148.242","0.101","0.841","1.2400","0.00","0.1400","0.00","","1.14","","",
"342","U1404","A","17","H","4","W","38.0","39.0","148.500","148.242","0.022","0.183","","","","","","","","",
"342","U1404","A","17","H","5","W","38.0","39.0","149.960","149.624","0.075","0.625","0.3600","0.00","0.7200","0.00","","0.28","","",
"342","U1404","A","17","H","5","W","38.0","39.0","149.960","149.624","","","1.080","0.00","0.1200","0.00","","","","",
"342","U1404","A","17","H","6","W","38.0","39.0","151.420","151.005","0.106","0.883","1.2900","0.00","0.1200","0.00","","1.18","","",
"342","U1404","A","17","H","7","W","20.0","21.0","152.700","152.216","0.418","3.482","2.4900","0.00","0.1900","0.00","","2.07","","",
"342","U1404","A","18","H","1","W","38.0","39.0","153.580","153.560","0.152","1.266","1.3100","0.00","0.1300","0.00","","1.16","","",
"342","U1404","A","18","H","2","W","38.0","39.0","155.090","154.992","0.093","0.775","1.2000","0.00","0.1800","0.00","","1.11","","",
"342","U1404","A","18","H","3","W","38.0","39.0","156.600","156.423","0.396","3.299","2.2900","0.00","0.5700","0.00","","1.89","","",
"342","U1404","A","18","H","3","W","38.0","39.0","156.600","156.423","","","2.350","0.00","0.3800","0.00","","","","",
"342","U1404","A","18","H","4","W","38.0","39.0","158.120","157.864","0.221","1.841","1.9600","1.5900","0.1800","0.00","","1.74","","",
"342","U1404","A","18","H","5","W","38.0","39.0","159.630","159.296","0.144","1.200","1.6400","1.8600","0.1800","0.00","","1.50","","",
"342","U1404","A","18","H","6","W","38.0","39.0","161.140","160.728","0.071","0.591","1.0300","0.00","0.1400","0.00","","0.96","","",
"342","U1404","A","18","H","7","W","21.0","22.0","162.180","161.714","0.221","1.841","1.8300","2.5700","0.1700","0.00","","1.61","","",
"342","U1404","A","19","H","1","W","38.0","39.0","163.080","163.058","0.177","1.474","2.0800","0.2600","0.1900","0.00","","1.90","","",
"342","U1404","A","19","H","2","W","38.0","39.0","164.580","164.470","0.168","1.399","1.6200","3.1000","0.1600","0.00","","1.45","","",
"342","U1404","A","19","H","3","W","38.0","39.0","166.080","165.882","0.419","3.490","2.2400","0.00","0.1900","0.00","","1.82","","",
"342","U1404","A","19","H","4","W","38.0","39.0","167.590","167.304","1.030","8.580","4.0000","0.00","0.1300","0.00","","2.97","","",
"342","U1404","A","19","H","5","W","38.0","39.0","169.100","168.726","0.373","3.107","2.0200","0.00","0.1200","0.00","","1.65","","",
"342","U1404","A","19","H","6","W","38.0","39.0","170.620","170.157","0.047","0.392","0.2000","0.00","0.1900","0.00","","0.15","","",
"342","U1404","A","19","H","6","W","38.0","39.0","170.620","170.157","","","0.640","0.2600","0.1200","0.00","","","","",
"342","U1404","A","19","H","7","W","22.0","23.0","171.680","171.155","","","1.1500","0.00","0.1400","0.00","","","","",
"342","U1404","A","20","H","1","W","38.0","39.0","172.580","172.568","0.075","0.625","1.2500","3.5600","0.1600","0.00","","1.18","","",
"342","U1404","A","20","H","2","W","38.0","39.0","174.080","174.021","0.027","0.225","0.9700","1.2600","0.1500","0.00","","0.94","","",
"342","U1404","A","20","H","3","W","38.0","39.0","175.580","175.473","0.120","1.000","1.0200","0.00","0.1200","0.00","","0.90","","",
"342","U1404","A","20","H","4","W","38.0","39.0","177.080","176.926","0.306","2.549","1.8900","0.9500","0.1400","0.00","","1.58","","",
"342","U1404","A","20","H","5","W","38.0","39.0","178.580","178.378","0.036","0.300","0.6000","1.5500","0.2800","0.00","","0.56","","",
"342","U1404","A","20","H","6","W","28.0","29.0","179.980","179.734","0.045","0.375","1.0200","1.0400","0.1600","0.00","","0.97","","",
"342","U1404","A","20","H","7","W","20.0","21.0","181.100","180.819","0.032","0.267","0.8900","1.8300","0.1300","0.00","","0.86","","",
"342","U1404","A","21","H","1","W","43.0","44.0","182.130","182.107","0.036","0.300","0.7200","1.1400","0.1300","0.00","","0.68","","",
"342","U1404","A","21","H","2","W","38.0","39.0","183.580","183.481","0.033","0.275","1.3800","0.00","0.2000","0.00","","1.35","","",
"342","U1404","A","21","H","3","W","32.0","33.0","185.020","184.845","0.147","1.225","1.1800","1.3900","0.1400","0.00","","1.03","","",
"342","U1404","A","21","H","4","W","38.0","39.0","186.580","186.322","0.045","0.375","1.1100","0.00","0.1100","0.00","","1.07","","",
"342","U1404","A","21","H","5","W","38.0","39.0","188.080","187.743","0.033","0.275","0.5100","1.1100","0.1200","0.00","","0.48","","",
"342","U1404","A","21","H","5","W","38.0","39.0","188.080","187.743","","","0.170","0.00","0.4100","0.00","","","","",
"342","U1404","A","21","H","6","W","26.0","27.0","189.460","189.050","0.172","1.433","1.4300","0.8300","0.1700","0.00","","1.26","","",
"342","U1404","A","21","H","7","W","17.0","18.0","190.870","190.386","0.000","","1.1700","1.9100","0.1600","0.00","","","","",
"342","U1404","A","22","H","1","W","45.0","46.0","191.650","191.640","0.041","0.342","1.0900","0.2600","0.1600","0.00","","1.05","","",
"342","U1404","A","22","H","2","W","30.0","31.0","193.000","192.962","0.056","0.466","0.9400","1.0100","0.1500","0.00","","0.88","","",
"342","U1404","A","22","H","3","W","14.0","14.0","193.940","193.882","0.038","0.317","0.1900","0.00","0.5800","0.00","","0.15","","",
"342","U1404","A","22","H","3","W","14.0","14.0","193.940","193.882","","","0.560","0.8700","0.1200","0.00","","","","",
"342","U1404","A","23","H","1","W","30.0","31.0","195.200","195.198","0.027","0.225","0.6200","0.4800","0.1100","0.00","","0.59","","",
"342","U1404","A","23","H","1","W","60.0","61.0","195.500","195.496","0.023","0.192","","","","","","","","",
"342","U1404","A","23","H","1","W","90.0","91.0","195.800","195.793","0.025","0.208","","","","","","","","",
"342","U1404","A","23","H","1","W","120.0","121.0","196.100","196.091","0.026","0.217","","","","","","","","",
"342","U1404","A","23","H","1","W","149.0","150.0","196.390","196.379","0.021","0.175","","","","","","","","",
"342","U1404","A","23","H","2","W","10.0","11.0","196.500","196.488","0.024","0.200","","","","","","","","",
"342","U1404","A","23","H","2","W","30.0","31.0","196.700","196.687","0.020","0.167","0.6900","0.3500","0.1400","0.00","","0.67","","",
"342","U1404","A","23","H","2","W","50.0","51.0","196.900","196.885","0.022","0.183","","","","","","","","",
"342","U1404","A","23","H","2","W","70.0","71.0","197.095","197.079","0.010","0.083","","","","","","","","",
