Leg	Site	H	Age Model Type           	Depth (mbsf)	    Age (Ma)	Control Point Comment
138	 849	B	Post Moratorium          	     345.230	    9.465000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     346.080	    9.511000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     347.480	    9.583000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     348.630	    9.682000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     348.980	    9.704000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     350.080	    9.815000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     360.980	   10.548000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     364.330	   10.693000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     379.070	   11.212000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     384.720	   11.420000	By site only; depth=mcd; Leg 138 SR p 77
138	 849	B	Post Moratorium          	     387.420	   11.600000	By site only; depth=mcd; Leg 138 SR p 77
138	 850	B	Initial Reports          	       0.000	    0.000000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      30.940	    1.450000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      63.660	    2.920000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      65.400	    2.990000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      67.360	    3.080000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      69.650	    3.180000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      75.670	    3.400000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	      79.650	    3.560000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     116.650	    4.660000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     159.700	    5.100000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     185.000	    5.800000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     221.600	    6.100000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     250.900	    6.750000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     267.400	    7.350000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     274.850	    7.550000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     313.030	    8.800000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     356.600	    9.940000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Initial Reports          	     387.700	   10.600000	By site only; depth=mcd; Leg 138 IR vol 2; p 838
138	 850	B	Post Moratorium          	       0.000	    0.000000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       0.750	    0.039000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       1.030	    0.056000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       1.650	    0.088000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       2.310	    0.127000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       3.210	    0.148000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       3.890	    0.171000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       4.770	    0.220000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       5.110	    0.240000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       5.450	    0.247000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       5.870	    0.278000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       5.990	    0.290000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       6.530	    0.308000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       6.690	    0.326000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       6.950	    0.333000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       7.430	    0.349000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       7.850	    0.372000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       8.330	    0.388000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       8.670	    0.405000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       8.910	    0.422000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       9.410	    0.446000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	       9.710	    0.463000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      10.290	    0.479000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      10.510	    0.504000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      10.850	    0.526000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      11.590	    0.579000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      12.530	    0.628000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      13.690	    0.659000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      14.110	    0.681000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      14.310	    0.692000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      14.730	    0.717000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      15.090	    0.737000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      15.370	    0.749000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      15.630	    0.772000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      16.270	    0.805000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      16.610	    0.824000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      17.570	    0.863000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      17.990	    0.884000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      18.510	    0.908000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      19.650	    0.978000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      19.930	    0.999000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      20.530	    1.029000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      20.870	    1.050000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      21.810	    1.072000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      22.190	    1.092000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      23.170	    1.136000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      23.690	    1.166000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      23.970	    1.187000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      24.190	    1.205000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      24.570	    1.224000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      24.910	    1.243000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      25.070	    1.263000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      25.450	    1.283000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      26.290	    1.317000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      26.810	    1.337000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      27.310	    1.358000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      27.550	    1.379000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      27.970	    1.400000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      29.250	    1.463000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      29.370	    1.473000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      29.510	    1.493000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      29.890	    1.504000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      30.370	    1.528000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      30.850	    1.547000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      31.170	    1.567000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      31.910	    1.606000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      33.290	    1.697000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      34.550	    1.739000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      34.730	    1.750000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      35.910	    1.811000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      36.350	    1.832000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      37.730	    1.904000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      38.190	    1.916000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      38.930	    1.958000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      39.310	    1.986000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      39.690	    2.003000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      40.090	    2.023000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      40.730	    2.052000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      41.690	    2.097000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      41.970	    2.118000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      42.150	    2.129000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      42.450	    2.140000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      43.290	    2.190000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      43.450	    2.201000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      43.710	    2.211000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      43.930	    2.222000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      44.050	    2.233000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      44.650	    2.255000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      45.090	    2.278000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      45.750	    2.305000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      46.170	    2.316000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      46.450	    2.325000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      46.750	    2.336000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      48.270	    2.377000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      48.590	    2.390000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      49.410	    2.411000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      49.650	    2.422000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      49.890	    2.438000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      50.310	    2.477000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      50.630	    2.490000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      51.290	    2.534000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      51.810	    2.558000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      52.430	    2.580000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      52.910	    2.604000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      53.390	    2.625000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      53.930	    2.650000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      54.210	    2.661000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      54.490	    2.683000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      55.190	    2.707000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      55.470	    2.729000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      56.330	    2.754000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      57.330	    2.798000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      58.050	    2.835000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      58.550	    2.853000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      58.790	    2.864000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      58.950	    2.876000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      60.230	    2.926000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      60.590	    2.937000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      60.790	    2.949000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      61.250	    2.969000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      61.610	    2.981000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      61.730	    2.994000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      62.230	    3.019000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      62.810	    3.041000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      63.050	    3.063000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      63.530	    3.085000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      64.110	    3.111000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      64.650	    3.135000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      65.410	    3.156000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      66.010	    3.177000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      66.250	    3.198000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      66.530	    3.214000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      66.790	    3.231000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      67.230	    3.252000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      67.450	    3.262000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      67.670	    3.271000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      68.010	    3.288000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      68.850	    3.328000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      69.010	    3.338000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      69.150	    3.348000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      69.410	    3.359000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      69.910	    3.391000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      70.130	    3.401000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      70.610	    3.422000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      71.030	    3.433000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      71.150	    3.443000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      71.610	    3.464000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      72.490	    3.496000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      72.870	    3.516000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      73.290	    3.537000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      74.190	    3.567000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      74.890	    3.595000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      75.310	    3.614000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      75.710	    3.633000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      76.170	    3.654000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      76.990	    3.689000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      77.490	    3.709000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      78.170	    3.730000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      78.430	    3.751000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      79.050	    3.781000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      79.630	    3.802000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      80.150	    3.824000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      80.490	    3.835000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      80.710	    3.855000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      81.010	    3.867000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      81.590	    3.896000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      82.130	    3.918000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      82.610	    3.939000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      83.150	    3.960000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      84.470	    4.034000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      84.870	    4.055000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      85.150	    4.072000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      85.650	    4.089000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      86.030	    4.110000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      86.390	    4.131000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      86.790	    4.154000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      87.390	    4.204000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      87.410	    4.225000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      87.770	    4.246000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      88.450	    4.272000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      88.930	    4.296000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      89.320	    4.319000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      90.220	    4.339000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      91.320	    4.361000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      92.230	    4.412000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      93.150	    4.451000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      93.540	    4.470000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      94.460	    4.490000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      94.930	    4.513000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      96.060	    4.537000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      97.240	    4.562000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      97.820	    4.583000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	      99.970	    4.606000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     101.090	    4.629000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     102.500	    4.653000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     106.100	    4.698000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     107.200	    4.744000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     108.900	    4.770000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     110.300	    4.812000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     112.200	    4.866000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     114.300	    4.900000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     115.300	    5.011000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     116.700	    5.055000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     118.300	    5.101000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     119.700	    5.127000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     120.600	    5.159000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     121.100	    5.170000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     122.600	    5.224000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     124.400	    5.264000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     124.900	    5.270000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     125.300	    5.282000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     126.700	    5.300000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     128.800	    5.310000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     129.100	    5.320000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     131.500	    5.342000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     133.800	    5.363000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     134.200	    5.370000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     134.700	    5.410000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     134.800	    5.414000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     136.300	    5.435000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     137.400	    5.457000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     138.700	    5.479000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     139.800	    5.507000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     141.100	    5.549000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     142.300	    5.569000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     143.900	    5.587000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     144.200	    5.614000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     144.700	    5.624000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     146.200	    5.643000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     146.800	    5.661000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     148.100	    5.680000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     148.900	    5.700000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     150.200	    5.721000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     152.000	    5.752000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     155.200	    5.762000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     158.000	    5.794000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     159.300	    5.815000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     160.500	    5.836000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     161.400	    5.864000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     163.100	    5.893000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     164.300	    5.909000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     165.100	    5.929000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     166.500	    5.951000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     168.000	    5.981000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     170.600	    6.003000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     172.200	    6.022000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     172.800	    6.023000	By site only; depth=mcd; Leg 138 SR p 78
138	 850	B	Post Moratorium          	     175.500	    6.059000	By site only; depth=mcd; Leg 138 SR p 78
