Leg	Site	Hole	Ageprofile Fossil Group	Ageprofile Depth Top	Ageprofile Depth Base	Ageprofile Age Young	Ageprofile Age Old	Ageprofile Datum ID	Ageprofile Datum Description                                                    	Ageprofile Datum Type	Genus Subgenus                                                                  	Species Subspecies                                                              	Depth Map Type	MCD Flag	Compression Flag
182	1134	   A	                      1	               61.89	                60.07	                3.75	                3.75	                161	Reticulofenestra pseudoumbilicus                                                	LO                   	Reticulofenestra                                                                	pseudoumbilicus                                                                 	              	        	         
182	1134	   A	                      1	               61.89	                60.07	                2.55	                2.55	                111	Discoaster surculus                                                             	LO                   	Discoaster                                                                      	surculus                                                                        	              	        	         
182	1134	   A	                      4	               61.89	                60.07	                3.58	                3.58	               2925	Globorotalia margaritae                                                         	LO                   	Globorotalia                                                                    	margaritae                                                                      	              	        	         
182	1134	   A	                      4	               61.89	                60.07	                4.60	                4.60	               2601	Globorotalia cibaoensis                                                         	LO                   	Globorotalia                                                                    	cibaoensis                                                                      	              	        	         
182	1134	   A	                      1	               61.89	                60.07	                5.23	                5.23	               3325	Triquetrorhabdulus rugosus                                                      	LO                   	Triquetrorhabdulus                                                              	rugosus                                                                         	              	        	         
182	1134	   A	                      4	               61.92	                70.83	                4.50	                4.50	                666	Globorotalia puncticulata                                                       	FO                   	Globorotalia                                                                    	puncticulata                                                                    	              	        	         
182	1134	   A	                      1	               70.83	                61.92	                4.00	                4.00	                  1	Amaurolithus tricorniculatus                                                    	LO                   	Amaurolithus                                                                    	tricorniculatus                                                                 	              	        	         
182	1134	   A	                      1	               70.83	                61.92	                1.95	                1.95	                 46	Discoaster brouweri                                                             	LO                   	Discoaster                                                                      	brouweri                                                                        	              	        	         
182	1134	   A	                      1	               70.87	                80.73	                2.15	                2.15	               3280	Discoaster triradiatus                                                          	FCO                  	Discoaster                                                                      	triradiatus                                                                     	              	        	         
182	1134	   A	                      4	               70.87	                80.73	                4.50	                4.50	                681	Globorotalia crassaformis                                                       	FO                   	Globorotalia                                                                    	crassaformis                                                                    	              	        	         
182	1134	   A	                      4	               80.73	                70.87	                4.20	                4.20	                661	Zeaglobigerina nepenthes                                                        	LO                   	Zeaglobigerina                                                                  	nepenthes                                                                       	              	        	         
182	1134	   A	                      1	               90.19	                80.76	                5.60	                5.60	               1720	Discoaster quinqueramus                                                         	LO                   	Discoaster                                                                      	quinqueramus                                                                    	              	        	         
182	1134	   A	                      1	               90.22	                99.97	                8.60	                8.60	                 96	Discoaster quinqueramus                                                         	FO                   	Discoaster                                                                      	quinqueramus                                                                    	              	        	         
182	1134	   A	                      4	               99.96	                90.22	                3.09	                3.09	                566	Dentoglobigerina altispira                                                      	LO                   	Dentoglobigerina                                                                	altispira                                                                       	              	        	         
182	1134	   A	                      4	               99.99	               108.35	                6.40	                6.40	                771	Globorotalia margaritae                                                         	FO                   	Globorotalia                                                                    	margaritae                                                                      	              	        	         
182	1134	   A	                      1	              108.35	                99.99	                7.80	                7.80	               1695	Minylitha convallis                                                             	LO                   	Minylitha                                                                       	convallis                                                                       	              	        	         
182	1134	   A	                      4	              108.35	                99.99	                5.80	                5.80	                741	Globoquadrina dehiscens                                                         	LO                   	Globoquadrina                                                                   	dehiscens                                                                       	              	        	         
182	1134	   A	                      4	              108.38	               114.00	                8.30	                8.30	                831	Globigerinoides extremus                                                        	FO                   	Globigerinoides                                                                 	extremus                                                                        	              	        	         
182	1134	   A	                      4	              108.38	               114.00	                7.80	                7.80	                816	Globorotalia cibaoensis                                                         	FO                   	Globorotalia                                                                    	cibaoensis                                                                      	              	        	         
182	1134	   A	                      4	              108.38	               114.00	               11.80	               11.80	                866	Zeaglobigerina nepenthes                                                        	FO                   	Zeaglobigerina                                                                  	nepenthes                                                                       	              	        	         
182	1134	   A	                      4	              108.38	               114.00	                8.30	                8.30	                836	Globorotalia plesiotumida                                                       	FO                   	Globorotalia                                                                    	plesiotumida                                                                    	              	        	         
182	1134	   A	                      1	              108.38	               114.00	                9.50	                9.50	               1675	Minylitha convallis                                                             	FO                   	Minylitha                                                                       	convallis                                                                       	              	        	         
182	1134	   A	                      4	              130.94	               126.17	               12.30	               12.30	                901	Tenuitella minutissima                                                          	LO                   	Tenuitella                                                                      	minutissima                                                                     	              	        	         
182	1134	   A	                      1	              144.17	               137.74	               13.60	               13.60	               1645	Sphenolithus heteromorphus                                                      	LO                   	Sphenolithus                                                                    	heteromorphus                                                                   	              	        	         
182	1134	   A	                      1	              144.20	               147.10	               13.20	               13.20	               1650	Triquetrorhabdulus rugosus                                                      	FO                   	Triquetrorhabdulus                                                              	rugosus                                                                         	              	        	         
182	1134	   A	                      4	              144.20	               147.10	               15.10	               15.10	                956	Orbulina suturalis                                                              	FO                   	Orbulina                                                                        	suturalis                                                                       	              	        	         
182	1134	   A	                      1	              147.13	               162.84	               18.20	               18.20	               1640	Sphenolithus heteromorphus                                                      	FO                   	Sphenolithus                                                                    	heteromorphus                                                                   	              	        	         
182	1134	   A	                      1	              162.84	               147.14	               18.30	               18.30	                176	Sphenolithus belemnos                                                           	LO                   	Sphenolithus                                                                    	belemnos                                                                        	              	        	         
182	1134	   A	                      1	              162.87	               170.13	               19.20	               19.20	               1635	Sphenolithus belemnos                                                           	FO                   	Sphenolithus                                                                    	belemnos                                                                        	              	        	         
182	1134	   A	                      4	              170.13	               162.87	               23.80	               23.80	               1081	Globigerina euapertura                                                          	LO                   	Globigerina                                                                     	euapertura                                                                      	              	        	         
182	1134	   A	                      4	              170.13	               162.87	               22.80	               22.80	               1066	Globoquadrina globularis                                                        	LO                   	Globoquadrina                                                                   	globularis                                                                      	              	        	         
182	1134	   A	                      4	              191.80	               197.84	               29.70	               29.70	               1136	Tenuitellinata juvenilis                                                        	FO                   	Tenuitellinata                                                                  	juvenilis                                                                       	              	        	         
182	1134	   A	                      1	              224.05	               215.22	               10.80	               10.80	               1665	Coccolithus miopelagicus                                                        	LO                   	Coccolithus                                                                     	miopelagicus                                                                    	              	        	         
182	1134	   A	                      4	              224.08	               238.65	               23.20	               23.20	               1071	Globoquadrina dehiscens                                                         	FO                   	Globoquadrina                                                                   	dehiscens                                                                       	              	        	         
182	1134	   A	                      4	              238.64	               224.08	               17.30	               17.30	               1016	Catapsydrax dissimilis                                                          	LO                   	Catapsydrax                                                                     	dissimilis                                                                      	              	        	         
182	1134	   A	                      1	              238.64	               224.08	               23.70	               23.70	               1610	Sphenolithus capricornutus                                                      	LO                   	Sphenolithus                                                                    	capricornutus                                                                   	              	        	         
182	1134	   A	                      1	              238.64	               224.08	               23.90	               23.90	               1315	Dictyococcites bisectus                                                         	LO                   	Dictyococcites                                                                  	bisectus                                                                        	              	        	         
182	1134	   A	                      4	              253.08	               243.44	               27.10	               27.10	               1111	Paragloborotalia opima opima                                                    	LO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
182	1134	   A	                      1	              253.08	               243.44	               24.50	               24.50	               1770	Zygrhablithus bijugatus                                                         	LO                   	Zygrhablithus                                                                   	bijugatus                                                                       	              	        	         
182	1134	   A	                      4	              253.11	               262.72	               30.60	               30.60	               1151	Paragloborotalia opima opima                                                    	FO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
182	1134	   A	                      4	              262.72	               253.11	               28.50	               28.50	               1126	Chiloguembelina cubensis                                                        	LCO                  	Chiloguembelina                                                                 	cubensis                                                                        	              	        	         
182	1134	   A	                      1	              262.72	               253.11	               26.10	               26.10	               1760	Chiasmolithus altus                                                             	LO                   	Chiasmolithus                                                                   	altus                                                                           	              	        	         
182	1134	   A	                      1	              291.40	               281.99	               31.80	               30.50	               1735	Isthmolithus recurvus                                                           	LO                   	Isthmolithus                                                                    	recurvus                                                                        	              	        	         
182	1134	   A	                      1	              291.40	               281.99	               32.80	               32.80	                 31	Coccolithus formosus                                                            	LO                   	Coccolithus                                                                     	formosus                                                                        	              	        	         
182	1134	   A	                      1	              291.40	               281.99	               32.80	               32.80	                 31	Coccolithus formosus                                                            	LO                   	Coccolithus                                                                     	formosus                                                                        	              	        	         
182	1134	   A	                      4	              291.40	               281.99	               30.00	               30.00	               1141	Subbotina angiporoides                                                          	LO                   	Subbotina                                                                       	angiporoides                                                                    	              	        	         
182	1134	   A	                      4	              304.51	               291.42	               24.30	               24.30	               1091	Tenuitella gemma                                                                	LO                   	Tenuitella                                                                      	gemma                                                                           	              	        	         
182	1134	   A	                      4	              304.51	               291.42	               21.40	               21.40	               1036	Tenuitella munda                                                                	LO                   	Tenuitella                                                                      	munda                                                                           	              	        	         
182	1134	   A	                      1	              304.51	               291.42	               32.30	               32.30	                166	Reticulofenestra umbilicus                                                      	LO                   	Reticulofenestra                                                                	umbilica                                                                        	              	        	         
182	1134	   A	                      4	              310.93	               304.55	               34.30	               34.30	               1181	Globigerinatheka index                                                          	LO                   	Globigerinatheka                                                                	index                                                                           	              	        	         
182	1134	   A	                      4	              310.93	               304.55	               37.70	               37.70	               1216	Subbotina linaperta                                                             	LO                   	Subbotina                                                                       	linaperta                                                                       	              	        	         
182	1134	   A	                      1	              322.12	               332.17	               36.00	               36.00	                146	Isthmolithus recurvus                                                           	FO                   	Isthmolithus                                                                    	recurvus                                                                        	              	        	         
182	1134	   A	                      1	              332.16	               322.11	               34.30	               34.30	               1845	Discoaster barbadiensis                                                         	LO                   	Discoaster                                                                      	barbadiensis                                                                    	              	        	         
182	1134	   A	                      1	              332.16	               322.11	               35.00	               35.00	               2365	Cribrocentrum reticulatum                                                       	LO                   	Cribrocentrum                                                                   	reticulatum                                                                     	              	        	         
182	1134	   A	                      1	              361.94	               368.40	               38.00	               38.00	               1825	Dictyococcites bisectus                                                         	FO                   	Dictyococcites                                                                  	bisectus                                                                        	              	        	         
182	1134	   A	                      1	              361.94	               368.40	               37.00	               37.00	                 21	Chiasmolithus oamaruensis                                                       	FO                   	Chiasmolithus                                                                   	oamaruensis                                                                     	              	        	         
182	1134	   A	                      1	              361.94	               368.40	               42.00	               42.00	               2360	Cribrocentrum reticulatum                                                       	FO                   	Cribrocentrum                                                                   	reticulatum                                                                     	              	        	         
182	1134	   A	                      1	              368.40	               361.95	               40.40	               40.40	                 26	Chiasmolithus solitus                                                           	LO                   	Chiasmolithus                                                                   	solitus                                                                         	              	        	         
182	1134	   A	                      1	              368.40	               361.95	               37.10	               37.10	               1830	Chiasmolithus grandis                                                           	LO                   	Chiasmolithus                                                                   	grandis                                                                         	              	        	         
182	1134	   B	                      4	              160.21	               153.26	               21.50	               21.50	               4040	Paragloborotalia kugleri                                                        	LO                   	Paragloborotalia                                                                	kugleri                                                                         	              	        	         
182	1134	   B	                      4	              160.21	               153.26	                5.80	                5.80	                741	Globoquadrina dehiscens                                                         	LO                   	Globoquadrina                                                                   	dehiscens                                                                       	              	        	         
182	1134	   B	                      4	              160.24	               170.34	               23.80	               23.80	               1086	Paragloborotalia kugleri                                                        	FO                   	Paragloborotalia                                                                	kugleri                                                                         	              	        	         
182	1134	   B	                      4	              221.33	               208.16	               23.80	               23.80	               1081	Globigerina euapertura                                                          	LO                   	Globigerina                                                                     	euapertura                                                                      	              	        	         
182	1134	   B	                      4	              221.33	               208.16	               27.10	               27.10	               1111	Paragloborotalia opima opima                                                    	LO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
182	1134	   B	                      4	              221.36	               225.37	               30.60	               30.60	               1151	Paragloborotalia opima opima                                                    	FO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
182	1134	   B	                      4	              221.36	               225.37	               23.20	               23.20	               1071	Globoquadrina dehiscens                                                         	FO                   	Globoquadrina                                                                   	dehiscens                                                                       	              	        	         
184	1143	   A	                      1	               22.32	                31.75	                0.26	                0.26	               3225	Emiliania huxleyi                                                               	FO                   	Emiliania                                                                       	huxleyi                                                                         	              	        	         
184	1143	   A	                      1	               31.75	                22.32	                0.46	                0.46	               3230	Pseudoemiliania lacunosa                                                        	LO                   	Pseudoemiliania                                                                 	lacunosa                                                                        	              	        	         
184	1143	   A	                      4	               31.80	                41.20	                4.50	                4.50	                681	Globorotalia crassaformis                                                       	FO                   	Globorotalia                                                                    	crassaformis                                                                    	              	        	         
184	1143	   A	                      1	               50.93	                41.25	                0.88	                0.88	               4120	Reticulofenestra asanoi                                                         	LO                   	Reticulofenestra                                                                	asanoi                                                                          	              	        	         
184	1143	   A	                      1	               50.98	                59.94	                1.06	                1.06	               3990	Reticulofenestra asanoi                                                         	FO                   	Reticulofenestra                                                                	asanoi                                                                          	              	        	         
184	1143	   A	                      4	               88.84	                79.21	                1.77	                1.77	               2495	Globigerinoides fistulosus                                                      	LO                   	Globigerinoides                                                                 	fistulosus                                                                      	              	        	         
184	1143	   A	                      1	               88.84	                79.21	                1.67	                1.67	               3265	Calcidiscus macintyrei                                                          	LO                   	Calcidiscus                                                                     	macintyrei                                                                      	              	        	         
184	1143	   A	                      4	               88.89	                98.25	                2.00	                2.00	               5710	Globorotalia truncatulinoides                                                   	FO                   	Globorotalia                                                                    	truncatulinoides                                                                	              	        	         
184	1143	   A	                      4	               88.89	                98.25	                3.33	                3.33	               4860	Globigerinoides fistulosus                                                      	FO                   	Globigerinoides                                                                 	fistulosus                                                                      	              	        	         
184	1143	   A	                      1	               98.25	                88.89	                1.95	                1.95	                 46	Discoaster brouweri                                                             	LO                   	Discoaster                                                                      	brouweri                                                                        	              	        	         
184	1143	   A	                      1	               98.25	                88.89	                1.25	                1.25	               3260	Helicosphaera sellii                                                            	LO                   	Helicosphaera                                                                   	sellii                                                                          	              	        	         
184	1143	   A	                      4	               98.25	                88.89	                3.09	                3.09	                556	Globorotalia multicamerata                                                      	LO                   	Globorotalia                                                                    	multicamerata                                                                   	              	        	         
184	1143	   A	                      1	               98.25	                88.89	                2.45	                2.45	                 86	Discoaster pentaradiatus                                                        	LO                   	Discoaster                                                                      	pentaradiatus                                                                   	              	        	         
184	1143	   A	                      1	              107.79	                98.33	                2.83	                2.83	               3300	Discoaster tamalis                                                              	LO                   	Discoaster                                                                      	tamalis                                                                         	              	        	         
184	1143	   A	                      4	              107.79	                98.33	                0.65	                0.65	               2475	Globorotalia tosaensis                                                          	LO                   	Globorotalia                                                                    	tosaensis                                                                       	              	        	         
184	1143	   A	                      1	              117.05	               107.85	                2.52	                2.52	               3290	Discoaster surculus                                                             	LO                   	Discoaster                                                                      	surculus                                                                        	              	        	         
184	1143	   A	                      4	              126.67	               135.49	                5.20	                5.20	                696	Sphaeroidinella dehiscens                                                       	FO                   	Sphaeroidinella                                                                 	dehiscens                                                                       	              	        	         
184	1143	   A	                      4	              135.48	               126.67	                3.09	                3.09	                566	Dentoglobigerina altispira                                                      	LO                   	Dentoglobigerina                                                                	altispira                                                                       	              	        	         
184	1143	   A	                      4	              135.48	               126.67	                1.77	                1.77	                451	Globigerinoides extremus                                                        	LO                   	Globigerinoides                                                                 	extremus                                                                        	              	        	         
184	1143	   A	                      4	              135.52	               145.87	                3.35	                3.35	               4865	Globorotalia tosaensis                                                          	FO                   	Globorotalia                                                                    	tosaensis                                                                       	              	        	         
184	1143	   A	                      4	              145.87	               135.52	                3.12	                3.12	                576	Sphaeroidinellopsis seminulina                                                  	LO                   	Sphaeroidinellopsis                                                             	seminulina                                                                      	              	        	         
184	1143	   A	                      1	              154.64	               145.92	                3.75	                3.75	                161	Reticulofenestra pseudoumbilicus                                                	LO                   	Reticulofenestra                                                                	pseudoumbilicus                                                                 	              	        	         
184	1143	   A	                      4	              154.64	               145.92	                3.58	                3.58	               2925	Globorotalia margaritae                                                         	LO                   	Globorotalia                                                                    	margaritae                                                                      	              	        	         
184	1143	   A	                      1	              154.74	               164.27	                2.15	                2.15	               3280	Discoaster triradiatus                                                          	FCO                  	Discoaster                                                                      	triradiatus                                                                     	              	        	         
184	1143	   A	                      1	              164.42	               173.53	                5.23	                5.23	               3320	Ceratolithus rugosus                                                            	FO                   	Ceratolithus                                                                    	rugosus                                                                         	              	        	         
184	1143	   A	                      4	              182.92	               173.64	                4.53	                4.53	               4880	Sphaeroidinellopsis kochi                                                       	LO                   	Sphaeroidinellopsis                                                             	kochi                                                                           	              	        	         
184	1143	   A	                      1	              182.92	               173.64	                4.00	                4.00	                  1	Amaurolithus tricorniculatus                                                    	LO                   	Amaurolithus                                                                    	tricorniculatus                                                                 	              	        	         
184	1143	   A	                      1	              190.40	               183.02	                5.05	                5.05	               3315	Ceratolithus acutus                                                             	LO                   	Ceratolithus                                                                    	acutus                                                                          	              	        	         
184	1143	   A	                      1	              211.63	               202.49	                5.54	                5.54	               3335	Discoaster quinqueramus                                                         	LO                   	Discoaster                                                                      	quinqueramus                                                                    	              	        	         
184	1143	   A	                      4	              215.31	               211.73	                3.22	                3.22	               4850	Globorotalia cibaoensis                                                         	LO                   	Globorotalia                                                                    	cibaoensis                                                                      	              	        	         
184	1143	   A	                      1	              230.85	               215.38	                5.23	                5.23	               3325	Triquetrorhabdulus rugosus                                                      	LO                   	Triquetrorhabdulus                                                              	rugosus                                                                         	              	        	         
184	1143	   A	                      4	              230.92	               234.17	                5.60	                5.60	                706	Globorotalia tumida                                                             	FO                   	Globorotalia                                                                    	tumida                                                                          	              	        	         
184	1143	   A	                      1	              234.17	               230.92	                5.90	                5.90	               1715	Amaurolithus amplificus                                                         	LO                   	Amaurolithus                                                                    	amplificus                                                                      	              	        	         
184	1143	   A	                      4	              259.60	               249.01	                1.58	                1.58	               4785	Neogloboquadrina acostaensis                                                    	LO                   	Neogloboquadrina                                                                	acostaensis                                                                     	              	        	         
184	1143	   A	                      4	              259.67	               269.20	                6.09	                6.09	               4895	Globorotalia margaritae                                                         	FO                   	Globorotalia                                                                    	margaritae                                                                      	              	        	         
184	1143	   A	                      4	              259.67	               269.20	                6.20	                6.20	               4900	Globigerinoides conglobatus                                                     	FO                   	Globigerinoides                                                                 	conglobatus                                                                     	              	        	         
