Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
190	1178	A	    32° 44'N	      134° 29'E	   07/08/00 0845	     07/11/00 1430	                 3: 5:45	         1741.7	              HX	                  44	                     410.8	                      410.8	               	                340.19	                82.8	
190	1178	B	    32° 44'N	      134° 29'E	   07/11/00 1430	     07/15/00 1325	                 3:22:55	         1741.7	              RW	                  31	                     679.2	                      284.2	          395.0	                165.96	                58.4	
191	1179	A	    41° 5'N	      159° 58'E	   07/25/00 2215	     07/26/00 1615	                 0:18: 0	         5565.5	               H	                   1	                      10.0	                       10.0	               	                 10.07	               100.7	
191	1179	B	    41° 5'N	      159° 58'E	   07/26/00 1615	     07/27/00 0400	                 0:11:45	         5563.9	               H	                   6	                      55.1	                       55.1	               	                 55.89	               101.4	
191	1179	C	    41° 5'N	      159° 58'E	   07/27/00 0400	     07/30/00 0230	                 2:22:30	         5563.9	              HX	                  27	                     292.9	                      249.9	           43.0	                246.89	                98.8	
191	1179	D	    41° 5'N	      159° 58'E	   07/30/00 0230	     08/06/00 1150	                 7: 9:20	         5566.0	               R	                  22	                     475.0	                      194.0	          281.0	                 50.36	                26.0	
191	1179	E	    41° 5'N	      159° 58'E	   08/06/00 1150	     08/25/00 0845	                18:20:55	         5565.9	                	                   1	                     399.0	                           	          399.0	                      	                    	
191	1180	A	    14° 19'N	      144° 48'E	   09/03/00 2200	     09/04/00 1345	                 0:15:45	         2157.0	                	                   1	                       5.0	                           	            5.0	                      	                    	
191	1180	B	    14° 20'N	      144° 48'E	   09/04/00 1349	     09/04/00 1415	                 0: 0:26	         2157.0	                	                   1	                       8.0	                           	            8.0	                      	                    	
191	1180	C	    14° 19'N	      144° 45'E	   09/04/00 1415	     09/04/00 1600	                 0: 1:45	         2132.0	                	                   1	                       3.0	                           	            3.0	                      	                    	
191	1181	A	    14° 19'N	      144° 48'E	   09/04/00 2315	     09/05/00 0130	                 0: 2:15	          995.0	                	                   1	                       3.0	                           	            3.0	                      	                    	
191	1181	B	    14° 19'N	      144° 48'E	   09/05/00 0130	     09/05/00 0330	                 0: 2: 0	          981.0	                	                   1	                       3.0	                           	            3.0	                      	                    	
191	1181	C	    14° 19'N	      144° 48'E	   09/05/00 0330	     09/05/00 1015	                 0: 6:45	          970.0	                	                   1	                       3.0	                           	            3.0	                      	                    	
191	1182	A	    12° 57'N	      143° 37'E	   09/06/00 0200	     09/06/00 0900	                 0: 7: 0	         2874.0	                	                   1	                       2.0	                           	            2.0	                      	                    	
191	1182	B	    12° 57'N	      143° 37'E	   09/06/00 0900	     09/06/00 0930	                 0: 0:30	         2878.0	                	                   1	                       1.5	                           	            1.5	                      	                    	
191	1182	C	    12° 57'N	      143° 37'E	   09/06/00 0930	     09/06/00 1515	                 0: 5:45	         2878.0	                	                   1	                       5.0	                           	            5.0	                      	                    	
191	1182	D	    12° 57'N	      143° 37'E	   09/06/00 1515	     09/07/00 0200	                 0:10:45	         2877.0	                	                   1	                       3.0	                           	            3.0	                      	                    	
191	1182	E	    12° 57'N	      143° 37'E	   09/07/00 0200	     09/07/00 1100	                 0: 9: 0	         2870.0	                	                   1	                       4.5	                           	            4.5	                      	                    	
191	1182	F	    12° 57'N	      143° 37'E	   09/07/00 1100	     09/07/00 1445	                 0: 3:45	         2872.0	                	                   1	                       3.8	                           	            3.8	                      	                    	
191	1182	G	    12° 57'N	      143° 37'E	   09/07/00 1445	     09/08/00 0715	                 0:16:30	         2873.0	                	                   1	                       5.0	                           	            5.0	                      	                    	
192	1183	A	     1° 11'S	      157° 1'E	   09/18/00 0645	     09/29/00 1430	                11: 7:46	         1804.7	              RW	                  68	                    1211.1	                      583.8	          627.3	                260.69	                44.7	
192	1184	A	     5° 1'S	      164° 14'E	   10/01/00 1346	     10/09/00 0530	                 7:15:45	         1661.5	              RW	                  46	                     538.8	                      404.4	          134.4	                328.76	                81.3	
192	1185	A	     0° 21'S	      161° 40'E	   10/10/00 1036	     10/12/00 1600	                 2: 5:25	         3898.9	              RW	                  11	                     328.7	                       78.1	          250.6	                 24.99	                32.0	
192	1185	B	     0° 21'S	      161° 40'E	   10/12/00 1600	     10/22/00 0515	                 9:13:15	         3898.9	              RW	                  29	                     526.1	                      218.1	          308.0	                 92.17	                42.3	
192	1186	A	     0° 41'S	      159° 51'E	   10/22/00 1340	     10/28/00 2115	                 6: 7:35	         2728.9	              RW	                  39	                    1034.0	                      336.6	          697.4	                 88.68	                26.3	
192	1187	A	     0° 57'N	      161° 27'E	   10/29/00 1112	     11/03/00 0330	                 4:16:19	         3803.6	              RW	                  16	                     508.3	                      142.8	          365.5	                103.62	                72.6	
193	1188	A	     3° 44'S	      151° 40'E	   11/18/00 1730	     11/22/00 0830	                 3:15: 0	         1640.2	               R	                  23	                     211.6	                      211.6	               	                 21.93	                10.4	
193	1188	B	     3° 44'S	      151° 40'E	   12/21/00 2115	     12/22/00 0745	                 0:10:30	         1642.1	               Z	                   1	                      72.0	                        0.0	           72.0	                  0.15	                    	
193	1188	C	     3° 44'S	      151° 40'E	   11/29/00 1100	     11/30/00 0700	                 0:20: 0	         1643.1	                	                   1	                      44.0	                           	           44.0	                      	                    	
193	1188	D	     3° 44'S	      151° 40'E	   11/30/00 0700	     11/30/00 1630	                 0: 9:30	         1634.1	                	                   1	                      15.0	                           	           15.0	                      	                    	
193	1188	E	     3° 44'S	      151° 40'E	   11/30/00 1630	     12/01/00 0245	                 0:10:15	         1641.1	                	                   1	                      16.0	                           	           16.0	                      	                    	
193	1188	F	     3° 44'S	      151° 40'E	   12/29/00 1515	     12/30/00 0400	                 0:12:45	         1641.7	              GZ	                  47	                     386.7	                      168.7	          218.0	                 30.89	                18.3	
193	1189	A	     3° 43'S	      151° 40'E	   11/22/00 0830	     11/23/00 2045	                 1:12:15	         1690.2	               R	                  13	                     125.8	                      125.8	               	                  8.58	                 6.8	
193	1189	B	     3° 43'S	      151° 41'E	   12/22/00 0745	     12/26/00 1700	                 4: 9:15	         1681.7	               R	                  18	                     206.0	                      175.0	           31.0	                 13.69	                 7.8	
193	1189	C	     3° 43'S	      151° 41'E	   12/30/00 1645	     12/30/00 2130	                 0: 4:45	         1688.6	                	                   1	                     166.0	                           	          166.0	                      	                    	
193	1190	A	     3° 43'S	      151° 41'E	   11/23/00 2045	     11/24/00 0615	                 0: 9:30	         1703.1	               R	                   1	                       9.1	                        9.1	               	                  0.03	                 0.3	
193	1190	B	     3° 43'S	      151° 41'E	   11/24/00 0615	     11/24/00 1100	                 0: 4:45	         1701.1	              RW	                   2	                      10.1	                        8.6	            1.5	                  0.25	                 2.9	
193	1190	C	     3° 43'S	      151° 41'E	   11/24/00 1100	     11/25/00 0530	                 0:18:30	         1696.1	               R	                   3	                      17.2	                       17.2	               	                  0.40	                 2.3	
193	1191	A	     3° 44'S	      151° 40'E	   11/27/00 1400	     11/29/00 1100	                 1:21: 0	         1694.1	               R	                   3	                      20.1	                       20.1	               	                  3.36	                16.7	
194	1192	A	    20° 34'S	      152° 24'E	   01/09/01 1720	     01/11/01 0855	                 1:15:36	          374.4	              HM	                  30	                     242.5	                      242.5	               	                243.46	               100.4	
194	1192	B	    20° 34'S	      152° 24'E	   01/11/01 0855	     01/12/01 1700	                 1: 8: 6	          376.5	             HMX	                  22	                     355.5	                      178.0	          177.5	                105.11	                59.1	
194	1193	A	    20° 15'S	      151° 48'E	   01/12/01 2000	     01/17/01 1205	                 4:16: 6	          348.3	              HX	                  84	                     515.0	                      515.0	               	                173.99	                33.8	
194	1193	B	    20° 15'S	      151° 48'E	   01/17/01 1205	     01/20/01 1515	                 3: 3:10	          348.3	              RZ	                  21	                     138.0	                      103.0	           35.0	                 12.77	                12.4	
194	1193	C	    20° 14'S	      151° 48'E	   01/20/01 1515	     01/22/01 2100	                 2: 5:45	          348.3	               R	                   8	                     548.5	                       73.6	          474.9	                 21.07	                28.6	
194	1194	A	    20° 15'S	      151° 59'E	   01/22/01 2253	     01/23/01 2340	                 1: 0:48	          373.9	              HX	                  20	                     169.9	                      169.9	               	                126.18	                74.3	
194	1194	B	    20° 15'S	      151° 59'E	   01/23/01 2340	     01/26/01 0245	                 2: 3: 5	          373.9	              RW	                  34	                     427.1	                      317.1	          110.0	                 89.22	                28.1	
194	1195	A	    20° 24'S	      152° 40'E	   01/26/01 0759	     01/26/01 1845	                 0:10:46	          419.9	               H	                   9	                      80.7	                       80.7	               	                 79.27	                98.2	
194	1195	B	    20° 24'S	      152° 40'E	   01/26/01 1845	     01/29/01 2100	                 3: 2:15	          419.2	              HX	                  55	                     521.2	                      521.2	               	                399.34	                76.6	
194	1196	A	    21° 0'S	      152° 52'E	   01/30/01 0139	     02/04/01 0800	                 5: 6:21	          304.2	               R	                  70	                     672.2	                      672.2	               	                 86.37	                12.8	
194	1196	B	    21° 0'S	      152° 52'E	   02/11/01 0545	     02/13/01 1700	                 2:11:15	          304.2	              RZ	                  51	                     265.3	                      265.3	               	                 29.37	                11.1	
194	1197	A	    21° 5'S	      153° 4'E	   02/06/01 0711	     02/07/01 1345	                 1: 6:34	          348.3	              HX	                  23	                     203.8	                      203.8	               	                 56.16	                27.6	
194	1197	B	    21° 5'S	      153° 4'E	   02/13/01 1900	     02/17/01 2330	                 4: 4:30	          348.3	               R	                  65	                     674.9	                      624.9	           50.0	                213.64	                34.2	
194	1198	A	    20° 58'S	      152° 44'E	   02/07/01 1636	     02/08/01 1800	                 1: 1:24	          319.4	              HX	                  27	                     251.5	                      251.5	               	                210.25	                83.6	
194	1198	B	    20° 58'S	      152° 44'E	   02/08/01 1800	     02/11/01 0425	                 2:10:26	          319.4	               R	                  34	                     522.6	                      326.9	          195.7	                116.64	                35.7	
194	1199	A	    20° 59'S	      152° 55'E	   02/18/01 0705	     02/22/01 1415	                 4: 7:10	          315.7	               R	                  45	                     419.5	                      419.5	               	                 92.16	                22.0	
195	1200	A	    13° 47'N	      146° 0'E	   03/10/01 2100	     03/13/01 1535	                 2:18:36	         2910.3	              GR	                  17	                     147.2	                      147.2	               	                 13.82	                 9.4	
195	1200	B	    13° 47'N	      146° 0'E	   03/13/01 1535	     03/14/01 1430	                 0:22:55	         2911.3	               W	                   2	                      98.0	                           	           98.0	                  3.36	                    	
195	1200	C	    13° 47'N	      146° 0'E	   03/14/01 1430	     03/26/01 0500	                11:14:31	         2932.1	               M	                   1	                     140.0	                        0.0	          140.0	                      	                    	
195	1200	D	    13° 47'N	      146° 0'E	   03/26/01 0500	     03/27/01 1230	                 1: 7:30	         2931.0	               H	                  11	                      44.4	                       21.9	           22.5	                 22.00	               100.5	
195	1200	E	    13° 47'N	      146° 0'E	   03/27/01 1230	     03/28/01 1115	                 0:22:46	         2911.0	              HX	                  10	                      56.4	                       54.4	            2.0	                 38.06	                70.0	
195	1200	F	    13° 47'N	      146° 0'E	   03/28/01 1115	     03/29/01 0200	                 0:14:45	         2911.0	               H	                   3	                      16.3	                       16.3	               	                 16.28	                99.9	
195	1201	A	    19° 18'N	      135° 6'E	   03/31/01 1600	     04/01/01 1545	                 0:23:45	         5709.9	               H	                   1	                       1.6	                        1.6	               	                  1.49	                93.1	
195	1201	B	    19° 18'N	      135° 6'E	   04/01/01 1545	     04/02/01 1815	                 1: 2:31	         5710.2	              HX	                  11	                      90.3	                       90.3	               	                 65.91	                73.0	
195	1201	C	    19° 18'N	      135° 6'E	   04/02/01 1815	     04/03/01 1715	                 0:23: 0	         5709.8	               H	                   6	                      48.1	                       48.1	               	                 49.51	               102.9	
195	1201	D	    19° 18'N	      135° 6'E	   04/05/01 0715	     04/14/01 0130	                 8:18:16	         5708.7	               R	                  55	                     600.0	                      519.6	           80.4	                406.79	                78.3	
195	1201	E	    19° 18'N	      135° 6'E	   04/14/01 0130	     04/25/01 1100	                11: 9:30	         5710.0	               W	                   2	                     580.0	                           	          580.0	                      	                    	
195	1202	A	    24° 48'N	      122° 30'E	   04/28/01 0254	     04/28/01 1900	                 0:16: 6	         1274.1	               H	                  13	                     119.5	                      119.5	               	                127.14	               106.4	
195	1202	B	    24° 48'N	      122° 30'E	   04/28/01 1900	     04/29/01 0445	                 0: 9:45	         1274.1	              HX	                  16	                     140.5	                      140.5	               	                143.28	               102.0	
195	1202	C	    24° 48'N	      122° 30'E	   04/29/01 0445	     04/29/01 1215	                 0: 7:30	         1273.6	               H	                  11	                      97.5	                       97.5	               	                102.56	               105.2	
195	1202	D	    24° 48'N	      122° 30'E	   04/29/01 1215	     05/02/01 0000	                 2:11:45	         1275.1	              HX	                  44	                     410.0	                      410.0	               	                321.62	                78.4	
196	 808	H	    32° 21'N	      134° 57'E	   05/18/01 1937	     05/20/01 1910	                 1:23:33	         4675.1	                	                   1	                     126.7	                           	          126.7	                      	                    	
196	 808	I	    32° 21'N	      134° 57'E	   06/14/01 0130	     06/28/01 1945	                14:18:16	         4675.1	                	                   1	                    1057.6	                           	         1057.6	                      	                    	
196	1173	B	    32° 15'N	      135° 1'E	   06/29/01 0400	     06/29/01 2215	                 0:18:16	         4791.1	               R	                   3	                     756.6	                       19.5	          737.1	                  5.19	                26.6	
196	1173	C	    32° 15'N	      135° 1'E	   05/17/01 2135	     05/18/01 1655	                 0:19:21	         4791.1	                	                   1	                     175.0	                           	          175.0	                      	                    	
197	1203	A	    50° 57'N	      167° 44'E	   07/11/01 1715	     07/25/01 0730	                13:14:15	         2593.5	               R	                  68	                     914.6	                      614.6	          300.0	                333.91	                54.3	
197	1204	A	    51° 12'N	      167° 46'E	   07/25/01 1534	     07/28/01 1500	                 2:23:27	         2371.0	               R	                  14	                     880.3	                      118.4	          761.9	                 55.86	                47.2	
197	1204	B	    51° 12'N	      167° 46'E	   07/28/01 1500	     08/01/01 2100	                 4: 6: 0	         2370.0	               R	                  17	                     954.5	                      143.8	          810.7	                 55.93	                38.9	
197	1205	A	    41° 20'N	      170° 23'E	   08/04/01 0632	     08/12/01 0600	                 7:23:29	         1309.9	               R	                  45	                     326.0	                      326.0	               	                165.62	                50.8	
197	1206	A	    34° 56'N	      172° 9'E	   08/13/01 2216	     08/20/01 2230	                 7: 0:14	         1545.7	              RW	                  45	                     335.2	                      278.2	           57.0	                143.73	                51.7	
198	1207	A	    37° 47'N	      162° 45'E	   09/05/01 1915	     09/09/01 0015	                 3: 5: 0	         3100.8	             HNX	                  29	                     256.6	                      223.0	           33.6	                213.62	                95.8	
198	1207	B	    37° 47'N	      162° 45'E	   09/09/01 0015	     09/13/01 2330	                 4:22:15	         3100.7	               R	                  49	                     622.8	                      465.8	          157.0	                 60.22	                12.9	
198	1208	A	    36° 8'N	      158° 12'E	   09/14/01 2315	     09/17/01 1330	                 2:14:15	         3345.7	              HX	                  42	                     392.3	                      392.3	               	                345.89	                88.2	
198	1209	A	    32° 39'N	      158° 30'E	   09/18/01 0800	     09/19/01 1335	                 1: 5:36	         2387.2	              HX	                  28	                     259.6	                      259.6	               	                262.27	               101.0	
198	1209	B	    32° 39'N	      158° 30'E	   09/19/01 1335	     09/21/01 0710	                 1:17:36	         2387.4	               H	                  33	                     298.0	                      297.6	            0.4	                303.17	               101.9	
198	1209	C	    32° 39'N	      158° 30'E	   09/21/01 0710	     09/23/01 0430	                 1:21:21	         2387.4	              HX	                  23	                     307.5	                      202.2	          105.3	                200.60	                99.2	
198	1210	A	    32° 13'N	      158° 16'E	   09/23/01 0750	     09/24/01 1415	                 1: 6:25	         2573.5	               H	                  27	                     242.4	                      241.4	            1.0	                249.30	               103.3	
198	1210	B	    32° 13'N	      158° 16'E	   09/24/01 1415	     09/27/01 0000	                 2: 9:45	         2573.2	               H	                  42	                     377.0	                      365.5	           11.5	                376.36	               103.0	
198	1211	A	    32° 0'N	      157° 51'E	   09/27/01 0225	     09/28/01 0610	                 1: 3:45	         2907.5	               H	                  18	                     158.9	                      158.9	               	                162.72	               102.4	
198	1211	B	    32° 0'N	      157° 51'E	   09/28/01 0610	     09/29/01 0630	                 1: 0:21	         2906.2	               H	                  19	                     169.9	                      168.3	            1.6	                181.90	               108.1	
198	1211	C	    32° 0'N	      157° 51'E	   10/10/01 1745	     10/12/01 0130	                 1: 7:46	         2906.9	               H	                  15	                     138.3	                      138.3	               	                140.87	               101.9	
198	1212	A	    32° 27'N	      157° 43'E	   09/29/01 1000	     09/30/01 0255	                 0:16:55	         2682.5	               H	                  13	                     101.6	                      101.6	               	                116.94	               115.1	
198	1212	B	    32° 27'N	      157° 43'E	   09/30/01 0255	     10/01/01 2330	                 1:20:36	         2680.6	               H	                  27	                     207.6	                      192.8	           14.8	                180.50	                93.6	
198	1213	A	    31° 35'N	      157° 18'E	   10/02/01 0600	     10/04/01 0300	                 1:21: 0	         3882.8	               R	                  21	                     198.9	                      198.9	               	                 43.09	                21.7	
198	1213	B	    31° 35'N	      157° 18'E	   10/04/01 0300	     10/09/01 1900	                 5:16: 1	         3882.6	               R	                  33	                     494.4	                      304.7	          189.7	                 60.46	                19.8	
198	1214	A	    31° 52'N	      157° 29'E	   10/12/01 0415	     10/15/01 0030	                 2:20:15	         3401.6	               R	                  25	                     235.9	                      235.9	               	                 16.49	                 7.0	
199	1215	A	    26° 2'N	      147° 56'W	   10/30/01 2144	     10/31/01 1030	                 0:12:46	         5395.6	              HX	                  10	                      75.4	                       75.4	               	                 68.27	                90.5	
199	1215	B	    26° 2'N	      147° 56'W	   10/31/01 1030	     11/02/01 1830	                 2: 8: 0	         5395.3	              HX	                  11	                      82.8	                       82.8	               	                 58.95	                71.2	
199	1216	A	    21° 27'N	      139° 29'W	   11/05/01 2130	     11/07/01 0230	                 1: 5: 0	         5152.5	              HX	                  11	                      62.2	                       62.2	               	                 56.47	                90.8	
199	1216	B	    21° 27'N	      139° 29'W	   11/07/01 0230	     11/07/01 1530	                 0:13: 0	         5147.2	               H	                   1	                       9.5	                        9.5	               	                  9.75	               102.6	
199	1217	A	    16° 52'N	      138° 6'W	   11/08/01 1813	     11/10/01 1515	                 1:21: 3	         5342.1	              HX	                  17	                     145.2	                      145.2	               	                 89.94	                61.9	
199	1217	B	    16° 52'N	      138° 6'W	   11/10/01 1515	     11/11/01 0615	                 0:15: 0	         5342.1	              HW	                   8	                      86.5	                       66.5	           20.0	                 61.49	                92.5	
199	1217	C	    16° 52'N	      138° 6'W	   11/11/01 0615	     11/12/01 0130	                 0:19:15	         5342.1	              HW	                   6	                      79.5	                       47.5	           32.0	                 46.82	                98.6	
199	1218	A	     8° 53'N	      135° 22'W	   11/14/01 0115	     11/17/01 1917	                 3:18: 3	         4826.3	              HX	                  30	                     276.8	                      276.8	               	                266.42	                96.3	
199	1218	B	     8° 53'N	      135° 22'W	   11/17/01 1917	     11/19/01 1654	                 1:21:37	         4827.6	              HX	                  29	                     263.5	                      263.5	               	                259.25	                98.4	
199	1218	C	     8° 53'N	      135° 22'W	   11/19/01 1654	     11/21/01 1300	                 1:20: 6	         4827.6	              HX	                  21	                     256.8	                      194.8	           62.0	                198.05	               101.7	
199	1219	A	     7° 48'N	      142° 1'W	   11/23/01 0200	     11/26/01 1225	                 3:10:26	         5063.4	              HX	                  27	                     250.8	                      250.8	               	                240.41	                95.9	
199	1219	B	     7° 48'N	      142° 1'W	   11/26/01 1225	     11/28/01 0430	                 1:16: 6	         5063.4	              HW	                  16	                     158.0	                      137.0	           21.0	                138.55	               101.1	
199	1220	A	    10° 11'N	      142° 45'W	   11/28/01 1913	     11/30/01 0900	                 1:13:48	         5217.9	               H	                  12	                     114.0	                      114.0	               	                118.68	               104.1	
199	1220	B	    10° 11'N	      142° 46'W	   11/30/01 0900	     12/02/01 1530	                 2: 6:30	         5217.9	              HX	                  20	                     202.0	                      166.0	           36.0	                144.65	                87.1	
199	1220	C	    10° 11'N	      142° 46'W	   12/02/01 1530	     12/04/01 0930	                 1:18: 0	         5217.9	              HX	                  17	                     204.1	                      153.6	           50.5	                116.12	                75.6	
199	1221	A	    12° 2'N	      143° 42'W	   12/05/01 0321	     12/07/01 0215	                 1:22:55	         5175.3	              HX	                  13	                     115.6	                      115.6	               	                113.81	                98.5	
199	1221	B	    12° 2'N	      143° 42'W	   12/07/01 0215	     12/07/01 1505	                 0:12:50	         5175.1	               H	                   2	                      14.2	                       14.2	               	                 14.53	               102.3	
199	1221	C	    12° 2'N	      143° 42'W	   12/07/01 1505	     12/08/01 1530	                 1: 0:25	         5174.4	              HX	                  12	                     157.3	                      100.2	           57.1	                 54.07	                54.0	
199	1221	D	    12° 2'N	      143° 42'W	   12/08/01 1530	     12/09/01 2100	                 1: 5:31	         5174.4	               X	                   4	                     156.0	                       17.8	          138.2	                  2.28	                12.8	
199	1222	A	    13° 49'N	      143° 53'W	   12/10/01 0745	     12/11/01 1735	                 1: 9:50	         4988.7	              HX	                  12	                     107.3	                      107.3	               	                 74.64	                69.6	
199	1222	B	    13° 49'N	      143° 53'W	   12/11/01 1735	     12/12/01 1730	                 0:23:56	         4990.7	               H	                   7	                      64.4	                       64.4	               	                 63.77	                99.0	
200	1223	A	    22° 58'N	      155° 39'W	   12/21/01 0830	     12/23/01 0230	                 1:18: 0	         4235.1	              HX	                   6	                      41.0	                       41.0	               	                 23.54	                57.4	
200	1224	A	    27° 53'N	      141° 59'W	   12/26/01 0945	     12/29/01 0630	                 2:20:45	         4966.1	              NX	                   6	                      32.2	                       32.2	               	                  1.67	                 5.2	
200	1224	B	    27° 53'N	      141° 59'W	   12/29/01 0630	     12/29/01 0845	                 0: 2:15	         4970.4	               H	                   1	                       0.2	                        0.2	               	                  0.20	               100.0	
200	1224	C	    27° 53'N	      141° 59'W	   12/29/01 0845	     12/30/01 1530	                 1: 6:45	         4967.1	               H	                   1	                       6.5	                        6.5	               	                  6.53	               100.5	
200	1224	D	    27° 53'N	      141° 59'W	   12/30/01 1930	     01/13/02 1817	                13:22:48	         4967.1	               R	                   6	                      64.7	                       33.5	           31.2	                 15.65	                46.7	
200	1224	E	    27° 53'N	      141° 59'W	   01/13/02 1817	     01/14/02 1500	                 0:20:43	         4967.1	               R	                   3	                      36.7	                       28.7	            8.0	                 14.91	                52.0	
200	1224	F	    27° 53'N	      141° 59'W	   01/14/02 1500	     01/22/02 0030	                 7: 9:30	         4967.1	               R	                  17	                     174.5	                      146.8	               	                 37.70	                25.7	
201	1225	A	     2° 46'N	      110° 34'W	   02/07/02 2115	     02/11/02 1110	                 3:13:55	         3761.3	             HPX	                  35	                     319.6	                      315.6	            4.0	                321.65	               101.9	
201	1225	B	     2° 46'N	      110° 34'W	   02/11/02 1110	     02/11/02 1255	                 0: 1:45	         3760.1	               H	                   1	                       9.0	                        9.0	               	                  8.96	                99.6	
201	1225	C	     2° 46'N	      110° 34'W	   02/11/02 1255	     02/13/02 1730	                 2: 4:35	         3760.2	              HP	                  33	                     305.3	                      304.3	            1.0	                305.51	               100.4	
201	1226	A	     3° 6'S	      90° 49'W	   02/19/02 1100	     02/19/02 1955	                 0: 8:56	         3296.9	               H	                   1	                       9.5	                        9.5	               	                  9.43	                99.3	
201	1226	B	     3° 6'S	      90° 49'W	   02/19/02 1955	     02/23/02 0845	                 3:12:50	         3297.0	             HPX	                  47	                     421.4	                      418.9	            2.5	                413.69	                98.8	
201	1226	C	     3° 6'S	      90° 49'W	   02/23/02 1145	     02/23/02 1240	                 0: 0:55	         3296.4	               H	                   1	                       7.9	                        7.9	               	                  7.91	               100.1	
201	1226	D	     3° 6'S	      90° 49'W	   02/23/02 1240	     02/23/02 1300	                 0: 0:20	         3296.7	               H	                   1	                       7.6	                        7.6	               	                  7.64	               100.5	
201	1226	E	     3° 6'S	      90° 49'W	   02/23/02 1301	     02/25/02 1615	                 2: 3:14	         3296.4	             HPX	                  25	                     418.4	                      227.5	          190.9	                226.96	                99.8	
201	1227	A	     8° 59'S	      79° 57'W	   02/28/02 1300	     03/02/02 0550	                 1:16:51	          427.5	             HMP	                  18	                     151.1	                      151.1	               	                100.51	                66.5	
201	1227	B	     8° 59'S	      79° 57'W	   03/02/02 0550	     03/02/02 0830	                 0: 2:40	          427.1	               H	                   3	                      24.0	                       24.0	               	                 24.67	               102.8	
201	1227	C	     8° 59'S	      79° 57'W	   03/02/02 0830	     03/02/02 0950	                 0: 1:21	          426.3	               H	                   3	                      26.8	                       26.8	               	                 27.25	               101.7	
201	1227	D	     8° 59'S	      79° 57'W	   03/02/02 0950	     03/02/02 2145	                 0:11:56	          426.6	               H	                   8	                      74.0	                       74.0	               	                 54.84	                74.1	
201	1227	E	     8° 59'S	      79° 57'W	   03/02/02 2145	     03/03/02 0245	                 0: 5: 0	          427.2	              HM	                   4	                      26.9	                       26.9	               	                 26.72	                99.3	
201	1228	A	    11° 4'S	      78° 5'W	   03/03/02 1815	     03/06/02 0020	                 2: 6: 5	          262.2	             HMP	                  23	                     200.9	                      196.9	            4.0	                126.35	                64.2	
201	1228	B	    11° 4'S	      78° 5'W	   03/06/02 0020	     03/06/02 0500	                 0: 4:40	          262.3	              HM	                   7	                      55.3	                       55.3	               	                 51.10	                92.4	
201	1228	C	    11° 4'S	      78° 5'W	   03/06/02 0500	     03/06/02 0545	                 0: 0:45	          261.5	               H	                   1	                       7.5	                        7.5	               	                  7.53	               100.4	
201	1228	D	    11° 4'S	      78° 5'W	   03/06/02 0545	     03/06/02 0740	                 0: 1:55	          261.5	               H	                   3	                      26.6	                       26.6	               	                 27.25	               102.4	
201	1228	E	    11° 4'S	      78° 5'W	   03/06/02 0740	     03/06/02 1230	                 0: 4:50	          261.7	              HM	                   2	                       8.3	                        8.3	               	                  9.23	               111.2	
201	1229	A	    10° 59'S	      77° 57'W	   03/06/02 1330	     03/08/02 1450	                 2: 1:21	          152.2	              HM	                  22	                     194.4	                      192.9	            1.5	                133.10	                69.0	
201	1229	B	    10° 59'S	      77° 57'W	   03/08/02 1450	     03/08/02 1810	                 0: 3:20	          153.7	              HM	                   4	                      25.4	                       25.4	               	                 24.84	                97.8	
201	1229	C	    10° 59'S	      77° 57'W	   03/08/02 1810	     03/08/02 1945	                 0: 1:35	          151.2	               H	                   1	                       8.8	                        8.8	               	                  8.80	               100.0	
201	1229	D	    10° 59'S	      77° 57'W	   03/08/02 1945	     03/09/02 1950	                 1: 0: 5	          151.2	              HP	                  15	                     115.8	                      115.8	               	                100.97	                87.2	
201	1229	E	    10° 59'S	      77° 57'W	   03/09/02 1950	     03/10/02 0720	                 0:11:30	          151.3	               H	                  13	                     121.5	                      121.5	               	                 99.64	                82.0	
201	1230	A	     9° 7'S	      80° 35'W	   03/11/02 0038	     03/16/02 2235	                 5:21:57	         5086.2	             HPX	                  39	                     278.3	                      277.3	            1.0	                187.33	                67.6	
201	1230	B	     9° 7'S	      80° 35'W	   03/16/02 2235	     03/18/02 0835	                 1:10: 0	         5085.5	              HP	                  14	                     105.0	                      102.0	            3.0	                 98.33	                96.4	
201	1230	C	     9° 7'S	      80° 35'W	   03/18/02 0835	     03/18/02 1030	                 0: 1:55	         5086.4	               H	                   2	                      14.0	                       14.0	               	                 14.42	               103.0	
201	1230	D	     9° 7'S	      80° 35'W	   03/18/02 1030	     03/18/02 1330	                 0: 3: 0	         5086.9	               H	                   2	                      13.5	                       13.5	               	                 14.22	               105.3	
201	1230	E	     9° 7'S	      80° 35'W	   03/18/02 1330	     03/19/02 0820	                 0:18:50	         5086.9	              HP	                   5	                      36.0	                       34.5	            1.5	                 35.49	               102.9	
201	1231	A	    12° 1'S	      81° 54'W	   03/20/02 0300	     03/20/02 1210	                 0: 9:10	         4812.6	               H	                   1	                       9.5	                        9.5	               	                 10.13	               106.6	
