leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
6	53		Oligocene		194.5	200.6		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
6	53	A	Pliocene		0.0	9.1		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
6	53	A	Upper Miocene		21.6	62.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	53	B	Upper Miocene		12.5	21.6		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	54		Middle Miocene		83.2	270.4		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
6	55		Pleistocene		0.0	8.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	55		Upper Pliocene		8.5	27.4		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
6	55		Upper Miocene		27.4	44.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	55		Middle Miocene		44.5	71.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
6	55		Lower Miocene		71.5	101.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
6	55		Lower Miocene	Upper Oligocene	103.3	112.5		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
6	55		Upper Oligocene		112.5	130.8		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	56	B	Upper Miocene		73.2	100.2	missing hole or drilled interval	no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	56	B	Middle Miocene		100.2	118.9		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
6	56	B	Lower Miocene		186.8	191.2		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
6	56	B	Upper Oligocene		191.2	233.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	57		Upper Oligocene		297.5	327.7		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	57	A	Upper Miocene		43.9	53.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	57	A	Upper Oligocene		306.9	329.2		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	57	B	Upper Pliocene		34.7	37.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
6	57	B	Lower Pliocene		37.0	43.9		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
6	58		Lower Pliocene	Middle Miocene	15.2	20.1		no age given	no age given	no age given	  3.4	   16	  9.7	Initial Reports of the DSDP
6	58	A	Pliocene	Miocene	0.0	9.1		no age given	no age given	no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
6	58	A	Upper Oligocene		163.0	173.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	58	B	Upper Oligocene		136.6	143.3		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
6	59	A	Pleistocene		51.8	61.0	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	59	B	Lower Miocene		89.3	107.6		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
6	59	B	Lower Miocene	Upper Oligocene	107.6	125.9		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
6	59	B	Lower Oligocene	Upper Eocene	125.9	131.0		no age given	no age given	no age given	   30	   43	 36.5	Initial Reports of the DSDP
6	59	B	Eocene	Paleocene	131.0	135.3		no age given	no age given	no age given	 37.5	   65	51.25	Initial Reports of the DSDP
6	60		Middle Miocene		52.1	231.7		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
6	60		Middle Miocene	Lower Miocene	288.6	346.9		no age given	no age given	no age given	 10.5	 22.5	 16.5	Initial Reports of the DSDP
6	60		Lower Miocene		346.9	350.4		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	61		Lower Miocene		72.0	81.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	61	A	Upper Cretaceous		83.0	89.0		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
7	62		Pliocene		91.0	100.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	62		Upper Miocene		205.0	214.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	62		Middle Miocene		299.0	308.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	62		Lower Miocene		395.0	496.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	62		Upper Oligocene		521.0	581.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
7	62	A	Pleistocene		6.0	43.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	62	A	Pliocene		43.0	119.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	62	A	Upper Miocene		119.0	291.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	62	A	Middle Miocene		291.0	364.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	63		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	63		Upper Miocene		61.0	70.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	63		Middle Miocene		137.0	146.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	63		Lower Miocene		230.0	240.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	63		Oligocene		352.0	566.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
7	63	A	Pleistocene		3.0	15.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	63	A	Pliocene		15.0	24.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	63	A	Upper Miocene		24.0	41.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	63	A	Middle Miocene		41.0	165.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	63	A	Lower Miocene		165.0	193.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	63	B	Pleistocene		11.0	15.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	63	B	Pliocene		15.0	24.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	63	B	Upper Miocene		24.0	39.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	64		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	64		Pliocene		99.0	108.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	64		Upper Miocene		202.0	211.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	64		Middle Miocene		304.0	418.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	64		Lower Miocene		505.0	619.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	64		Upper Oligocene		705.0	781.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
7	64		Lower Oligocene		848.0	851.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
7	64	A	Lower Miocene		433.0	571.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	64	A	Upper Oligocene		661.0	749.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
7	64	A	Upper Eocene		911.0	916.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
7	64	A	Middle Eocene		969.0	985.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
7	65		Pleistocene	Pliocene	1.0	15.0		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
7	65		Upper Miocene		15.0	40.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	65		Middle Miocene		40.0	64.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	65		Lower Miocene		64.0	97.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	65		Oligocene		97.0	127.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
7	65		Upper Eocene		127.0	145.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
7	65	A	Upper Eocene		129.0	147.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
7	65	A	Middle Eocene		147.0	187.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
7	66		Upper Miocene		41.0	50.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	66		Lower Miocene		79.0	88.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	66		Oligocene		117.0	126.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
7	66		Paleocene		148.0	187.0		no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
7	66		Upper Cretaceous		187.0	192.0		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
7	66	A	Pleistocene		15.0	20.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
7	66	A	Pliocene		20.0	38.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
7	66	A	Upper Miocene		38.0	56.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
7	66	A	Middle Miocene		56.0	80.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
7	66	A	Lower Miocene		80.0	86.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
7	67		Lower Eocene		0.0	5.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
7	67	A	Eocene	Paleocene	23.0	32.0		no age given	no age given	no age given	 37.5	   65	51.25	Initial Reports of the DSDP
8	68		Pleistocene		0.0	0.2		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	68		Middle Eocene		0.2	15.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
8	69		Upper Miocene	Middle Miocene	0.9	9.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
8	69		Middle Miocene		14.0	28.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	69		Lower Miocene		28.0	32.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	69		Upper Oligocene		52.0	126.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	69		Middle Eocene		187.0	196.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
8	69	A	Upper Oligocene		61.0	127.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	69	A	Lower Oligocene		127.0	144.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	69	A	Upper Eocene		144.0	162.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	69	A	Middle Eocene		214.0	224.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
8	70		Pleistocene		0.0	3.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	70		Pliocene		3.0	7.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
8	70		Upper Miocene		7.5	20.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	70		Middle Miocene		20.0	40.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	70		Lower Miocene		40.0	113.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	70	A	Upper Oligocene		113.0	269.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	70	A	Lower Oligocene		269.0	327.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	70	A	Upper Eocene		327.0	330.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	70	B	Eocene		383.0	387.0		no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
8	71		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	71		Pliocene		9.0	18.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
8	71		Upper Miocene		18.0	59.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	71		Middle Miocene		59.0	175.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	71		Lower Miocene		175.0	347.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	71		Upper Oligocene		347.0	474.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	71	A	Lower Oligocene		528.0	537.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	71	A	Upper Eocene		553.0	557.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	72		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	72		Upper Miocene		60.0	113.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	72		Middle Miocene		113.0	159.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	72		Lower Miocene		211.0	220.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	72		Upper Oligocene		266.0	330.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	72		Lower Oligocene		330.0	340.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	72		Upper Eocene		340.0	345.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	72	A	Pleistocene		9.0	17.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	72	A	Pliocene		17.0	52.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
8	72	A	Upper Miocene		52.0	63.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	73		Pleistocene		0.0	15.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	73		Pliocene		15.0	55.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
8	73		Upper Miocene		55.0	72.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	73		Middle Miocene		72.0	94.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	73		Lower Miocene		140.0	149.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	73		Upper Oligocene		206.0	248.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	73		Lower Oligocene		248.0	288.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	73		Upper Eocene		288.0	299.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	73		Middle Eocene		299.0	304.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
8	74		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	74		Pliocene		9.0	11.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
8	74		Upper Miocene		11.0	16.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
8	74		Middle Miocene		16.0	18.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
8	74		Lower Miocene		18.0	40.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	74		Upper Oligocene		40.0	83.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	74		Lower Oligocene		83.0	93.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
8	74		Upper Eocene		93.0	100.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
8	74		Middle Eocene		100.0	102.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
8	75		Pleistocene		0.0	1.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
8	75		Lower Miocene		1.0	34.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
8	75		Upper Oligocene		34.0	71.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
8	75		Lower Oligocene		71.0	82.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
9	76		Pliocene		0.0	9.1		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
9	76	A	Pliocene		0.0	27.3		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
9	77		Pleistocene		0.0	1.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
9	77	A	Pleistocene		0.0	9.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
9	77	B	Pleistocene		0.0	27.3		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
9	77	B	Upper Pliocene		27.3	45.6		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
9	77	B	Lower Pliocene		45.6	83.7		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
9	77	B	Upper Miocene		83.7	165.9		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
9	77	B	Middle Miocene		165.9	232.2		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
9	77	B	Lower Miocene		232.2	317.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
9	77	B	Upper Oligocene		326.1	417.6		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
9	77	B	Lower Oligocene		417.6	470.8		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
9	77	B	Upper Eocene		470.8	481.2		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
9	77	C	Upper Miocene		91.5	100.6		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
9	78		Middle Miocene		0.0	21.9		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
