Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0006E-44X-5, 0.7 cm",NULL,358.722,358.997,358.722,358.997,"C0006E-44X-5, 0.7 cm",NULL,358.722,358.997,358.722,358.997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2104817,1.753944,miyabes,2008-02-04T01:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-1, 37.5 cm",NULL,363.188,363.205,363.188,363.205,"C0006E-45X-1, 39.0 cm",NULL,363.202,363.22,363.202,363.22,"C0006E-45X-1 WR, 37.5--39.0 cm",CKY000000000001208900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-06T11:59:42Z,NULL,NULL,NULL,NULL,0.04994,0.78382,0.14755,1/12/2008,kuriharar,2008-01-31T07:46:49Z
"C0006E-45X-1, 38.2 cm",NULL,363.195,363.212,363.195,363.212,"C0006E-45X-1, 38.2 cm",NULL,363.195,363.212,363.195,363.212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2729557,2.274539,miyabes,2008-02-04T01:53:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-3, 63.5 cm",NULL,366.108,366.265,366.108,366.265,"C0006E-45X-3, 65.0 cm",NULL,366.122,366.28,366.122,366.28,"C0006E-45X-3 WR, 63.5--65.0 cm",CKY000000000001213700,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-06T12:37:32Z,NULL,NULL,NULL,NULL,0.06482,1.02749,0.20399,1/12/2008,kuriharar,2008-01-31T07:46:49Z
"C0006E-45X-3, 64.2 cm",NULL,366.115,366.272,366.115,366.272,"C0006E-45X-3, 64.2 cm",NULL,366.115,366.272,366.115,366.272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4019152,3.349159,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-3, 81.5 cm",NULL,366.28,366.445,366.28,366.445,"C0006E-45X-3, 83.0 cm",NULL,366.294,366.46,366.294,366.46,"C0006E-45X-3 WR, 81.5--83.0 cm",CKY000000000001214200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-06T12:37:33Z,NULL,NULL,NULL,NULL,0.05228,0.55676,0.13286,1/12/2008,kuriharar,2008-01-31T07:46:49Z
"C0006E-45X-3, 82.2 cm",NULL,366.287,366.452,366.287,366.452,"C0006E-45X-3, 82.2 cm",NULL,366.287,366.452,366.287,366.452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1424173,1.186763,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-4, 0.0 cm",NULL,366.485,366.66,366.485,366.66,"C0006E-45X-4, 1.5 cm",NULL,366.499,366.675,366.499,366.675,"C0006E-45X-4 WR, 0.0--1.5 cm",CKY000000000001186600,CARB,NULL,2,arito316,NULL,CKY,2008-01-05T16:53:02Z,NULL,NULL,NULL,NULL,0.05548,0.74259,0.13906,1/12/2008,kuriharar,2008-01-31T07:46:49Z
"C0006E-45X-4, 0.7 cm",NULL,366.492,366.667,366.492,366.667,"C0006E-45X-4, 0.7 cm",NULL,366.492,366.667,366.492,366.667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2724148,2.270033,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-7, 30.0 cm",NULL,369.839,370.175,369.839,370.175,"C0006E-45X-7, 31.0 cm",NULL,369.849,370.185,369.849,370.185,"C0006E-45X-7 W, 30.0--31.0 cm",CKY000000000001228500,CARB,NULL,5,tsutsumi316,NULL,CKY,2008-01-07T03:26:41Z,NULL,NULL,NULL,NULL,0.09974,3.94611,1.80119,1/14/2008,kuriharar,2008-01-31T07:46:50Z
"C0006E-45X-7, 30.5 cm",NULL,369.844,370.18,369.844,370.18,"C0006E-45X-7, 30.5 cm",NULL,369.844,370.18,369.844,370.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1483595,1.236279,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-7, 79.0 cm",NULL,370.307,370.665,370.307,370.665,"C0006E-45X-7, 80.0 cm",NULL,370.316,370.675,370.316,370.675,"C0006E-45X-7 W, 79.0--80.0 cm",CKY000000000001228600,CARB,NULL,5,tsutsumi316,NULL,CKY,2008-01-07T03:26:41Z,NULL,NULL,NULL,NULL,0.14888,7.04425,2.65824,1/14/2008,kuriharar,2008-01-31T07:46:50Z
"C0006E-45X-7, 79.5 cm",NULL,370.312,370.67,370.312,370.67,"C0006E-45X-7, 79.5 cm",NULL,370.312,370.67,370.312,370.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1744727,1.453881,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-45X-7, 117.0 cm",NULL,370.67,371.045,370.67,371.045,"C0006E-45X-7, 118.0 cm",NULL,370.679,371.055,370.679,371.055,"C0006E-45X-7 W, 117.0--118.0 cm",CKY000000000001228700,CARB,NULL,5,tsutsumi316,NULL,CKY,2008-01-07T03:26:42Z,NULL,NULL,NULL,NULL,0.1047,4.05078,2.32227,1/14/2008,kuriharar,2008-01-31T07:46:50Z
"C0006E-45X-7, 117.5 cm",NULL,370.674,371.05,370.674,371.05,"C0006E-45X-7, 117.5 cm",NULL,370.674,371.05,370.674,371.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1441761,1.20142,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-46X-3, 138.0 cm",NULL,376.545,376.545,376.545,376.545,"C0006E-46X-3, 140.0 cm",NULL,376.565,376.565,376.565,376.565,"C0006E-46X-3 WR, 138.0--140.0 cm",CKY000000000001215200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-06T13:24:57Z,NULL,NULL,NULL,NULL,0.0446,0.57388,0.18135,1/12/2008,kuriharar,2008-01-31T07:46:50Z
"C0006E-46X-3, 139.0 cm",NULL,376.555,376.555,376.555,376.555,"C0006E-46X-3, 139.0 cm",NULL,376.555,376.555,376.555,376.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2088498,1.740346,miyabes,2008-02-04T01:53:29Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-46X-5, 0.0 cm",NULL,377.6,377.6,377.6,377.6,"C0006E-46X-5, 1.5 cm",NULL,377.615,377.615,377.615,377.615,"C0006E-46X-5 WR, 0.0--1.5 cm",CKY000000000001192100,CARB,NULL,2,arito316,NULL,CKY,2008-01-05T20:47:07Z,NULL,NULL,NULL,NULL,0.04285,0.41872,0.18159,1/14/2008,kuriharar,2008-01-31T07:46:51Z
"C0006E-46X-5, 0.7 cm",NULL,377.607,377.607,377.607,377.607,"C0006E-46X-5, 0.7 cm",NULL,377.607,377.607,377.607,377.607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1496048,1.246657,miyabes,2008-02-04T01:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-47X-3, 93.0 cm",NULL,385.42,385.575,385.42,385.575,"C0006E-47X-3, 94.5 cm",NULL,385.434,385.59,385.434,385.59,"C0006E-47X-3 WR, 93.0--94.5 cm",CKY000000000001225700,CARB,NULL,2,arito316,NULL,CKY,2008-01-06T23:25:31Z,NULL,NULL,NULL,NULL,0.04958,0.93601,0.10194,1/14/2008,kuriharar,2008-01-31T07:46:51Z
"C0006E-47X-3, 93.8 cm",NULL,385.428,385.583,385.428,385.583,"C0006E-47X-3, 93.8 cm",NULL,385.428,385.583,385.428,385.583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5271781,4.392975,miyabes,2008-02-04T01:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-47X-4, 14.5 cm",NULL,386.019,386.2,386.019,386.2,"C0006E-47X-4, 16.0 cm",NULL,386.034,386.215,386.034,386.215,"C0006E-47X-4 WR, 14.5--16.0 cm",CKY000000000001226400,CARB,NULL,2,arito316,NULL,CKY,2008-01-07T00:31:54Z,NULL,NULL,NULL,NULL,0.05502,1.14669,0.0862,1/14/2008,kuriharar,2008-01-31T07:46:51Z
"C0006E-47X-4, 15.3 cm",NULL,386.027,386.208,386.027,386.208,"C0006E-47X-4, 15.3 cm",NULL,386.027,386.208,386.027,386.208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7775978,6.479722,miyabes,2008-02-04T01:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-47X-5, 0.0 cm",NULL,386.518,386.72,386.518,386.72,"C0006E-47X-5, 1.5 cm",NULL,386.532,386.735,386.532,386.735,"C0006E-47X-5 WR, 0.0--1.5 cm",CKY000000000001200600,CARB,NULL,2,arito316,NULL,CKY,2008-01-06T01:27:32Z,NULL,NULL,NULL,NULL,0.05229,0.58828,0.10391,1/14/2008,kuriharar,2008-01-31T07:46:51Z
"C0006E-47X-5, 0.7 cm",NULL,386.524,386.727,386.524,386.727,"C0006E-47X-5, 0.7 cm",NULL,386.524,386.727,386.524,386.727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2561886,2.13482,miyabes,2008-02-04T01:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-48X-5, 0.0 cm",NULL,396.711,396.98,396.711,396.98,"C0006E-48X-5, 1.5 cm",NULL,396.725,396.995,396.725,396.995,"C0006E-48X-5 WR, 0.0--1.5 cm",CKY000000000001215700,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-06T13:43:43Z,NULL,NULL,NULL,NULL,0.0401,0.48832,0.07975,1/11/2008,kuriharar,2008-01-31T07:46:51Z
"C0006E-48X-5, 0.7 cm",NULL,396.718,396.987,396.718,396.987,"C0006E-48X-5, 0.7 cm",NULL,396.718,396.987,396.718,396.987,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2173318,1.811026,miyabes,2008-02-04T01:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-49X-4, 0.0 cm",NULL,404.68,404.68,404.68,404.68,"C0006E-49X-4, 1.5 cm",NULL,404.695,404.695,404.695,404.695,"C0006E-49X-4 WR, 0.0--1.5 cm",CKY000000000001221700,CARB,NULL,2,arito316,NULL,CKY,2008-01-06T19:03:01Z,NULL,NULL,NULL,NULL,0.04236,0.41341,0.20992,1/12/2008,kuriharar,2008-01-31T07:46:52Z
"C0006E-49X-4, 0.7 cm",NULL,404.687,404.687,404.687,404.687,"C0006E-49X-4, 0.7 cm",NULL,404.687,404.687,404.687,404.687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1172462,0.9770126,miyabes,2008-02-04T01:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
