Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,bulk CNS analysis::inorganic carbon content: carbonate analyzer [wt%]::number,bulk CNS analysis::CaCO3 content: from inorganic carbon content [wt%]::number,"bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
NULL,NULL,C0002P;2640.500,NULL,2640.5,NULL,NULL,2640.5,NULL,NULL,C0002P;2645.500,NULL,2645.5,NULL,NULL,2645.5,C0002P-204SMW W,CKY000000000006421000,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:19:01Z,0.4881,4.0673,0.057803889,1.2465531,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2640.500,NULL,2640.5,NULL,NULL,2640.5,NULL,NULL,C0002P;2645.500,NULL,2645.5,NULL,NULL,2645.5,C0002P-204SMW W,CKY000000000006421400,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:19:02Z,0.3424,2.8532,0.057891062,1.000471296,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2650.500,NULL,2650.5,NULL,NULL,2650.5,NULL,NULL,C0002P;2655.500,NULL,2655.5,NULL,NULL,2655.5,C0002P-208SMW W,CKY000000000006462200,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:08:19Z,0.4314,3.5949,0.059932236,1.156291686,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2650.500,NULL,2650.5,NULL,NULL,2650.5,NULL,NULL,C0002P;2655.500,NULL,2655.5,NULL,NULL,2655.5,C0002P-208SMW W,CKY000000000006462600,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:09:04Z,0.3209,2.6741,0.055409318,0.909042174,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2660.500,NULL,2660.5,NULL,NULL,2660.5,NULL,NULL,C0002P;2665.500,NULL,2665.5,NULL,NULL,2665.5,C0002P-210SMW W,CKY000000000006421800,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:25:19Z,0.4325,3.604,0.059621538,1.090574192,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2660.500,NULL,2660.5,NULL,NULL,2660.5,NULL,NULL,C0002P;2665.500,NULL,2665.5,NULL,NULL,2665.5,C0002P-210SMW W,CKY000000000006422200,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:25:19Z,0.4428,3.6899,0.054042748,1.006998131,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2670.500,NULL,2670.5,NULL,NULL,2670.5,NULL,NULL,C0002P;2675.500,NULL,2675.5,NULL,NULL,2675.5,C0002P-213SMW W,CKY000000000006464900,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:10:26Z,0.4253,3.544,0.058179187,1.165998907,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2670.500,NULL,2670.5,NULL,NULL,2670.5,NULL,NULL,C0002P;2675.500,NULL,2675.5,NULL,NULL,2675.5,C0002P-213SMW W,CKY000000000006465300,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:11:08Z,0.3799,3.1657,0.058574005,1.086068431,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2679.500,NULL,2679.5,NULL,NULL,2679.5,NULL,NULL,C0002P;2679.500,NULL,2679.5,NULL,NULL,2679.5,C0002P-212LMW W,CKY000000000006478500,CARB,NULL,10,yamamoton,NULL,CKY,2014-01-03T12:07:57Z,0.2109,1.7574,0.008068398,8.030142039,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2680.500,NULL,2680.5,NULL,NULL,2680.5,NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,C0002P-215SMW W,CKY000000000006422600,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:31:59Z,0.3857,3.214,0.059359993,1.153669261,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2680.500,NULL,2680.5,NULL,NULL,2680.5,NULL,NULL,C0002P;2685.500,NULL,2685.5,NULL,NULL,2685.5,C0002P-215SMW W,CKY000000000006423000,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:31:59Z,0.3398,2.8316,0.058020961,1.053083285,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2690.500,NULL,2690.5,NULL,NULL,2690.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-217SMW W,CKY000000000006453600,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T16:50:33Z,0.2597,2.1641,0.0602559,1.00022752,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2690.500,NULL,2690.5,NULL,NULL,2690.5,NULL,NULL,C0002P;2695.500,NULL,2695.5,NULL,NULL,2695.5,C0002P-217SMW W,CKY000000000006455600,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T16:52:53Z,0.1926,1.6049,0.057565387,0.829190417,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2700.500,NULL,2700.5,NULL,NULL,2700.5,NULL,NULL,C0002P;2705.500,NULL,2705.5,NULL,NULL,2705.5,C0002P-219SMW W,CKY000000000006423900,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:38:01Z,0.2925,2.4374,0.061579561,1.005542982,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2700.500,NULL,2700.5,NULL,NULL,2700.5,NULL,NULL,C0002P;2705.500,NULL,2705.5,NULL,NULL,2705.5,C0002P-219SMW W,CKY000000000006424300,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:38:01Z,0.2333,1.9441,0.060203088,0.841578256,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2710.500,NULL,2710.5,NULL,NULL,2710.5,NULL,NULL,C0002P;2715.500,NULL,2715.5,NULL,NULL,2715.5,C0002P-221SMW W,CKY000000000006456000,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T16:54:29Z,0.2746,2.2882,0.058522142,1.071773029,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2710.500,NULL,2710.5,NULL,NULL,2710.5,NULL,NULL,C0002P;2715.500,NULL,2715.5,NULL,NULL,2715.5,C0002P-221SMW W,CKY000000000006456400,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T16:57:20Z,0.1869,1.5574,0.053231629,0.694714851,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2720.500,NULL,2720.5,NULL,NULL,2720.5,NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,C0002P-224SMW W,CKY000000000006425100,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:42:15Z,0.254,2.1166,0.060715786,0.953363248,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2720.500,NULL,2720.5,NULL,NULL,2720.5,NULL,NULL,C0002P;2725.500,NULL,2725.5,NULL,NULL,2725.5,C0002P-224SMW W,CKY000000000006425500,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:42:15Z,0.2146,1.7883,0.059381776,0.828469783,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2730.500,NULL,2730.5,NULL,NULL,2730.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-226SMW W,CKY000000000006456900,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T16:59:05Z,0.2139,1.7824,0.059754611,0.923255559,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2730.500,NULL,2730.5,NULL,NULL,2730.5,NULL,NULL,C0002P;2735.500,NULL,2735.5,NULL,NULL,2735.5,C0002P-226SMW W,CKY000000000006461000,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:01:34Z,0.0859,0.7158,0.056583097,0.736435115,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2740.500,NULL,2740.5,NULL,NULL,2740.5,NULL,NULL,C0002P;2745.500,NULL,2745.5,NULL,NULL,2745.5,C0002P-229SMW W,CKY000000000006426000,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T03:47:12Z,0.1635,1.3624,0.061935133,0.832448889,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2740.500,NULL,2740.5,NULL,NULL,2740.5,NULL,NULL,C0002P;2745.500,NULL,2745.5,NULL,NULL,2745.5,C0002P-229SMW W,CKY000000000006426400,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T03:47:12Z,0.1211,1.0091,0.057577771,0.778885134,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2750.500,NULL,2750.5,NULL,NULL,2750.5,NULL,NULL,C0002P;2755.500,NULL,2755.5,NULL,NULL,2755.5,C0002P-231SMW W,CKY000000000006465700,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:12:32Z,0.2291,1.9091,0.060449454,1.000451886,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2750.500,NULL,2750.5,NULL,NULL,2750.5,NULL,NULL,C0002P;2755.500,NULL,2755.5,NULL,NULL,2755.5,C0002P-231SMW W,CKY000000000006466100,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:13:19Z,0.155,1.2916,0.058107018,0.850191029,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2760.500,NULL,2760.5,NULL,NULL,2760.5,NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,C0002P-233SMW W,CKY000000000006426800,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T04:00:40Z,0.1504,1.2533,0.062067909,0.922906267,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2760.500,NULL,2760.5,NULL,NULL,2760.5,NULL,NULL,C0002P;2765.500,NULL,2765.5,NULL,NULL,2765.5,C0002P-233SMW W,CKY000000000006427200,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T04:00:40Z,0.1277,1.0641,0.058774697,0.848245912,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2770.500,NULL,2770.5,NULL,NULL,2770.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-235SMW W,CKY000000000006466500,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:14:44Z,0.1857,1.5474,0.060567588,0.940198253,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2770.500,NULL,2770.5,NULL,NULL,2770.5,NULL,NULL,C0002P;2775.500,NULL,2775.5,NULL,NULL,2775.5,C0002P-235SMW W,CKY000000000006466900,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:15:27Z,0.1757,1.4641,0.058605363,0.921189181,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2780.500,NULL,2780.5,NULL,NULL,2780.5,NULL,NULL,C0002P;2785.500,NULL,2785.5,NULL,NULL,2785.5,C0002P-237SMW W,CKY000000000006427600,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T04:04:45Z,0.149,1.2416,0.060634464,0.963208789,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2780.500,NULL,2780.5,NULL,NULL,2780.5,NULL,NULL,C0002P;2785.500,NULL,2785.5,NULL,NULL,2785.5,C0002P-237SMW W,CKY000000000006428000,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T04:04:45Z,0.2218,1.8483,0.060966463,1.000970436,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2790.500,NULL,2790.5,NULL,NULL,2790.5,NULL,NULL,C0002P;2795.500,NULL,2795.5,NULL,NULL,2795.5,C0002P-240SMW W,CKY000000000006467300,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:16:33Z,0.2303,1.9191,0.053904727,1.009401855,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2790.500,NULL,2790.5,NULL,NULL,2790.5,NULL,NULL,C0002P;2795.500,NULL,2795.5,NULL,NULL,2795.5,C0002P-240SMW W,CKY000000000006467700,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:18:48Z,0.1569,1.3074,0.055726279,0.840925233,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2800.500,NULL,2800.5,NULL,NULL,2800.5,NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,C0002P-242SMW W,CKY000000000006428400,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T04:12:08Z,0.2482,2.0683,0.059703465,1.107475291,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2800.500,NULL,2800.5,NULL,NULL,2800.5,NULL,NULL,C0002P;2805.500,NULL,2805.5,NULL,NULL,2805.5,C0002P-242SMW W,CKY000000000006428800,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T04:12:08Z,0.4175,3.479,0.058836928,1.137740369,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2810.500,NULL,2810.5,NULL,NULL,2810.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-244SMW W,CKY000000000006468100,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:20:09Z,0.1501,1.2508,0.055667659,1.012653034,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2810.500,NULL,2810.5,NULL,NULL,2810.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-244SMW W,CKY000000000006468500,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:21:29Z,0.1547,1.2891,0.058351121,0.932398549,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2820.500,NULL,2820.5,NULL,NULL,2820.5,NULL,NULL,C0002P;2825.500,NULL,2825.5,NULL,NULL,2825.5,C0002P-247SMW W,CKY000000000006429200,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-01T04:22:09Z,0.189,1.5749,0.061544826,1.004284952,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2820.500,NULL,2820.5,NULL,NULL,2820.5,NULL,NULL,C0002P;2825.500,NULL,2825.5,NULL,NULL,2825.5,C0002P-247SMW W,CKY000000000006429600,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-01T04:22:09Z,0.0841,0.7008,0.055472726,0.812384379,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006468900,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:22:33Z,0.2295,1.9124,0.058874371,1.076892772,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006469300,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:23:25Z,0.0598,0.4983,0.059320783,0.846632165,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2840.500,NULL,2840.5,NULL,NULL,2840.5,NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,C0002P-251SMW W,CKY000000000006448200,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-02T05:53:34Z,0.1452,1.21,0.057933308,0.955147752,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2840.500,NULL,2840.5,NULL,NULL,2840.5,NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,C0002P-251SMW W,CKY000000000006448600,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-02T05:53:34Z,0.0513,0.4275,0.059491475,0.835253246,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2850.500,NULL,2850.5,NULL,NULL,2850.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-254SMW W,CKY000000000006469700,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:24:37Z,0.2094,1.7449,0.058266794,0.998095059,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2850.500,NULL,2850.5,NULL,NULL,2850.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-254SMW W,CKY000000000006470100,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:26:34Z,0.0648,0.54,0.058662037,0.817670855,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2860.500,NULL,2860.5,NULL,NULL,2860.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-256SMW W,CKY000000000006447400,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-02T05:48:58Z,0.1758,1.4649,0.060906842,0.977618313,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2860.500,NULL,2860.5,NULL,NULL,2860.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-256SMW W,CKY000000000006447800,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-02T05:48:58Z,0.079,0.6583,0.060161936,0.801998435,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2870.500,NULL,2870.5,NULL,NULL,2870.5,NULL,NULL,C0002P;2875.500,NULL,2875.5,NULL,NULL,2875.5,C0002P-259SMW W,CKY000000000006438800,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T17:51:37Z,0.2826,2.355,0.054282326,1.11337392,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2870.500,NULL,2870.5,NULL,NULL,2870.5,NULL,NULL,C0002P;2875.500,NULL,2875.5,NULL,NULL,2875.5,C0002P-259SMW W,CKY000000000006439200,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T17:51:37Z,0.1446,1.2048,0.055824719,0.923350181,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2880.500,NULL,2880.5,NULL,NULL,2880.5,NULL,NULL,C0002P;2885.500,NULL,2885.5,NULL,NULL,2885.5,C0002P-261SMW W,CKY000000000006439600,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T17:56:29Z,0.2915,2.4291,0.058285248,1.084818122,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2880.500,NULL,2880.5,NULL,NULL,2880.5,NULL,NULL,C0002P;2885.500,NULL,2885.5,NULL,NULL,2885.5,C0002P-261SMW W,CKY000000000006440000,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T17:56:29Z,0.7259,6.0489,0.055763025,1.468706628,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2890.500,NULL,2890.5,NULL,NULL,2890.5,NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,C0002P-263SMW W,CKY000000000006440400,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T17:59:14Z,0.2062,1.7186,0.054573723,0.960800438,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2890.500,NULL,2890.5,NULL,NULL,2890.5,NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,C0002P-263SMW W,CKY000000000006440800,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T17:59:15Z,0.1051,0.8758,0.05885408,0.843544822,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2900.500,NULL,2900.5,NULL,NULL,2900.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-265SMW W,CKY000000000006441200,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T18:02:32Z,0.1685,1.4041,0.061233768,0.862455806,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2900.500,NULL,2900.5,NULL,NULL,2900.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-265SMW W,CKY000000000006441600,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T18:02:32Z,0.1663,1.3858,0.061461711,0.830526606,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2910.500,NULL,2910.5,NULL,NULL,2910.5,NULL,NULL,C0002P;2915.500,NULL,2915.5,NULL,NULL,2915.5,C0002P-267SMW W,CKY000000000006442000,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T18:05:30Z,0.1877,1.5643,0.056535626,0.903530425,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2910.500,NULL,2910.5,NULL,NULL,2910.5,NULL,NULL,C0002P;2915.500,NULL,2915.5,NULL,NULL,2915.5,C0002P-267SMW W,CKY000000000006442400,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T18:05:30Z,0.1169,0.9742,0.056708237,0.846839579,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006443000,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T18:09:16Z,0.1532,1.2766,0.061396801,0.889501942,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006443400,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T18:09:16Z,0.1646,1.3716,0.059919757,0.828852183,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2930.500,NULL,2930.5,NULL,NULL,2930.5,NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,C0002P-271SMW W,CKY000000000006443800,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T18:13:00Z,0.1496,1.2465,0.06149518,0.945255815,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2930.500,NULL,2930.5,NULL,NULL,2930.5,NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,C0002P-271SMW W,CKY000000000006444200,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T18:13:00Z,0.0556,0.4633,0.05840589,0.695759154,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2940.500,NULL,2940.5,NULL,NULL,2940.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-273SMW W,CKY000000000006444600,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2014-01-01T18:15:42Z,0.1803,1.5024,0.062988815,0.85352327,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2940.500,NULL,2940.5,NULL,NULL,2940.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-273SMW W,CKY000000000006445000,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2014-01-01T18:15:42Z,0.0974,0.8116,0.060309687,0.636871682,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2950.500,NULL,2950.5,NULL,NULL,2950.5,NULL,NULL,C0002P;2955.500,NULL,2955.5,NULL,NULL,2955.5,C0002P-277SMW W,CKY000000000006479100,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-03T14:15:23Z,0.1729,1.4408,0.058303345,0.851488244,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2950.500,NULL,2950.5,NULL,NULL,2950.5,NULL,NULL,C0002P;2955.500,NULL,2955.5,NULL,NULL,2955.5,C0002P-277SMW W,CKY000000000006479500,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-03T14:15:23Z,0.3637,3.0307,0.056940635,1.00837419,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2960.500,NULL,2960.5,NULL,NULL,2960.5,NULL,NULL,C0002P;2965.500,NULL,2965.5,NULL,NULL,2965.5,C0002P-279SMW W,CKY000000000006473800,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-03T03:09:05Z,0.1805,1.5041,0.061750066,0.848878664,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2960.500,NULL,2960.5,NULL,NULL,2960.5,NULL,NULL,C0002P;2965.500,NULL,2965.5,NULL,NULL,2965.5,C0002P-279SMW W,CKY000000000006474200,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-03T03:09:05Z,0.1462,1.2183,0.06080499,0.830600896,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2970.500,NULL,2970.5,NULL,NULL,2970.5,NULL,NULL,C0002P;2975.500,NULL,2975.5,NULL,NULL,2975.5,C0002P-281SMW W,CKY000000000006479900,CARB,NULL,2,matsumotok,"1-4mm, bulk",CKY,2014-01-03T14:18:02Z,0.2237,1.8641,0.058922304,0.958010546,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2970.500,NULL,2970.5,NULL,NULL,2970.5,NULL,NULL,C0002P;2975.500,NULL,2975.5,NULL,NULL,2975.5,C0002P-281SMW W,CKY000000000006480300,CARB,NULL,2,matsumotok,">4mm, bulk",CKY,2014-01-03T14:18:02Z,0.097,0.8083,0.059856789,0.792059599,NULL,hoshinoh,2014-01-15T11:50:36Z
