Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Rock Eval; sample::PI::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp
"C0018A-6H-7, 118.0 cm",NULL,52.046,52.875,52.046,52.875,"C0018A-6H-7, 120.0 cm",NULL,52.064,52.895,52.064,52.895,"C0018A-6H-7 W, 118.0--120.0 cm",CKY000000000003803500,CARB,NULL,5,novakb333,NULL,CKY,2010-12-15T19:13:31Z,NULL,NULL,NULL,NULL,0.0734,2.29047,0.16138,12/21/2010,kawait,2011-01-08T10:59:00Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-6H-7, 119.0 cm",NULL,52.055,52.885,52.055,52.885,"C0018A-6H-7, 119.0 cm",NULL,52.055,52.885,52.055,52.885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6941,14.1169,kuriharar,2011-01-08T14:24:32Z,NULL,NULL,NULL,NULL,NULL,NULL,0.05,0.02,0.38,397,436,ohashia,2011-01-08T22:08:38Z
"C0018A-7H-4, 23.0 cm",NULL,57.787,58.17,57.787,58.17,"C0018A-7H-4, 24.0 cm",NULL,57.796,58.18,57.796,58.18,"C0018A-7H-4 WR, 23.0--24.0 cm",CKY000000000003688300,CARB,NULL,5,marion333,NULL,CKY,2010-12-12T19:11:00Z,NULL,NULL,NULL,NULL,0.01784,0.50851,0.32031,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-7H-4, 23.5 cm",NULL,57.792,58.175,57.792,58.175,"C0018A-7H-4, 23.5 cm",NULL,57.792,58.175,57.792,58.175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3919,3.2657,kuriharar,2011-01-08T14:24:32Z,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.01,608,647,ohashia,2011-01-08T22:08:38Z
"C0018A-7H-9, 134.0 cm",NULL,61.651,62.44,61.651,62.44,"C0018A-7H-9, 135.0 cm",NULL,61.66,62.45,61.66,62.45,"C0018A-7H-9 WR, 134.0--135.0 cm",CKY000000000003716100,CARB,NULL,5,marion333,NULL,CKY,2010-12-14T00:16:39Z,NULL,NULL,NULL,NULL,0.05725,3.40601,0.08936,12/24/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-7H-9, 134.5 cm",NULL,61.655,62.445,61.655,62.445,"C0018A-7H-9, 134.5 cm",NULL,61.655,62.445,61.655,62.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.0435,25.3615,kuriharar,2011-01-08T14:24:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-4, 19.0 cm",NULL,66.424,66.715,66.424,66.715,"C0018A-8H-4, 20.0 cm",NULL,66.434,66.725,66.434,66.725,"C0018A-8H-4 W, 19.0--20.0 cm",CKY000000000003840600,CARB,NULL,5,ymlee333,NULL,CKY,2010-12-16T07:37:42Z,NULL,NULL,NULL,NULL,0.04538,3.26607,0.09658,1/3/2011,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-4, 19.5 cm",NULL,66.429,66.72,66.429,66.72,"C0018A-8H-4, 19.5 cm",NULL,66.429,66.72,66.429,66.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.9862,24.884,kuriharar,2011-01-08T14:24:33Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-6, 21.0 cm",NULL,67.687,68.11,67.687,68.11,"C0018A-8H-6, 22.0 cm",NULL,67.696,68.12,67.696,68.12,"C0018A-8H-6 WR, 21.0--22.0 cm",CKY000000000003689100,CARB,NULL,5,marion333,NULL,CKY,2010-12-12T22:44:10Z,NULL,NULL,NULL,NULL,0.08043,3.41172,NULL,12/24/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-6, 21.5 cm",NULL,67.692,68.115,67.692,68.115,"C0018A-8H-6, 21.5 cm",NULL,67.692,68.115,67.692,68.115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.8085,23.4032,kuriharar,2011-01-08T14:24:33Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-9, 37.0 cm",NULL,70.448,71.16,70.448,71.16,"C0018A-8H-9, 38.0 cm",NULL,70.457,71.17,70.457,71.17,"C0018A-8H-9 WR, 37.0--38.0 cm",CKY000000000003942900,CARB,NULL,2,yasunagam,Subsampled from XRF sample,CKY,2010-12-17T22:14:47Z,NULL,NULL,NULL,NULL,0.07556,2.77901,0.06624,12/21/2010,kawait,2011-01-08T10:59:02Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-9, 37.5 cm",NULL,70.453,71.165,70.453,71.165,"C0018A-8H-9, 37.5 cm",NULL,70.453,71.165,70.453,71.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.1722,18.1009,kuriharar,2011-01-08T14:24:33Z,NULL,NULL,NULL,NULL,NULL,NULL,0.05,0.02,0.36,411,450,ohashia,2011-01-08T22:08:38Z
"C0018A-8H-9, 112.5 cm",NULL,71.131,71.915,71.131,71.915,"C0018A-8H-9, 115.5 cm",NULL,71.159,71.945,71.159,71.945,"C0018A-8H-9 W, 112.5--115.5 cm",CKY000000000003941300,CARB,NULL,5,yasunagam,NULL,CKY,2010-12-17T21:36:52Z,NULL,NULL,NULL,NULL,0.07225,2.58467,0.08865,1/2/2011,kawait,2011-01-08T10:59:02Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-8H-9, 114.0 cm",NULL,71.145,71.93,71.145,71.93,"C0018A-8H-9, 114.0 cm",NULL,71.145,71.93,71.145,71.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.9769,16.4735,kuriharar,2011-01-08T14:24:33Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-4, 21.0 cm",NULL,83.32,83.75,83.32,83.75,"C0018A-10H-4, 22.0 cm",NULL,83.328,83.76,83.328,83.76,"C0018A-10H-4 WR, 21.0--22.0 cm",CKY000000000003689800,CARB,NULL,5,marion333,NULL,CKY,2010-12-12T22:48:48Z,NULL,NULL,NULL,NULL,0.05016,1.82347,0.3346,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-4, 21.5 cm",NULL,83.324,83.755,83.324,83.755,"C0018A-10H-4, 21.5 cm",NULL,83.324,83.755,83.324,83.755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3956,11.6295,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-7, 63.0 cm",NULL,86.357,87.2,86.357,87.2,"C0018A-10H-7, 65.0 cm",NULL,86.375,87.22,86.375,87.22,"C0018A-10H-7 WR, 63.0--65.0 cm",CKY000000000003724000,CARB,NULL,10,yabukit,NULL,CKY,2010-12-14T06:09:05Z,NULL,NULL,NULL,NULL,0.06892,1.73407,0.67659,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-7, 64.0 cm",NULL,86.366,87.21,86.366,87.21,"C0018A-10H-7, 64.0 cm",NULL,86.366,87.21,86.366,87.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2178,10.1479,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-8, 129.0 cm",NULL,88.219,89.315,88.219,89.315,"C0018A-10H-8, 131.0 cm",NULL,88.237,89.335,88.237,89.335,"C0018A-10H-8 W, 129.0--131.0 cm",CKY000000000003865100,CARB,NULL,5,ykitamura333,NULL,CKY,2010-12-16T15:07:17Z,NULL,NULL,NULL,NULL,0.03063,0.61884,0.92572,12/21/2010,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-8, 130.0 cm",NULL,88.228,89.325,88.228,89.325,"C0018A-10H-8, 130.0 cm",NULL,88.228,89.325,88.228,89.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4374,3.6449,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-9, 87.0 cm",NULL,89.1,90.315,89.1,90.315,"C0018A-10H-9, 88.0 cm",NULL,89.109,90.325,89.109,90.325,"C0018A-10H-9 WR, 87.0--88.0 cm",CKY000000000003725000,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-14T06:34:33Z,NULL,NULL,NULL,NULL,0.07338,1.77613,0.32449,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-10H-9, 87.5 cm",NULL,89.104,90.32,89.104,90.32,"C0018A-10H-9, 87.5 cm",NULL,89.104,90.32,89.104,90.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2096,10.0796,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,0.04,0.01,0.19,386,425,ohashia,2011-01-08T22:08:35Z
"C0018A-11H-2, 55.0 cm",NULL,90.677,90.845,90.677,90.845,"C0018A-11H-2, 57.0 cm",NULL,90.695,90.865,90.695,90.865,"C0018A-11H-2 W, 55.0--57.0 cm",CKY000000000003871800,CARB,NULL,5,marion333,NULL,CKY,2010-12-16T17:40:34Z,NULL,NULL,NULL,NULL,0.07219,1.46228,0.44955,12/21/2010,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-2, 56.0 cm",NULL,90.686,90.855,90.686,90.855,"C0018A-11H-2, 56.0 cm",NULL,90.686,90.855,90.686,90.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9281,7.7339,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-8, 94.0 cm",NULL,96.708,97.86,96.708,97.86,"C0018A-11H-8, 95.0 cm",NULL,96.717,97.87,96.717,97.87,"C0018A-11H-8 WR, 94.0--95.0 cm",CKY000000000003730700,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-14T11:06:04Z,NULL,NULL,NULL,NULL,0.07705,1.75763,0.09054,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-8, 94.5 cm",NULL,96.713,97.865,96.713,97.865,"C0018A-11H-8, 94.5 cm",NULL,96.713,97.865,96.713,97.865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1457,9.5471,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,0.01,0,0.17,397,436,ohashia,2011-01-08T22:08:36Z
"C0018A-11H-9, 22.0 cm",NULL,97.125,98.345,97.125,98.345,"C0018A-11H-9, 23.0 cm",NULL,97.134,98.355,97.134,98.355,"C0018A-11H-9 WR, 22.0--23.0 cm",CKY000000000003694100,CARB,NULL,5,marion333,NULL,CKY,2010-12-13T02:37:29Z,NULL,NULL,NULL,NULL,0.06506,2.04488,0.10439,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-9, 22.5 cm",NULL,97.13,98.35,97.13,98.35,"C0018A-11H-9, 22.5 cm",NULL,97.13,98.35,97.13,98.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.473,12.2745,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-10, 61.0 cm",NULL,97.658,98.965,97.658,98.965,"C0018A-11H-10, 62.0 cm",NULL,97.667,98.975,97.667,98.975,"C0018A-11H-10 WR, 61.0--62.0 cm",CKY000000000003732500,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-14T13:01:59Z,NULL,NULL,NULL,NULL,0.07584,1.9542,0.08277,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-10, 61.5 cm",NULL,97.663,98.97,97.663,98.97,"C0018A-11H-10, 61.5 cm",NULL,97.663,98.97,97.663,98.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3857,11.547,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-11, 18.5 cm",NULL,98.475,99.915,98.475,99.915,"C0018A-11H-11, 19.5 cm",NULL,98.484,99.925,98.484,99.925,"C0018A-11H-11 WR, 18.5--19.5 cm",CKY000000000003727900,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-14T10:08:07Z,NULL,NULL,NULL,NULL,0.06729,1.64331,0.2834,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-11H-11, 19.0 cm",NULL,98.479,99.92,98.479,99.92,"C0018A-11H-11, 19.0 cm",NULL,98.479,99.92,98.479,99.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0646,8.8713,kuriharar,2011-01-08T14:24:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-4, 68.0 cm",NULL,102.879,103.16,102.879,103.16,"C0018A-12H-4, 69.0 cm",NULL,102.889,103.17,102.889,103.17,"C0018A-12H-4 WR, 68.0--69.0 cm",CKY000000000003738600,CARB,NULL,5,marion333,NULL,CKY,2010-12-14T16:30:13Z,NULL,NULL,NULL,NULL,0.06886,1.61096,0.64481,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-4, 68.5 cm",NULL,102.884,103.165,102.884,103.165,"C0018A-12H-4, 68.5 cm",NULL,102.884,103.165,102.884,103.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1043,9.2021,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-5, 21.5 cm",NULL,103.563,103.895,103.563,103.895,"C0018A-12H-5, 22.5 cm",NULL,103.572,103.905,103.572,103.905,"C0018A-12H-5 WR, 21.5--22.5 cm",CKY000000000003695500,CARB,NULL,5,kawamuras,NULL,CKY,2010-12-13T05:49:52Z,NULL,NULL,NULL,NULL,0.06138,1.90282,0.09983,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-5, 22.0 cm",NULL,103.568,103.9,103.568,103.9,"C0018A-12H-5, 22.0 cm",NULL,103.568,103.9,103.568,103.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3995,11.662,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-8, 120.5 cm",NULL,107.325,107.94,107.325,107.94,"C0018A-12H-8, 121.5 cm",NULL,107.334,107.95,107.334,107.95,"C0018A-12H-8 WR, 120.5--121.5 cm",CKY000000000003735200,CARB,NULL,5,marion333,NULL,CKY,2010-12-14T15:49:08Z,NULL,NULL,NULL,NULL,0.07977,2.03459,NULL,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-8, 121.0 cm",NULL,107.329,107.945,107.329,107.945,"C0018A-12H-8, 121.0 cm",NULL,107.329,107.945,107.329,107.945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4387,11.9887,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-9, 20.0 cm",NULL,107.706,108.35,107.706,108.35,"C0018A-12H-9, 21.0 cm",NULL,107.715,108.36,107.715,108.36,"C0018A-12H-9 WR, 20.0--21.0 cm",CKY000000000003737900,CARB,NULL,5,marion333,NULL,CKY,2010-12-14T16:07:20Z,NULL,NULL,NULL,NULL,0.07473,2.12335,0.0818,12/21/2010,kawait,2011-01-08T10:58:58Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-12H-9, 20.5 cm",NULL,107.711,108.355,107.711,108.355,"C0018A-12H-9, 20.5 cm",NULL,107.711,108.355,107.711,108.355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5346,12.7878,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,0.03,0.01,0.24,397,436,ohashia,2011-01-08T22:08:36Z
"C0018A-13H-4, 125.5 cm",NULL,111.366,111.92,111.366,111.92,"C0018A-13H-4, 126.5 cm",NULL,111.374,111.93,111.374,111.93,"C0018A-13H-4 WR, 125.5--126.5 cm",CKY000000000003747100,CARB,NULL,5,asukay333,NULL,CKY,2010-12-14T18:37:23Z,NULL,NULL,NULL,NULL,0.06847,1.67586,0.31407,12/21/2010,kawait,2011-01-08T10:58:59Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-13H-4, 126.0 cm",NULL,111.37,111.925,111.37,111.925,"C0018A-13H-4, 126.0 cm",NULL,111.37,111.925,111.37,111.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1477,9.5638,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-13H-5, 108.5 cm",NULL,112.399,113.165,112.399,113.165,"C0018A-13H-5, 109.5 cm",NULL,112.408,113.175,112.408,113.175,"C0018A-13H-5 WR, 108.5--109.5 cm",CKY000000000003746400,CARB,NULL,5,asukay333,NULL,CKY,2010-12-14T18:37:23Z,NULL,NULL,NULL,NULL,0.07416,1.88502,0.76004,12/21/2010,kawait,2011-01-08T10:58:59Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-13H-5, 109.0 cm",NULL,112.404,113.17,112.404,113.17,"C0018A-13H-5, 109.0 cm",NULL,112.404,113.17,112.404,113.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3321,11.1004,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-13H-6, 22.0 cm",NULL,112.673,113.495,112.673,113.495,"C0018A-13H-6, 23.0 cm",NULL,112.682,113.505,112.682,113.505,"C0018A-13H-6 WR, 22.0--23.0 cm",CKY000000000003697900,CARB,NULL,3,bora333,NULL,CKY,2010-12-13T11:30:21Z,NULL,NULL,NULL,NULL,0.05685,1.54795,0.14953,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-13H-6, 22.5 cm",NULL,112.678,113.5,112.678,113.5,"C0018A-13H-6, 22.5 cm",NULL,112.678,113.5,112.678,113.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0733,8.9438,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-4, 20.0 cm",NULL,121.371,121.375,121.371,121.375,"C0018A-14H-4, 21.0 cm",NULL,121.381,121.385,121.381,121.385,"C0018A-14H-4 WR, 20.0--21.0 cm",CKY000000000003756900,CARB,NULL,5,asukay333,NULL,CKY,2010-12-15T00:29:19Z,NULL,NULL,NULL,NULL,0.07033,1.59582,0.78896,12/21/2010,kawait,2011-01-08T10:58:59Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-4, 20.5 cm",NULL,121.376,121.38,121.376,121.38,"C0018A-14H-4, 20.5 cm",NULL,121.376,121.38,121.376,121.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1116,9.263,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-5, 21.5 cm",NULL,122.64,122.645,122.64,122.645,"C0018A-14H-5, 22.5 cm",NULL,122.65,122.655,122.65,122.655,"C0018A-14H-5 WR, 21.5--22.5 cm",CKY000000000003697200,CARB,NULL,3,bora333,NULL,CKY,2010-12-13T11:16:26Z,NULL,NULL,NULL,NULL,0.06771,2.00256,0.34626,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-5, 22.0 cm",NULL,122.645,122.65,122.645,122.65,"C0018A-14H-5, 22.0 cm",NULL,122.645,122.65,122.645,122.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4609,12.1737,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-6, 128.0 cm",NULL,123.928,123.935,123.928,123.935,"C0018A-14H-6, 129.0 cm",NULL,123.938,123.945,123.938,123.945,"C0018A-14H-6 WR, 128.0--129.0 cm",CKY000000000003757700,CARB,NULL,5,asukay333,NULL,CKY,2010-12-15T00:30:40Z,NULL,NULL,NULL,NULL,0.06748,2.10154,0.28812,12/21/2010,kawait,2011-01-08T10:58:59Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-14H-6, 128.5 cm",NULL,123.933,123.94,123.933,123.94,"C0018A-14H-6, 128.5 cm",NULL,123.933,123.94,123.933,123.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5662,13.0511,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,0.05,0.01,0.27,396,435,ohashia,2011-01-08T22:08:36Z
"C0018A-15H-2, 65.0 cm",NULL,127.313,127.405,127.313,127.405,"C0018A-15H-2, 66.0 cm",NULL,127.322,127.415,127.322,127.415,"C0018A-15H-2 WR, 65.0--66.0 cm",CKY000000000003837700,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-16T06:33:51Z,NULL,NULL,NULL,NULL,0.07196,1.61477,0.47938,12/23/2010,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-2, 65.5 cm",NULL,127.317,127.41,127.317,127.41,"C0018A-15H-2, 65.5 cm",NULL,127.317,127.41,127.317,127.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1489,9.5738,kuriharar,2011-01-08T14:24:24Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-3, 33.0 cm",NULL,128.072,128.27,128.072,128.27,"C0018A-15H-3, 34.0 cm",NULL,128.081,128.28,128.081,128.28,"C0018A-15H-3 WR, 33.0--34.0 cm",CKY000000000003840200,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-16T07:18:40Z,NULL,NULL,NULL,NULL,0.06165,1.86532,0.47945,12/21/2010,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-3, 33.5 cm",NULL,128.077,128.275,128.077,128.275,"C0018A-15H-3, 33.5 cm",NULL,128.077,128.275,128.077,128.275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4276,11.8962,kuriharar,2011-01-08T14:24:25Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-5, 22.0 cm",NULL,130.272,130.775,130.272,130.775,"C0018A-15H-5, 23.0 cm",NULL,130.281,130.785,130.281,130.785,"C0018A-15H-5 WR, 22.0--23.0 cm",CKY000000000003699200,CARB,NULL,3,bora333,NULL,CKY,2010-12-13T13:24:42Z,NULL,NULL,NULL,NULL,0.0574,1.4748,0.39396,12/21/2010,kawait,2011-01-08T10:58:57Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-5, 22.5 cm",NULL,130.276,130.78,130.276,130.78,"C0018A-15H-5, 22.5 cm",NULL,130.276,130.78,130.276,130.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0371,8.6422,kuriharar,2011-01-08T14:24:25Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-7, 80.0 cm",NULL,132.256,133.035,132.256,133.035,"C0018A-15H-7, 81.0 cm",NULL,132.265,133.045,132.265,133.045,"C0018A-15H-7 WR, 80.0--81.0 cm",CKY000000000003833300,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-16T05:52:04Z,NULL,NULL,NULL,NULL,0.06084,0.89519,0.61734,12/23/2010,kawait,2011-01-08T10:59:01Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0018A-15H-7, 80.5 cm",NULL,132.261,133.04,132.261,133.04,"C0018A-15H-7, 80.5 cm",NULL,132.261,133.04,132.261,133.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5312,4.4265,kuriharar,2011-01-08T14:24:25Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
