Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Rock Eval; sample::PI::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp
"C0011D-21H-4, 21.5 cm",NULL,182.845,183.75,182.845,183.75,"C0011D-21H-4, 21.5 cm",NULL,182.845,183.75,182.845,183.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.132,1.1,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,0.05,0.01,0.21,611,647,ohashia,2011-01-08T22:08:32Z
"C0011D-21H-5, 20.0 cm",NULL,182.996,183.96,182.996,183.96,"C0011D-21H-5, 21.0 cm",NULL,183.003,183.97,183.003,183.97,"C0011D-21H-5 WR, 20.0--21.0 cm",CKY000000000004225800,CARB,NULL,5,asukay333,NULL,CKY,2010-12-21T20:27:58Z,NULL,NULL,NULL,NULL,0.06574,0.54074,0.26939,1/3/2011,kawait,2011-01-08T10:59:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-21H-5, 20.5 cm",NULL,183,183.965,183,183.965,"C0011D-21H-5, 20.5 cm",NULL,183,183.965,183,183.965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1681,1.4008,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-21H-5, 70.0 cm",NULL,183.357,184.46,183.357,184.46,"C0011D-21H-5, 71.0 cm",NULL,183.364,184.47,183.364,184.47,"C0011D-21H-5 WR, 70.0--71.0 cm",CKY000000000004226500,CARB,NULL,5,asukay333,NULL,CKY,2010-12-21T20:27:58Z,NULL,NULL,NULL,NULL,0.06106,0.53894,0.19455,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-21H-5, 70.5 cm",NULL,183.36,184.465,183.36,184.465,"C0011D-21H-5, 70.5 cm",NULL,183.36,184.465,183.36,184.465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.192,1.5999,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0.04,0.18,606,646,ohashia,2011-01-08T22:08:32Z
"C0011D-22H-1, 53.5 cm",NULL,184.633,185.035,184.633,185.035,"C0011D-22H-1, 55.5 cm",NULL,184.638,185.055,184.638,185.055,"C0011D-22H-1 W, 53.5--55.5 cm",CKY000000000004421000,CARB,NULL,5,henry333,NULL,CKY,2010-12-24T17:42:47Z,NULL,NULL,NULL,NULL,0.06245,0.43184,0.12358,12/31/2010,kawait,2011-01-08T10:59:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-22H-1, 54.5 cm",NULL,184.636,185.045,184.636,185.045,"C0011D-22H-1, 54.5 cm",NULL,184.636,185.045,184.636,185.045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1428,1.19,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-23T-2, 69.0 cm",NULL,188.095,188.095,188.095,188.095,"C0011D-23T-2, 71.0 cm",NULL,188.115,188.115,188.115,188.115,"C0011D-23T-2 W, 69.0--71.0 cm",CKY000000000004423300,CARB,NULL,2,yabukit,NULL,CKY,2010-12-24T19:14:45Z,NULL,NULL,NULL,NULL,0.05957,0.59654,0.1662,12/31/2010,kawait,2011-01-08T10:59:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-23T-2, 70.0 cm",NULL,188.105,188.105,188.105,188.105,"C0011D-23T-2, 70.0 cm",NULL,188.105,188.105,188.105,188.105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2967,2.4724,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-24T-1, 39.0 cm",NULL,195.89,195.89,195.89,195.89,"C0011D-24T-1, 40.0 cm",NULL,195.9,195.9,195.9,195.9,"C0011D-24T-1 W, 39.0--40.0 cm",CKY000000000004429400,CARB,NULL,5,kichiro333,NULL,CKY,2010-12-24T20:43:38Z,NULL,NULL,NULL,NULL,0.06138,0.55991,0.22135,12/31/2010,kawait,2011-01-08T10:59:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-24T-1, 39.5 cm",NULL,195.895,195.895,195.895,195.895,"C0011D-24T-1, 39.5 cm",NULL,195.895,195.895,195.895,195.895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2263,1.8858,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-25T-2, 29.0 cm",NULL,201.145,201.145,201.145,201.145,"C0011D-25T-2, 31.0 cm",NULL,201.165,201.165,201.165,201.165,"C0011D-25T-2 WR, 29.0--31.0 cm",CKY000000000004168500,CARB,NULL,3,bora333,NULL,CKY,2010-12-21T06:12:56Z,NULL,NULL,NULL,NULL,0.0668,0.59313,0.22244,12/31/2010,kawait,2011-01-08T10:59:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-25T-2, 30.0 cm",NULL,201.155,201.155,201.155,201.155,"C0011D-25T-2, 30.0 cm",NULL,201.155,201.155,201.155,201.155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2112,1.7599,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-25T-4, 61.0 cm",NULL,203.18,203.18,203.18,203.18,"C0011D-25T-4, 62.0 cm",NULL,203.19,203.19,203.19,203.19,"C0011D-25T-4 WR, 61.0--62.0 cm",CKY000000000004269200,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-22T14:35:40Z,NULL,NULL,NULL,NULL,0.06026,0.67952,0.30147,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-25T-4, 61.5 cm",NULL,203.185,203.185,203.185,203.185,"C0011D-25T-4, 61.5 cm",NULL,203.185,203.185,203.185,203.185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3532,2.9432,kuriharar,2011-01-08T14:24:09Z,NULL,NULL,NULL,NULL,NULL,NULL,0.09,0.02,0.17,607,647,ohashia,2011-01-08T22:08:32Z
"C0011D-26X-1, 56.0 cm",NULL,205.337,205.56,205.337,205.56,"C0011D-26X-1, 57.0 cm",NULL,205.343,205.57,205.343,205.57,"C0011D-26X-1 WR, 56.0--57.0 cm",CKY000000000004270600,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T16:53:46Z,NULL,NULL,NULL,NULL,0.06573,0.45822,0.24183,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-1, 56.5 cm",NULL,205.34,205.565,205.34,205.565,"C0011D-26X-1, 56.5 cm",NULL,205.34,205.565,205.34,205.565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1068,0.89,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,0.03,0.01,0.23,610,646,ohashia,2011-01-08T22:08:32Z
"C0011D-26X-1, 92.0 cm",NULL,205.554,205.92,205.554,205.92,"C0011D-26X-1, 93.0 cm",NULL,205.56,205.93,205.56,205.93,"C0011D-26X-1 WR, 92.0--93.0 cm",CKY000000000004271200,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T16:53:47Z,NULL,NULL,NULL,NULL,0.04248,0.51857,0.16623,1/3/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-1, 92.5 cm",NULL,205.557,205.925,205.557,205.925,"C0011D-26X-1, 92.5 cm",NULL,205.557,205.925,205.557,205.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2756,2.2966,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-1, 134.0 cm",NULL,205.806,206.34,205.806,206.34,"C0011D-26X-1, 135.0 cm",NULL,205.812,206.35,205.812,206.35,"C0011D-26X-1 WR, 134.0--135.0 cm",CKY000000000004271800,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T16:53:47Z,NULL,NULL,NULL,NULL,0.06419,0.66241,0.19136,1/2/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-1, 134.5 cm",NULL,205.809,206.345,205.809,206.345,"C0011D-26X-1, 134.5 cm",NULL,205.809,206.345,205.809,206.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3133,2.6107,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-3, 30.5 cm",NULL,206.88,208.125,206.88,208.125,"C0011D-26X-3, 32.5 cm",NULL,206.892,208.145,206.892,208.145,"C0011D-26X-3 WR, 30.5--32.5 cm",CKY000000000004169300,CARB,NULL,3,bora333,NULL,CKY,2010-12-21T06:18:25Z,NULL,NULL,NULL,NULL,0.06209,0.87573,0.19552,12/27/2010,kawait,2011-01-08T10:59:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-3, 31.5 cm",NULL,206.886,208.135,206.886,208.135,"C0011D-26X-3, 31.5 cm",NULL,206.886,208.135,206.886,208.135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5416,4.5132,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-6, 27.0 cm",NULL,208.553,210.905,208.553,210.905,"C0011D-26X-6, 28.0 cm",NULL,208.559,210.915,208.559,210.915,"C0011D-26X-6 WR, 27.0--28.0 cm",CKY000000000004277500,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T17:40:36Z,NULL,NULL,NULL,NULL,0.06654,0.5071,0.32643,1/3/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-26X-6, 27.5 cm",NULL,208.556,210.91,208.556,210.91,"C0011D-26X-6, 27.5 cm",NULL,208.556,210.91,208.556,210.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1412,1.1766,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-3, 30.5 cm",NULL,212.365,213.15,212.365,213.15,"C0011D-27X-3, 32.5 cm",NULL,212.38,213.17,212.38,213.17,"C0011D-27X-3 WR, 30.5--32.5 cm",CKY000000000004201400,CARB,NULL,3,bora333,NULL,CKY,2010-12-21T14:10:36Z,NULL,NULL,NULL,NULL,0.0613,0.49674,0.14464,12/31/2010,kawait,2011-01-08T10:59:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-3, 31.5 cm",NULL,212.372,213.16,212.372,213.16,"C0011D-27X-3, 31.5 cm",NULL,212.372,213.16,212.372,213.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1569,1.3074,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-4, 62.0 cm",NULL,212.845,213.79,212.845,213.79,"C0011D-27X-4, 63.0 cm",NULL,212.853,213.8,212.853,213.8,"C0011D-27X-4 WR, 62.0--63.0 cm",CKY000000000004285700,CARB,NULL,5,coolks333,NULL,CKY,2010-12-22T20:26:17Z,NULL,NULL,NULL,NULL,0.06186,0.47424,0.253,1/2/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-4, 62.5 cm",NULL,212.849,213.795,212.849,213.795,"C0011D-27X-4, 62.5 cm",NULL,212.849,213.795,212.849,213.795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1352,1.1266,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-6, 21.0 cm",NULL,214.418,215.885,214.418,215.885,"C0011D-27X-6, 22.0 cm",NULL,214.426,215.895,214.426,215.895,"C0011D-27X-6 WR, 21.0--22.0 cm",CKY000000000004286300,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T20:29:12Z,NULL,NULL,NULL,NULL,0.06217,0.57922,0.0926,1/5/2011,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-27X-6, 21.5 cm",NULL,214.422,215.89,214.422,215.89,"C0011D-27X-6, 21.5 cm",NULL,214.422,215.89,214.422,215.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2063,1.7191,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,0.35,0.07,0.14,606,646,ohashia,2011-01-08T22:08:32Z
"C0011D-28X-1, 97.0 cm",NULL,215.898,215.97,215.898,215.97,"C0011D-28X-1, 98.0 cm",NULL,215.907,215.98,215.907,215.98,"C0011D-28X-1 WR, 97.0--98.0 cm",CKY000000000004288200,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T21:25:56Z,NULL,NULL,NULL,NULL,0.05323,1.23112,0.34861,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-28X-1, 97.5 cm",NULL,215.903,215.975,215.903,215.975,"C0011D-28X-1, 97.5 cm",NULL,215.903,215.975,215.903,215.975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0181,8.4838,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-28X-2, 17.0 cm",NULL,216.468,216.585,216.468,216.585,"C0011D-28X-2, 18.0 cm",NULL,216.477,216.595,216.477,216.595,"C0011D-28X-2 WR, 17.0--18.0 cm",CKY000000000004288500,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T21:25:56Z,NULL,NULL,NULL,NULL,0.05096,1.02808,0.11901,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-28X-2, 17.5 cm",NULL,216.472,216.59,216.472,216.59,"C0011D-28X-2, 17.5 cm",NULL,216.472,216.59,216.472,216.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8104,6.7531,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-29X-1, 46.0 cm",NULL,220.392,220.46,220.392,220.46,"C0011D-29X-1, 47.0 cm",NULL,220.401,220.47,220.401,220.47,"C0011D-29X-1 WR, 46.0--47.0 cm",CKY000000000004300100,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T23:43:56Z,NULL,NULL,NULL,NULL,0.05919,0.77671,0.2604,12/27/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-29X-1, 46.5 cm",NULL,220.396,220.465,220.396,220.465,"C0011D-29X-1, 46.5 cm",NULL,220.396,220.465,220.396,220.465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4975,4.1457,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,0.09,0.02,0.16,611,647,ohashia,2011-01-08T22:08:33Z
"C0011D-29X-3, 25.0 cm",NULL,222.613,223.065,222.613,223.065,"C0011D-29X-3, 26.0 cm",NULL,222.622,223.075,222.622,223.075,"C0011D-29X-3 WR, 25.0--26.0 cm",CKY000000000004300500,CARB,NULL,5,asukay333,NULL,CKY,2010-12-22T23:43:56Z,NULL,NULL,NULL,NULL,0.05836,0.68159,0.18132,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-29X-3, 25.5 cm",NULL,222.617,223.07,222.617,223.07,"C0011D-29X-3, 25.5 cm",NULL,222.617,223.07,222.617,223.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3051,2.5424,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-29X-4, 31.0 cm",NULL,223.593,224.215,223.593,224.215,"C0011D-29X-4, 33.0 cm",NULL,223.61,224.235,223.61,224.235,"C0011D-29X-4 WR, 31.0--33.0 cm",CKY000000000004195100,CARB,NULL,3,bora333,NULL,CKY,2010-12-21T13:25:32Z,NULL,NULL,NULL,NULL,0.05496,0.7611,0.35441,12/27/2010,kawait,2011-01-08T10:59:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-29X-4, 32.0 cm",NULL,223.602,224.225,223.602,224.225,"C0011D-29X-4, 32.0 cm",NULL,223.602,224.225,223.602,224.225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.468,3.8998,kuriharar,2011-01-08T14:24:10Z,NULL,NULL,NULL,NULL,NULL,NULL,0.15,0.02,0.12,606,646,ohashia,2011-01-08T22:08:33Z
"C0011D-30X-1, 85.0 cm",NULL,225.85,225.85,225.85,225.85,"C0011D-30X-1, 87.0 cm",NULL,225.87,225.87,225.87,225.87,"C0011D-30X-1 W, 85.0--87.0 cm",CKY000000000004463300,CARB,NULL,5,marion333,NULL,CKY,2010-12-25T18:07:49Z,NULL,NULL,NULL,NULL,0.05252,0.45809,0.08894,1/2/2011,kawait,2011-01-08T10:59:12Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-30X-1, 86.0 cm",NULL,225.86,225.86,225.86,225.86,"C0011D-30X-1, 86.0 cm",NULL,225.86,225.86,225.86,225.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.165399655,1.378275326,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-31X-4, 29.0 cm",NULL,238.43,238.43,238.43,238.43,"C0011D-31X-4, 31.0 cm",NULL,238.45,238.45,238.45,238.45,"C0011D-31X-4 WR, 29.0--31.0 cm",CKY000000000004229400,CARB,NULL,5,marion333,NULL,CKY,2010-12-21T21:33:45Z,NULL,NULL,NULL,NULL,0.07008,1.36051,11.8645,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-31X-4, 30.0 cm",NULL,238.44,238.44,238.44,238.44,"C0011D-31X-4, 30.0 cm",NULL,238.44,238.44,238.44,238.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0948,9.123,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,0.05,0,0.06,579,615,ohashia,2011-01-08T22:08:33Z
"C0011D-31X-5, 47.0 cm",NULL,238.92,238.92,238.92,238.92,"C0011D-31X-5, 48.0 cm",NULL,238.93,238.93,238.93,238.93,"C0011D-31X-5 WR, 47.0--48.0 cm",CKY000000000004302600,CARB,NULL,5,asukay333,NULL,CKY,2010-12-23T00:24:40Z,NULL,NULL,NULL,NULL,0.04387,1.90065,0.27456,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-31X-5, 47.5 cm",NULL,238.925,238.925,238.925,238.925,"C0011D-31X-5, 47.5 cm",NULL,238.925,238.925,238.925,238.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6702,13.9178,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-31X-5, 76.0 cm",NULL,239.21,239.21,239.21,239.21,"C0011D-31X-5, 77.0 cm",NULL,239.22,239.22,239.22,239.22,"C0011D-31X-5 WR, 76.0--77.0 cm",CKY000000000004302900,CARB,NULL,5,asukay333,NULL,CKY,2010-12-23T00:24:40Z,NULL,NULL,NULL,NULL,0.04759,1.11442,0.03948,12/27/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-31X-5, 76.5 cm",NULL,239.215,239.215,239.215,239.215,"C0011D-31X-5, 76.5 cm",NULL,239.215,239.215,239.215,239.215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9046,7.538,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,0.3,0.01,0.03,406,442,ohashia,2011-01-08T22:08:33Z
"C0011D-32X-4, 28.5 cm",NULL,244.538,244.89,244.538,244.89,"C0011D-32X-4, 30.5 cm",NULL,244.556,244.91,244.556,244.91,"C0011D-32X-4 WR, 28.5--30.5 cm",CKY000000000004230200,CARB,NULL,5,marion333,NULL,CKY,2010-12-21T21:36:32Z,NULL,NULL,NULL,NULL,0.05347,1.03188,0.87371,12/27/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-32X-4, 29.5 cm",NULL,244.547,244.9,244.547,244.9,"C0011D-32X-4, 29.5 cm",NULL,244.547,244.9,244.547,244.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7786,6.4881,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-32X-5, 82.0 cm",NULL,245.29,245.73,245.29,245.73,"C0011D-32X-5, 83.0 cm",NULL,245.299,245.74,245.299,245.74,"C0011D-32X-5 WR, 82.0--83.0 cm",CKY000000000004311700,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T03:33:34Z,NULL,NULL,NULL,NULL,0.05303,0.71307,0.0577,1/5/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-32X-5, 82.5 cm",NULL,245.295,245.735,245.295,245.735,"C0011D-32X-5, 82.5 cm",NULL,245.295,245.735,245.295,245.735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4707,3.9223,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-32X-6, 23.0 cm",NULL,246.025,246.55,246.025,246.55,"C0011D-32X-6, 24.0 cm",NULL,246.034,246.56,246.034,246.56,"C0011D-32X-6 WR, 23.0--24.0 cm",CKY000000000004312300,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T03:42:04Z,NULL,NULL,NULL,NULL,0.05674,0.70311,0.0602,12/31/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-32X-6, 23.5 cm",NULL,246.03,246.555,246.03,246.555,"C0011D-32X-6, 23.5 cm",NULL,246.03,246.555,246.03,246.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4411,3.6757,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,0.09,0.01,0.11,611,647,ohashia,2011-01-08T22:08:33Z
"C0011D-33X-3, 30.5 cm",NULL,249.153,249.36,249.153,249.36,"C0011D-33X-3, 32.5 cm",NULL,249.172,249.38,249.172,249.38,"C0011D-33X-3 WR, 30.5--32.5 cm",CKY000000000004240000,CARB,NULL,5,marion333,NULL,CKY,2010-12-22T01:44:16Z,NULL,NULL,NULL,NULL,0.04075,0.42791,0.07474,12/31/2010,kawait,2011-01-08T10:59:08Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-33X-3, 31.5 cm",NULL,249.162,249.37,249.162,249.37,"C0011D-33X-3, 31.5 cm",NULL,249.162,249.37,249.162,249.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2549,2.1241,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-33X-4, 37.0 cm",NULL,249.515,249.75,249.515,249.75,"C0011D-33X-4, 38.0 cm",NULL,249.524,249.76,249.524,249.76,"C0011D-33X-4 WR, 37.0--38.0 cm",CKY000000000004313100,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T03:44:59Z,NULL,NULL,NULL,NULL,0.05788,0.60433,0.053,1/2/2011,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-33X-4, 37.5 cm",NULL,249.52,249.755,249.52,249.755,"C0011D-33X-4, 37.5 cm",NULL,249.52,249.755,249.52,249.755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.347,2.8916,kuriharar,2011-01-08T14:24:11Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C0011D-33X-5, 58.0 cm",NULL,251.008,251.36,251.008,251.36,"C0011D-33X-5, 59.0 cm",NULL,251.018,251.37,251.018,251.37,"C0011D-33X-5 WR, 58.0--59.0 cm",CKY000000000004313200,CARB,NULL,5,mstrasser333,NULL,CKY,2010-12-23T03:48:34Z,NULL,NULL,NULL,NULL,0.04122,2.193,0.54402,12/31/2010,kawait,2011-01-08T10:59:09Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL
