Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001E-10H-7, 0.5 cm",NULL,86.497,87.17,86.497,87.17,"C0001E-10H-7, 0.5 cm",NULL,86.497,87.17,86.497,87.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4114576,3.428676,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-11H-1, 100.0 cm",NULL,90.526,90.6,90.526,90.6,"C0001E-11H-1, 101.0 cm",NULL,90.535,90.61,90.535,90.61,"C0001E-11H-1 WR, 100.0--101.0 cm",CKY000000000000272400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T06:24:48Z,NULL,NULL,NULL,NULL,0.10712,1.91377,0.29273,12/8/2007,kuriharar,2008-02-25T07:52:23Z
"C0001E-11H-1, 100.5 cm",NULL,90.53,90.605,90.53,90.605,"C0001E-11H-1, 100.5 cm",NULL,90.53,90.605,90.53,90.605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.501199,12.50949,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-11H-4, 19.0 cm",NULL,93.482,93.795,93.482,93.795,"C0001E-11H-4, 20.0 cm",NULL,93.492,93.805,93.492,93.805,"C0001E-11H-4 WR, 19.0--20.0 cm",CKY000000000000241000,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-20T17:21:39Z,NULL,NULL,NULL,NULL,0.07676,1.48615,0.35489,12/2/2007,kuriharar,2008-02-25T07:52:23Z
"C0001E-11H-4, 19.5 cm",NULL,93.487,93.8,93.487,93.8,"C0001E-11H-4, 19.5 cm",NULL,93.487,93.8,93.487,93.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.14683,9.556535,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-11H-5, 115.5 cm",NULL,94.574,94.975,94.574,94.975,"C0001E-11H-5, 117.0 cm",NULL,94.588,94.99,94.588,94.99,"C0001E-11H-5 WR, 115.5--117.0 cm",CKY000000000000271100,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T05:34:53Z,NULL,NULL,NULL,NULL,0.1089,1.56356,0.17052,12/8/2007,kuriharar,2008-02-25T07:52:23Z
"C0001E-11H-5, 116.3 cm",NULL,94.582,94.983,94.582,94.983,"C0001E-11H-5, 116.3 cm",NULL,94.582,94.983,94.582,94.983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.072515,8.937267,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-12H-3, 130.0 cm",NULL,102.874,103.2,102.874,103.2,"C0001E-12H-3, 131.5 cm",NULL,102.888,103.215,102.888,103.215,"C0001E-12H-3 WR, 130.0--131.5 cm",CKY000000000000273000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T07:47:31Z,NULL,NULL,NULL,NULL,0.08505,1.02224,3.14839,12/8/2007,kuriharar,2008-02-25T07:52:24Z
"C0001E-12H-3, 130.8 cm",NULL,102.882,103.208,102.882,103.208,"C0001E-12H-3, 130.8 cm",NULL,102.882,103.208,102.882,103.208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7380803,6.150424,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-12H-4, 23.0 cm",NULL,103.192,103.545,103.192,103.545,"C0001E-12H-4, 24.5 cm",NULL,103.206,103.56,103.206,103.56,"C0001E-12H-4 WR, 23.0--24.5 cm",CKY000000000000273800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T08:14:50Z,NULL,NULL,NULL,NULL,0.10344,2.12261,0.20566,12/8/2007,kuriharar,2008-02-25T07:52:24Z
"C0001E-12H-4, 23.7 cm",NULL,103.198,103.552,103.198,103.552,"C0001E-12H-4, 23.7 cm",NULL,103.198,103.552,103.198,103.552,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.731931,14.43218,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-12H-5, 0.0 cm",NULL,104.08,104.51,104.08,104.51,"C0001E-12H-5, 1.0 cm",NULL,104.089,104.52,104.089,104.52,"C0001E-12H-5 WR, 0.0--1.0 cm",CKY000000000000242000,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-20T19:07:18Z,NULL,NULL,NULL,NULL,0.03914,1.97364,0.21646,12/2/2007,kuriharar,2008-02-25T07:52:24Z
"C0001E-12H-5, 0.5 cm",NULL,104.085,104.515,104.085,104.515,"C0001E-12H-5, 0.5 cm",NULL,104.085,104.515,104.085,104.515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.875694,15.63016,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-13H-4, 0.0 cm",NULL,112.297,112.665,112.297,112.665,"C0001E-13H-4, 1.0 cm",NULL,112.306,112.675,112.306,112.675,"C0001E-13H-4 WR, 0.0--1.0 cm",CKY000000000000243500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-20T20:27:00Z,NULL,NULL,NULL,NULL,0.05713,0.5864,0.18053,12/2/2007,kuriharar,2008-02-25T07:52:25Z
"C0001E-13H-4, 0.5 cm",NULL,112.302,112.67,112.302,112.67,"C0001E-13H-4, 0.5 cm",NULL,112.302,112.67,112.302,112.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3900082,3.249938,miyabes,2007-12-11T10:48:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-13H-6, 50.0 cm",NULL,114.294,114.86,114.294,114.86,"C0001E-13H-6, 51.5 cm",NULL,114.307,114.875,114.307,114.875,"C0001E-13H-6 WR, 50.0--51.5 cm",CKY000000000000274400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T09:39:55Z,NULL,NULL,NULL,NULL,0.10261,2.6395,0.15627,12/8/2007,kuriharar,2008-02-25T07:52:25Z
"C0001E-13H-6, 50.7 cm",NULL,114.3,114.867,114.3,114.867,"C0001E-13H-6, 50.7 cm",NULL,114.3,114.867,114.3,114.867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.240269,18.66816,miyabes,2007-12-11T10:48:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-13H-8, 109.0 cm",NULL,117.482,118.365,117.482,118.365,"C0001E-13H-8, 110.5 cm",NULL,117.495,118.38,117.495,118.38,"C0001E-13H-8 WR, 109.0--110.5 cm",CKY000000000000275500,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T10:12:19Z,NULL,NULL,NULL,NULL,0.09624,1.56187,0.41987,12/8/2007,kuriharar,2008-02-25T07:52:26Z
"C0001E-13H-8, 109.7 cm",NULL,117.488,118.372,117.488,118.372,"C0001E-13H-8, 109.7 cm",NULL,117.488,118.372,117.488,118.372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.063072,8.858577,miyabes,2007-12-11T10:48:37Z,NULL,NULL,NULL,NULL,NULL,NULL
