leg	site	hole	core	section	top interval depth (cm)	bottom interval depth (cm)	top of core depth (m)	sample depth (m)	percent total carbon	percent organic carbon	percent calcium carbonate (CaCO3)	method code	data source code
8	73		8	3	9.0	9.0	58.00	61.09	4.8	0.0	40.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		8	4	9.0	9.0	58.00	62.59	2.9	0.0	24.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		8	5	10.0	10.0	58.00	64.10	7.9	0.0	65.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		8	5	60.0	60.0	58.00	64.60	2.4	0.0	19.9	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		8	5	110.0	110.0	58.00	65.10	0.2	0.0	1.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		8	6	9.0	9.0	58.00	65.59	0.4	0.0	3.4	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	1	80.0	80.0	67.00	67.80	2.3	0.0	19.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	2	10.0	10.0	67.00	68.60	3.2	0.1	25.4	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	3	10.0	10.0	67.00	70.10	3.3	0.0	27.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	4	3.0	3.0	67.00	71.53	3.1	0.0	26.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	5	10.0	10.0	67.00	73.10	0.5	0.0	4.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	5	55.0	55.0	67.00	73.55	6.5	0.0	53.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	5	100.0	100.0	67.00	74.00	9.1	0.0	75.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	6	20.0	20.0	67.00	74.70	8.5	0.0	71.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		9	6	100.0	100.0	67.00	75.50	10.5	0.0	87.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	1	60.0	60.0	76.00	76.68	8.5	0.0	71.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	2	14.0	14.0	76.00	77.72	8.6	0.0	71.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	3	10.0	10.0	76.00	79.18	9.7	0.0	80.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	4	10.0	10.0	76.00	80.68	9.4	0.0	78.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	5	10.0	10.0	76.00	82.18	9.0	0.0	75.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		10	6	10.0	10.0	76.00	83.68	8.7	0.0	72.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	1	20.0	20.0	85.00	85.20	9.9	0.0	82.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	2	10.0	10.0	85.00	86.60	10.1	0.0	84.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	3	10.0	10.0	85.00	88.10	9.3	0.0	77.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	4	10.0	10.0	85.00	89.60	9.1	0.0	76.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	5	10.0	10.0	85.00	91.10	9.4	0.0	78.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		11	6	3.0	3.0	85.00	92.53	9.4	0.0	78.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	1	10.0	10.0	140.00	140.10	9.7	0.0	80.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	2	10.0	10.0	140.00	141.60	10.0	0.0	83.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	3	10.0	10.0	140.00	143.10	10.4	0.0	86.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	4	10.0	10.0	140.00	144.60	10.1	0.0	84.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	5	10.0	10.0	140.00	146.10	10.5	0.0	87.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		12	6	10.0	10.0	140.00	147.60	10.2	0.0	85.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	1	10.0	10.0	206.00	206.10	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	2	10.0	10.0	206.00	207.60	10.4	0.0	86.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	3	10.0	10.0	206.00	209.10	10.4	0.0	86.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	4	10.0	10.0	206.00	210.60	10.4	0.0	86.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	5	10.0	10.0	206.00	212.10	10.5	0.0	87.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		13	6	10.0	10.0	206.00	213.60	10.5	0.0	87.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	1	10.0	10.0	243.00	243.10	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	2	10.0	10.0	243.00	244.60	10.1	0.0	83.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	3	10.0	10.0	243.00	246.10	10.2	0.0	85.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	4	10.0	10.0	243.00	247.60	10.2	0.0	85.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	5	10.0	10.0	243.00	249.10	10.4	0.0	86.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		14	6	10.0	10.0	243.00	250.60	10.6	0.0	88.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	1	40.0	40.0	252.00	252.40	10.7	0.0	88.9	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	2	10.0	10.0	252.00	253.60	10.5	0.0	87.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	3	10.0	10.0	252.00	255.10	10.1	0.0	84.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	4	10.0	10.0	252.00	256.60	10.2	0.0	85.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	5	10.0	10.0	252.00	258.10	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		15	6	10.0	10.0	252.00	259.60	10.2	0.0	84.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	1	10.0	10.0	262.00	262.10	10.2	0.0	85.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	2	10.0	10.0	262.00	263.60	9.8	0.0	81.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	3	10.0	10.0	262.00	265.10	9.7	0.0	81.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	4	10.0	10.0	262.00	266.60	9.9	0.0	82.7	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	5	10.0	10.0	262.00	268.10	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		16	6	10.0	10.0	262.00	269.60	10.2	0.0	85.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	1	30.0	30.0	270.00	270.30	10.3	0.0	85.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	2	10.0	10.0	270.00	271.60	8.9	0.0	74.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	3	10.0	10.0	270.00	273.10	8.6	0.0	72.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	4	10.0	10.0	270.00	274.60	10.9	0.0	91.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	5	10.0	10.0	270.00	276.10	9.0	0.0	74.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		17	6	10.0	10.0	270.00	277.60	8.8	0.0	73.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		18	4	9.0	9.0	279.00	283.59	8.7	0.0	72.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		18	5	10.0	10.0	279.00	285.10	8.8	0.0	73.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		18	6	10.0	10.0	279.00	286.60	8.7	0.0	72.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	1	20.0	20.0	288.00	288.20	3.9	0.0	32.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	2	10.0	10.0	288.00	289.60	6.9	0.0	57.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	3	10.0	10.0	288.00	291.10	7.4	0.0	61.7	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	4	10.0	10.0	288.00	292.60	1.0	0.0	8.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	5	20.0	20.0	288.00	294.20	3.6	0.4	26.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		19	6	10.0	10.0	288.00	295.60	5.9	1.7	34.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		20	3	60.0	60.0	297.00	300.60	7.0	0.0	58.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		20	4	10.0	10.0	297.00	301.60	8.3	0.0	68.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		20	5	10.0	10.0	297.00	303.10	8.5	0.0	70.7	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	73		21	2	15.0	15.0	300.00	301.65	9.0	0.6	70.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	1	49.0	49.0	0.00	0.49	6.1	0.2	48.7	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	2	10.0	10.0	0.00	1.60	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	3	10.0	10.0	0.00	3.10	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	4	10.0	10.0	0.00	4.60	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	5	10.0	10.0	0.00	6.10	0.1	0.0	0.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		1	6	10.0	10.0	0.00	7.60	0.0	0.0	0.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		2	1	60.0	60.0	9.00	9.60	0.0	0.2	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		2	2	10.0	10.0	9.00	10.60	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		2	3	10.0	10.0	9.00	12.10	0.0	0.1	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	1	70.0	70.0	18.00	18.70	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	2	10.0	10.0	18.00	19.60	0.1	0.0	0.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	3	10.0	10.0	18.00	21.10	8.7	0.0	72.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	4	9.0	9.0	18.00	22.59	8.9	0.0	74.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	4	10.0	10.0	18.00	22.60	9.6	0.0	79.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		3	5	10.0	10.0	18.00	24.10	7.9	0.0	65.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	1	25.0	25.0	27.00	27.25	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	1	65.0	65.0	27.00	27.65	9.2	0.0	76.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	2	10.0	10.0	27.00	28.60	9.8	0.0	81.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	3	10.0	10.0	27.00	30.10	10.0	0.0	83.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	4	10.0	10.0	27.00	31.60	10.1	0.0	84.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		4	5	10.0	10.0	27.00	33.10	9.0	0.0	74.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	1	10.0	10.0	36.00	36.10	10.2	0.0	84.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	2	10.0	10.0	36.00	37.60	9.8	0.0	81.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	3	10.0	10.0	36.00	39.10	9.4	0.0	78.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	4	10.0	10.0	36.00	40.60	9.4	0.0	78.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	5	10.0	10.0	36.00	42.10	9.7	0.0	81.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		5	6	10.0	10.0	36.00	43.60	9.5	0.0	79.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	1	10.0	10.0	46.00	46.10	9.9	0.0	82.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	2	10.0	10.0	46.00	47.60	9.4	0.0	78.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	3	10.0	10.0	46.00	49.10	10.1	0.0	84.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	4	10.0	10.0	46.00	50.60	7.9	0.0	66.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	5	10.0	10.0	46.00	52.10	8.9	0.0	74.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		6	6	10.0	10.0	46.00	53.60	9.5	0.0	79.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		7	1	80.0	80.0	55.00	55.80	9.3	0.0	77.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		7	2	10.0	10.0	55.00	56.60	9.2	0.0	77.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		7	3	10.0	10.0	55.00	58.10	9.0	0.0	75.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		7	4	10.0	10.0	55.00	59.60	9.6	0.0	79.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		7	5	10.0	10.0	55.00	61.10	7.0	0.0	58.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		8	2	10.0	10.0	64.00	65.60	9.7	0.0	80.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		8	3	10.0	10.0	64.00	67.10	9.4	0.0	78.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	1	60.0	60.0	73.00	73.60	9.8	0.0	82.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	2	10.0	10.0	73.00	74.60	9.7	0.0	81.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	3	10.0	10.0	73.00	76.10	8.1	0.0	67.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	4	10.0	10.0	73.00	77.60	9.7	0.0	80.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	5	10.0	10.0	73.00	79.10	9.0	0.0	74.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		9	6	10.0	10.0	73.00	80.60	9.8	0.0	81.4	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		10	1	10.0	10.0	82.00	82.10	9.9	0.0	82.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		11	2	50.0	50.0	91.00	93.00	9.1	0.0	76.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		11	2	130.0	130.0	91.00	93.80	9.8	0.0	82.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		11	2	140.0	140.0	91.00	93.90	0.7	0.0	5.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		12	1	10.0	10.0	100.00	100.10	4.1	0.0	34.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		12	2	40.0	40.0	100.00	101.90	5.5	0.0	45.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		12	2	90.0	90.0	100.00	102.40	6.1	0.0	51.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	74		12	3	10.0	10.0	100.00	103.10	2.8	0.0	23.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	1	102.0	102.0	0.00	1.02	8.2	0.6	63.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	1	105.0	105.0	0.00	1.05	0.2	0.0	1.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	2	3.0	3.0	0.00	1.53	0.0	0.0	0.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	2	80.0	80.0	0.00	2.30	8.8	0.0	73.4	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	3	3.0	3.0	0.00	3.03	9.0	0.0	75.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	4	6.0	6.0	0.00	4.56	10.0	0.0	83.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		1	5	3.0	3.0	0.00	6.03	10.2	0.0	85.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		2	1	3.0	3.0	9.00	9.03	10.1	0.0	83.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		2	2	3.0	3.0	9.00	10.53	10.1	0.0	84.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		2	3	3.0	3.0	9.00	12.03	10.9	0.0	90.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		2	4	13.0	13.0	9.00	13.63	10.0	0.0	83.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		2	5	3.0	3.0	9.00	15.03	10.1	0.0	84.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		3	2	23.0	23.0	18.00	19.73	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		3	3	3.0	3.0	18.00	21.03	9.6	0.0	79.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		3	4	3.0	3.0	18.00	22.53	10.6	0.0	88.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		3	5	3.0	3.0	18.00	24.03	10.6	0.0	88.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		3	6	3.0	3.0	18.00	25.53	10.3	0.0	85.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	1	33.0	33.0	27.00	27.33	10.1	0.0	84.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	2	3.0	3.0	27.00	28.53	10.4	0.0	86.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	3	8.0	8.0	27.00	30.08	10.1	0.0	84.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	4	3.0	3.0	27.00	31.53	10.2	0.0	85.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	5	11.0	11.0	27.00	33.11	10.2	0.0	85.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		4	6	3.0	3.0	27.00	34.53	10.3	0.0	86.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	1	13.0	13.0	36.00	36.13	10.4	0.0	86.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	2	3.0	3.0	36.00	37.53	12.3	0.0	100.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	3	3.0	3.0	36.00	39.03	10.1	0.0	84.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	4	3.0	3.0	36.00	40.53	9.9	0.0	82.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	5	3.0	3.0	36.00	42.03	9.8	0.0	82.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		5	6	3.0	3.0	36.00	43.53	10.2	0.0	84.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		7	1	60.0	60.0	55.00	55.60	10.0	0.1	83.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		7	2	30.0	30.0	55.00	56.80	9.7	0.0	80.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		7	3	30.0	30.0	55.00	58.30	9.7	0.0	80.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		7	4	30.0	30.0	55.00	59.80	9.4	0.0	78.4	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		8	1	3.0	3.0	64.00	64.03	10.2	0.0	85.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		8	3	33.0	33.0	64.00	67.33	10.0	0.0	83.6	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		8	4	3.0	3.0	64.00	68.53	9.6	0.0	79.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		8	5	3.0	3.0	64.00	70.03	9.9	0.0	82.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		8	6	3.0	3.0	64.00	71.53	9.8	0.0	81.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	1	20.0	20.0	73.00	73.20	9.6	0.0	80.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	2	8.0	8.0	73.00	74.58	9.1	0.0	76.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	3	20.0	20.0	73.00	76.20	9.0	0.0	75.1	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	4	3.0	3.0	73.00	77.53	8.7	0.0	72.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	5	3.0	3.0	73.00	79.03	8.5	0.0	70.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
8	75		9	6	5.0	5.0	73.00	80.55	8.4	0.0	70.3	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76		1	1	20.0	20.0	0.00	0.20	5.3	0.1	42.9	LECO70 (total carbon)/LECOAB (organic carbon)	DSDP SHORE LABORATORY
9	76		1	2	70.0	70.0	0.00	2.20	0.3	0.1	2.2	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76		1	3	49.0	49.0	0.00	3.49	0.6	0.1	4.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76		1	4	20.0	20.0	0.00	4.70	3.6	0.2	28.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76		1	5	31.0	31.0	0.00	6.31	6.6	0.1	54.8	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76		1	6	30.0	30.0	0.00	7.80	2.0	0.1	15.9	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76	A	1	2	20.0	20.0	9.10	10.80	11.0	0.1	91.0	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
9	76	A	1	6	90.0	90.0	9.10	17.50	11.3	0.1	93.5	LECO 70-SECOND ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
